icdcode,description1,description2
6190,Fistulae involving female genital tract,"Urinary-genital tract fistulae, female"
6191,Fistulae involving female genital tract,"Digestive-genital tract fistulae, female"
6192,Fistulae involving female genital tract,"Genital tract-skin fistulae, female"
6198,Fistulae involving female genital tract,Other
6199,Fistulae involving female genital tract,Unspecified fistula involving female genital tract
6200,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",Follicular cyst of ovary
6201,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",Corpus luteum cyst or haematoma
6202,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",Other and unspecified ovarian cyst
6203,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",Acquired atrophy of ovary and fallopian tube
6204,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",Prolapse or hernia of ovary and fallopian tube
6205,"Noninflammatory disorders of ovary, fallopian tube and broad ligament","Torsion of ovary, ovarian pedicle or fallopian tube"
6206,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",Broad ligament laceration syndrome
6207,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",Haematoma of broad ligament
6208,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",Other
6209,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",Unspecified
6210,"Disorders of uterus, not elsewhere classified",Polyp of corpus uteri
6211,"Disorders of uterus, not elsewhere classified",Chronic subinvolution of uterus
6212,"Disorders of uterus, not elsewhere classified",Hypertrophy of uterus
6213,"Disorders of uterus, not elsewhere classified",Endometrial cystic hyperplasia
6214,"Disorders of uterus, not elsewhere classified",Haematometra
6215,"Disorders of uterus, not elsewhere classified",Intrauterine synechiae
6216,"Disorders of uterus, not elsewhere classified",Malposition of uterus
6217,"Disorders of uterus, not elsewhere classified",Chronic inversion of uterus
6218,"Disorders of uterus, not elsewhere classified",Other
6219,"Disorders of uterus, not elsewhere classified",Unspecified disorders of uterus
6220,Noninflammatory disorders of cervix,Erosion and ectropion of cervix
6221,Noninflammatory disorders of cervix,Dysplasia of cervix (uteri)
6222,Noninflammatory disorders of cervix,Leukoplakia of cervix (uteri)
6223,Noninflammatory disorders of cervix,Old laceration of cervix
6224,Noninflammatory disorders of cervix,Stricture and stenosis of cervix
6225,Noninflammatory disorders of cervix,Incompetence of cervix
6226,Noninflammatory disorders of cervix,Hypertrophic elongation of cervix
6227,Noninflammatory disorders of cervix,Mucous polyp of cervix
6228,Noninflammatory disorders of cervix,Other
6229,Noninflammatory disorders of cervix,Unspecified
6230,Noninflammatory disorders of vagina,Dysplasia of vagina
6231,Noninflammatory disorders of vagina,Leukoplakia of vagina
6232,Noninflammatory disorders of vagina,Stricture or atresia of vagina
6233,Noninflammatory disorders of vagina,Tight hymenal ring
6234,Noninflammatory disorders of vagina,Old vaginal laceration
6235,Noninflammatory disorders of vagina,"Leukorrhoea, not specified as infective"
6236,Noninflammatory disorders of vagina,Vaginal haematoma
6237,Noninflammatory disorders of vagina,Polyp of vagina
6238,Noninflammatory disorders of vagina,Other
6239,Noninflammatory disorders of vagina,Unspecified
6240,Noninflammatory disorders of vulva and perineum,Dystrophy of vulva
6241,Noninflammatory disorders of vulva and perineum,Atrophy of vulva
6242,Noninflammatory disorders of vulva and perineum,Hypertrophy of clitoris
6243,Noninflammatory disorders of vulva and perineum,Hypertrophy of labia
6244,Noninflammatory disorders of vulva and perineum,Old laceration or scarring of vulva
6245,Noninflammatory disorders of vulva and perineum,Haematoma of vulva
6246,Noninflammatory disorders of vulva and perineum,Polyp of labia and vulva
6248,Noninflammatory disorders of vulva and perineum,Other
6249,Noninflammatory disorders of vulva and perineum,Unspecified
6250,Pain and other symptoms associated with female genital organs,Dyspareunia
6251,Pain and other symptoms associated with female genital organs,Vaginismus
6252,Pain and other symptoms associated with female genital organs,Mittelschmerz
6253,Pain and other symptoms associated with female genital organs,Dysmenorrhoea
6254,Pain and other symptoms associated with female genital organs,Premenstrual tension syndromes
6255,Pain and other symptoms associated with female genital organs,Pelvic congestion syndrome
6256,Pain and other symptoms associated with female genital organs,"Stress incontinence, female"
6258,Pain and other symptoms associated with female genital organs,Other
6259,Pain and other symptoms associated with female genital organs,Unspecified
6260,Disorders of menstruation and other abnormal bleeding from female genital tract,Absence of menstruation
6261,Disorders of menstruation and other abnormal bleeding from female genital tract,Scanty or infrequent menstruation
6262,Disorders of menstruation and other abnormal bleeding from female genital tract,Excessive or frequent menstruation
6263,Disorders of menstruation and other abnormal bleeding from female genital tract,Puberty bleeding
6264,Disorders of menstruation and other abnormal bleeding from female genital tract,Irregular menstrual cycle
6265,Disorders of menstruation and other abnormal bleeding from female genital tract,Ovulation bleeding
6266,Disorders of menstruation and other abnormal bleeding from female genital tract,Metrorrhagia
6267,Disorders of menstruation and other abnormal bleeding from female genital tract,Postcoital bleeding
6268,Disorders of menstruation and other abnormal bleeding from female genital tract,Other
6269,Disorders of menstruation and other abnormal bleeding from female genital tract,Unspecified
6270,Menopausal and postmenopausal disorders,Premenopausal menorrhagia
6271,Menopausal and postmenopausal disorders,Postmenopausal bleeding
6272,Menopausal and postmenopausal disorders,Menopausal or female climacteric states
6273,Menopausal and postmenopausal disorders,Postmenopausal atrophic vaginitis
6274,Menopausal and postmenopausal disorders,States associated with artificial menopause
6278,Menopausal and postmenopausal disorders,Other
6279,Menopausal and postmenopausal disorders,Unspecified
6280,"Infertility, female",Associated with anovulation
6281,"Infertility, female",Of pituitary-hypothalamic origin
6282,"Infertility, female",Of tubal origin
6283,"Infertility, female",Of uterine origin
6284,"Infertility, female",Of cervical or vaginal origin
6288,"Infertility, female",Of other specified origin
6289,"Infertility, female",Of unspecified origin
6290,Other disorders of female genital organs,"Haematocele, female"
6291,Other disorders of female genital organs,"Hydrocele, canal of Nuck"
6298,Other disorders of female genital organs,Other
6299,Other disorders of female genital organs,Unspecified
6300,Hydatidiform mole,Hydatidiform mole
6310,Other abnormal product of conception,Other abnormal product of conception
6320,Missed abortion,Missed abortion
6330,Ectopic pregnancy,Abdominal pregnancy
6331,Ectopic pregnancy,Tubal pregnancy
6332,Ectopic pregnancy,Ovarian pregnancy
6338,Ectopic pregnancy,Other ectopic pregnancy
6339,Ectopic pregnancy,Unspecified
6340,Spontaneous abortion,Complicated by genital tract and pelvic infection
6341,Spontaneous abortion,Complicated by delayed or excessive haemorrhage
6342,Spontaneous abortion,Complicated by damage to pelvic organs and tissues
6343,Spontaneous abortion,Complicated by renal failure
6344,Spontaneous abortion,Complicated by metabolic disorder
6345,Spontaneous abortion,Complicated by shock
6346,Spontaneous abortion,Complicated by embolism
6347,Spontaneous abortion,With other specified complications
6348,Spontaneous abortion,With unspecified complications
6349,Spontaneous abortion,Without mention of complication
6350,Legally induced abortion,Complicated by genital tract and pelvic infection
6351,Legally induced abortion,Complicated by delayed or excessive haemorrhage
6352,Legally induced abortion,Complicated by damage to pelvic organs and tissues
6353,Legally induced abortion,Complicated by renal failure
6354,Legally induced abortion,Complicated by metabolic disorder
6355,Legally induced abortion,Complicated by shock
6356,Legally induced abortion,Complicated by embolism
6357,Legally induced abortion,With other specified complications
6358,Legally induced abortion,With unspecified complications
6359,Legally induced abortion,Without mention of complication
6360,Illegally induced abortion,Complicated by genital tract and pelvic infection
6361,Illegally induced abortion,Complicated by delayed or excessive haemorrhage
6362,Illegally induced abortion,Complicated by damage to pelvic organs and tissues
6363,Illegally induced abortion,Complicated by renal failure
6364,Illegally induced abortion,Complicated by metabolic disorder
6365,Illegally induced abortion,Complicated by shock
6366,Illegally induced abortion,Complicated by embolism
6367,Illegally induced abortion,With other specified complications
6368,Illegally induced abortion,With unspecified complications
6369,Illegally induced abortion,Without mention of complication
6370,Unspecified abortion,Complicated by genital tract and pelvic infection
6371,Unspecified abortion,Complicated by delayed or excessive haemorrhage
6372,Unspecified abortion,Complicated by damage to pelvic organs and tissues
6373,Unspecified abortion,Complicated by renal failure
6374,Unspecified abortion,Complicated by metabolic  disorder
6375,Unspecified abortion,Complicated by shock
6376,Unspecified abortion,Complicated by embolism
6377,Unspecified abortion,With other specified complications
6378,Unspecified abortion,With unspecified complications
6379,Unspecified abortion,Without mention of complication
6380,Failed attempted abortion,Complicated by genital tract and pelvic infection
6381,Failed attempted abortion,Complicated by delayed or excessive haemorrhage
6382,Failed attempted abortion,Complicated by damage to pelvic organs and tissues
6383,Failed attempted abortion,Complicated by renal failure
6384,Failed attempted abortion,Complicated by metabolic disorder
6385,Failed attempted abortion,Complicated by shock
6386,Failed attempted abortion,Complicated by embolism
6387,Failed attempted abortion,With other specified complications
6388,Failed attempted abortion,With unspecified complications
6389,Failed attempted abortion,Without mention of complication
6390,Complications following abortion and ectopic and molar pregnancies,Genital tract and pelvic infection
6391,Complications following abortion and ectopic and molar pregnancies,Delayed or excessive haemorrhage
6392,Complications following abortion and ectopic and molar pregnancies,Damage to pelvic organs and tissues
6393,Complications following abortion and ectopic and molar pregnancies,Renal failure
6394,Complications following abortion and ectopic and molar pregnancies,Metabolic disorders
6395,Complications following abortion and ectopic and molar pregnancies,Shock
6396,Complications following abortion and ectopic and molar pregnancies,Embolism
6398,Complications following abortion and ectopic and molar pregnancies,Other specified complications
6399,Complications following abortion and ectopic and molar pregnancies,Unspecified complications following conditions classifiable to 630-638
6400,Haemorrhage in early pregnancy,Threatened abortion
6408,Haemorrhage in early pregnancy,Other
6409,Haemorrhage in early pregnancy,Unspecified
6410,"Antepartum haemorrhage, abruptio placentae, and placenta praevia",Placenta praevia without haemorrhage
6411,"Antepartum haemorrhage, abruptio placentae, and placenta praevia",Haemorrhage from placenta praevia
6412,"Antepartum haemorrhage, abruptio placentae, and placenta praevia",Premature separation of placenta
6413,"Antepartum haemorrhage, abruptio placentae, and placenta praevia",Antepartum haemorrhage associated with coagulation defects
6418,"Antepartum haemorrhage, abruptio placentae, and placenta praevia",Other antepartum haemorrhage
6419,"Antepartum haemorrhage, abruptio placentae, and placenta praevia",Unspecified antepartum haemorrhage
6420,"Hypertension complicating pregnancy, childbirth and the puerperium","Benign essential hypertension complicating pregnancy, childbirth and the puerperium"
6421,"Hypertension complicating pregnancy, childbirth and the puerperium","Hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium"
6422,"Hypertension complicating pregnancy, childbirth and the puerperium","Other pre-existing hypertension complicating pregnancy, childbirth and the puerperium"
6423,"Hypertension complicating pregnancy, childbirth and the puerperium",Transient hypertension of pregnancy
6424,"Hypertension complicating pregnancy, childbirth and the puerperium",Mild or unspecified pre-eclampsia
6425,"Hypertension complicating pregnancy, childbirth and the puerperium",Severe pre-eclampsia
6426,"Hypertension complicating pregnancy, childbirth and the puerperium",Eclampsia
6427,"Hypertension complicating pregnancy, childbirth and the puerperium",Pre-eclampsia or eclampsia superimposed on pre-existing hypertension
6429,"Hypertension complicating pregnancy, childbirth and the puerperium","Unspecified hypertension complicating pregnancy, childbirth and the puerperium"
6430,Excessive vomiting in pregnancy,Mild hyperemesis gravidarum
6431,Excessive vomiting in pregnancy,Hyperemesis gravidarum with metabolic disturbance
6432,Excessive vomiting in pregnancy,Late vomiting of pregnancy
6438,Excessive vomiting in pregnancy,Other vomiting complicating pregnancy
6439,Excessive vomiting in pregnancy,Unspecified vomiting of pregnancy
6440,Early or threatened labour,Threatened labour
6441,Early or threatened labour,Early onset of delivery
6450,Prolonged pregnancy,Prolonged pregnancy
6460,"Other complications of pregnancy, not elsewhere classified",Papyraceous fetus
6461,"Other complications of pregnancy, not elsewhere classified","Oedema or excessive weight gain in pregnancy, without mention of hypertension"
6462,"Other complications of pregnancy, not elsewhere classified","Unspecified renal disease in pregnancy, without mention of hypertension"
6463,"Other complications of pregnancy, not elsewhere classified",Habitual aborter
6464,"Other complications of pregnancy, not elsewhere classified",Peripheral neuritis in pregnancy
6465,"Other complications of pregnancy, not elsewhere classified",Asymptomatic bacteriuria in pregnancy
6466,"Other complications of pregnancy, not elsewhere classified",Infections of genitourinary tract in pregnancy
6467,"Other complications of pregnancy, not elsewhere classified",Liver disorders in pregnancy
6468,"Other complications of pregnancy, not elsewhere classified",Other specified complications of pregnancy
6469,"Other complications of pregnancy, not elsewhere classified",Unspecified complication of pregnancy
6470,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Syphilis
6471,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Gonorrhoea
6472,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Other venereal diseases
6473,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Tuberculosis
6474,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Malaria
6475,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Rubella
6476,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Other viral diseases
6478,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Other specified infective and parasitic diseases
6479,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Unspecified infection or infestation
6480,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Diabetes mellitus
6481,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Thyroid dysfunction
6482,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Anaemia
6483,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Drug dependence
6484,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Mental disorders
6485,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Congenital cardiovascular disorders
6486,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Other cardiovascular diseases
6487,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Bone and joint disorders of back, pelvis and lower limbs"
6488,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Abnormal glucose tolerance
6489,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Other
6500,Delivery in a completely normal case,Delivery in a completely normal case
6510,Multiple gestation,Twin pregnancy
6511,Multiple gestation,Triplet pregnancy
6512,Multiple gestation,Quadruplet pregnancy
6518,Multiple gestation,Other
6519,Multiple gestation,Unspecified
6520,Malposition and malpresentation of fetus,Unstable lie
6521,Malposition and malpresentation of fetus,Breech or other malpresentation successfully converted to cephalic presentation
6522,Malposition and malpresentation of fetus,Breech presentation without mention of version
6523,Malposition and malpresentation of fetus,Transverse or oblique presentation
6524,Malposition and malpresentation of fetus,Face or brow presentation
6525,Malposition and malpresentation of fetus,High head at term
6526,Malposition and malpresentation of fetus,Multiple gestation with malpresentation of one fetus or more
6527,Malposition and malpresentation of fetus,Prolapsed arm
6528,Malposition and malpresentation of fetus,Other
6529,Malposition and malpresentation of fetus,Unspecified
6530,Disproportion,"Major abnormality of bony pelvis, not further specified"
6531,Disproportion,Generally contracted pelvis
6532,Disproportion,Inlet contraction of pelvis
6533,Disproportion,Outlet contraction of pelvis
6534,Disproportion,Fetopelvic disproportion
6535,Disproportion,Unusually large fetus causing disproportion
6536,Disproportion,Hydrocephalic fetus causing disproportion
6537,Disproportion,Other fetal abnormality causing disproportion
6538,Disproportion,Disproportion of other origin
6539,Disproportion,Unspecified
6540,Abnormality of organs and soft tissues of pelvis,Congenital abnormalities of uterus
6541,Abnormality of organs and soft tissues of pelvis,Tumours of body of uterus
6542,Abnormality of organs and soft tissues of pelvis,Uterine scar from previous surgery
6543,Abnormality of organs and soft tissues of pelvis,Retroverted and incarcerated gravid uterus
6544,Abnormality of organs and soft tissues of pelvis,Other abnormalities in shape or position of gravid uterus and of neighbouring structures
6545,Abnormality of organs and soft tissues of pelvis,Cervical incompetence
6546,Abnormality of organs and soft tissues of pelvis,Other congenital or acquired abnormality of cervix
6547,Abnormality of organs and soft tissues of pelvis,Congenital or acquired abnormality of vagina
6548,Abnormality of organs and soft tissues of pelvis,Congenital or acquired abnormality of vulva
6549,Abnormality of organs and soft tissues of pelvis,Unspecified
6550,Known or suspected fetal abnormality affecting management of mother,Central nervous system malformation in fetus
6551,Known or suspected fetal abnormality affecting management of mother,Chromosomal abnormality in fetus
6552,Known or suspected fetal abnormality affecting management of mother,Hereditary disease in family possibly affecting fetus
6553,Known or suspected fetal abnormality affecting management of mother,Suspected damage to fetus from viral disease in the mother
6554,Known or suspected fetal abnormality affecting management of mother,Suspected damage to fetus from other disease in the mother
6555,Known or suspected fetal abnormality affecting management of mother,Suspected damage to fetus from drugs
6556,Known or suspected fetal abnormality affecting management of mother,Suspected damage to fetus from radiation
6558,Known or suspected fetal abnormality affecting management of mother,"Other known or suspected fetal abnormality, not elsewhere classified"
6559,Known or suspected fetal abnormality affecting management of mother,Unspecified
6560,Other fetal and placental problems affecting management of mother,Fetal-maternal haemorrhage
6561,Other fetal and placental problems affecting management of mother,Rhesus isoimmunization
6562,Other fetal and placental problems affecting management of mother,Isoimmunization from other and unspecified blood-group incompatibility
6563,Other fetal and placental problems affecting management of mother,Fetal distress
6564,Other fetal and placental problems affecting management of mother,Intrauterine death
6565,Other fetal and placental problems affecting management of mother,Poor fetal growth
6566,Other fetal and placental problems affecting management of mother,Excessive fetal growth
6567,Other fetal and placental problems affecting management of mother,Other placental conditions
6568,Other fetal and placental problems affecting management of mother,Other
6569,Other fetal and placental problems affecting management of mother,Unspecified
6570,Polyhydramnios,Polyhydramnios
6580,Other problems associated with amniotic cavity and membranes,Oligohydramnios
6581,Other problems associated with amniotic cavity and membranes,Premature rupture of membranes
6582,Other problems associated with amniotic cavity and membranes,Delayed delivery after spontaneous or unspecified rupture of membranes
6583,Other problems associated with amniotic cavity and membranes,Delayed delivery after artificial rupture of membranes
6584,Other problems associated with amniotic cavity and membranes,Infection of amniotic cavity
6588,Other problems associated with amniotic cavity and membranes,Other
6589,Other problems associated with amniotic cavity and membranes,Unspecified
6590,Other indications for care or intervention related to labour and delivery and not otherwise classified,Failed mechanical induction
6591,Other indications for care or intervention related to labour and delivery and not otherwise classified,Failed medical or unspecified induction
6592,Other indications for care or intervention related to labour and delivery and not otherwise classified,"Maternal pyrexia during labour, unspecified"
6593,Other indications for care or intervention related to labour and delivery and not otherwise classified,Generalized infection during labour
6594,Other indications for care or intervention related to labour and delivery and not otherwise classified,Grand multiparity
6595,Other indications for care or intervention related to labour and delivery and not otherwise classified,Elderly primigravida
6598,Other indications for care or intervention related to labour and delivery and not otherwise classified,Other
6599,Other indications for care or intervention related to labour and delivery and not otherwise classified,Unspecified
6600,Obstructed labour,Obstruction caused by malposition of fetus at onset of labour
6601,Obstructed labour,Obstruction by bony pelvis
6602,Obstructed labour,Obstruction by abnormal pelvic soft tissues
6603,Obstructed labour,Deep transverse arrest and persistent occipitoposterior or occipitoanterior position
6604,Obstructed labour,Shoulder dystocia
6605,Obstructed labour,Locked twins
6606,Obstructed labour,"Failed trial of labour, unspecified"
6607,Obstructed labour,"Failed forceps or ventouse, unspecified"
6608,Obstructed labour,Other
6609,Obstructed labour,Unspecified
6610,Abnormality of forces of labour,Primary uterine inertia
6611,Abnormality of forces of labour,Secondary uterine inertia
6612,Abnormality of forces of labour,Other and unspecified uterine inertia
6613,Abnormality of forces of labour,Precipitate labour
6614,Abnormality of forces of labour,"Hypertonic, incoordinate, or prolonged uterine contractions"
6619,Abnormality of forces of labour,Unspecified
6620,Long labour,Prolonged first stage
6621,Long labour,"Prolonged labour, unspecified"
6622,Long labour,Prolonged second stage
6623,Long labour,"Delayed delivery of second twin, triplet, etc."
6630,Umbilical cord complications,Prolapse of cord
6631,Umbilical cord complications,"Cord around neck, with compression"
6632,Umbilical cord complications,"Other and unspecified cord entanglement, with compression"
6633,Umbilical cord complications,"Other and unspecified cord entanglement, without mention of compression"
6634,Umbilical cord complications,Short cord
6635,Umbilical cord complications,Vasa praevia
6636,Umbilical cord complications,Vascular lesions of cord
6638,Umbilical cord complications,Other
6639,Umbilical cord complications,Unspecified
6640,Trauma to perineum and vulva during delivery,First-degree perineal laceration
6641,Trauma to perineum and vulva during delivery,Second-degree perineal laceration
6642,Trauma to perineum and vulva during delivery,Third-degree perineal laceration
6643,Trauma to perineum and vulva during delivery,Fourth-degree perineal laceration
6644,Trauma to perineum and vulva during delivery,Unspecified perineal laceration
6645,Trauma to perineum and vulva during delivery,Vulval and perineal haematoma
6648,Trauma to perineum and vulva during delivery,Other
6649,Trauma to perineum and vulva during delivery,Unspecified
6650,Other obstetrical trauma,Rupture of uterus before onset of labour
6651,Other obstetrical trauma,Rupture of uterus during and after labour
6652,Other obstetrical trauma,Inversion of uterus
6653,Other obstetrical trauma,Laceration of cervix
6654,Other obstetrical trauma,High vaginal laceration
6655,Other obstetrical trauma,Other injury to pelvic organs
6656,Other obstetrical trauma,Damage to pelvic joints and ligaments
6657,Other obstetrical trauma,Pelvic haematoma
6658,Other obstetrical trauma,Other
6659,Other obstetrical trauma,Unspecified
6660,Postpartum haemorrhage,Third-stage haemorrhage
6661,Postpartum haemorrhage,Other immediate postpartum haemorrhage
6662,Postpartum haemorrhage,Delayed and secondary postpartum haemorrhage
6663,Postpartum haemorrhage,Postpartum coagulation defects
6670,"Retained placenta or membranes, without haemorrhage",Retained placenta without haemorrhage
6671,"Retained placenta or membranes, without haemorrhage","Retained portions of placenta or membranes, without haemorrhage"
6680,Complications of the administration of anaesthetic or other sedation in labour and delivery,Pulmonary complications
6681,Complications of the administration of anaesthetic or other sedation in labour and delivery,Cardiac complications
6682,Complications of the administration of anaesthetic or other sedation in labour and delivery,Central nervous system complications
6688,Complications of the administration of anaesthetic or other sedation in labour and delivery,Other
6689,Complications of the administration of anaesthetic or other sedation in labour and delivery,Unspecified
6690,"Other complications of labour and delivery, not elsewhere classified",Maternal distress
6691,"Other complications of labour and delivery, not elsewhere classified",Shock during or following labour and delivery
6692,"Other complications of labour and delivery, not elsewhere classified",Maternal hypotension syndrome
6693,"Other complications of labour and delivery, not elsewhere classified",Acute renal failure following labour and delivery
6694,"Other complications of labour and delivery, not elsewhere classified",Other complications of obstetrical surgery and procedures
6695,"Other complications of labour and delivery, not elsewhere classified",Forceps or ventouse delivery without mention of indication
6696,"Other complications of labour and delivery, not elsewhere classified","Breech extraction, without mention of indication"
6697,"Other complications of labour and delivery, not elsewhere classified","Caesarean delivery, without mention of indication"
6698,"Other complications of labour and delivery, not elsewhere classified",Other
6699,"Other complications of labour and delivery, not elsewhere classified",Unspecified
6700,Major puerperal infection,Major puerperal infection
6710,Venous complications in pregnancy and the puerperium,Varicose veins of legs
6711,Venous complications in pregnancy and the puerperium,Varicose veins of vulva and perineum
6712,Venous complications in pregnancy and the puerperium,Superficial thrombophlebitis
6713,Venous complications in pregnancy and the puerperium,"Deep phlebothrombosis, antepartum"
6714,Venous complications in pregnancy and the puerperium,"Deep phlebothrombosis, postpartum"
6715,Venous complications in pregnancy and the puerperium,Other phlebitis and thrombosis
6718,Venous complications in pregnancy and the puerperium,Other
6719,Venous complications in pregnancy and the puerperium,Unspecified
6720,Pyrexia of unknown origin during the puerperium,Pyrexia of unknown origin during the puerperium
6730,Obstetrical pulmonary embolism,Obstetrical air embolism
6731,Obstetrical pulmonary embolism,Amniotic fluid embolism
6732,Obstetrical pulmonary embolism,Obstetrical blood-clot embolism
6733,Obstetrical pulmonary embolism,Obstetrical pyaemic and septic embolism
6738,Obstetrical pulmonary embolism,Other
6740,"Other and unspecified complications of the puerperium, not elsewhere classified",Cerebrovascular disorders in the puerperium
6741,"Other and unspecified complications of the puerperium, not elsewhere classified",Disruption of caesarean wound
6742,"Other and unspecified complications of the puerperium, not elsewhere classified",Disruption of perineal wound
6743,"Other and unspecified complications of the puerperium, not elsewhere classified",Other complications of obstetrical surgical wounds
6744,"Other and unspecified complications of the puerperium, not elsewhere classified",Placental polyp
6748,"Other and unspecified complications of the puerperium, not elsewhere classified",Other
6749,"Other and unspecified complications of the puerperium, not elsewhere classified",Unspecified
6750,Infections of the breast and nipple associated with childbirth,Infections of nipple
6751,Infections of the breast and nipple associated with childbirth,Abscess of breast
6752,Infections of the breast and nipple associated with childbirth,Nonpurulent mastitis
6758,Infections of the breast and nipple associated with childbirth,Other
6759,Infections of the breast and nipple associated with childbirth,Unspecified
6760,"Other disorders of the breast associated with childbirth, and disorders of lactation",Retracted nipple
6761,"Other disorders of the breast associated with childbirth, and disorders of lactation",Cracked nipple
6762,"Other disorders of the breast associated with childbirth, and disorders of lactation",Engorgement of breasts
6763,"Other disorders of the breast associated with childbirth, and disorders of lactation",Other and unspecified disorder of breast
6764,"Other disorders of the breast associated with childbirth, and disorders of lactation",Failure of lactation
6765,"Other disorders of the breast associated with childbirth, and disorders of lactation",Suppressed lactation
6766,"Other disorders of the breast associated with childbirth, and disorders of lactation",Galactorrhoea
6768,"Other disorders of the breast associated with childbirth, and disorders of lactation",Other disorders of lactation
6769,"Other disorders of the breast associated with childbirth, and disorders of lactation",Unspecified disorder of lactation
6800,Carbuncle and furuncle,Face
6801,Carbuncle and furuncle,Neck
6802,Carbuncle and furuncle,Trunk
6803,Carbuncle and furuncle,Upper arm and forearm
6804,Carbuncle and furuncle,Hand
6805,Carbuncle and furuncle,Buttock
6806,Carbuncle and furuncle,"Leg, except foot"
6807,Carbuncle and furuncle,Foot
6808,Carbuncle and furuncle,Other specified site
6809,Carbuncle and furuncle,Unspecified site
6810,Cellulitis and abscess of finger and toe,Finger
6811,Cellulitis and abscess of finger and toe,Toe
6819,Cellulitis and abscess of finger and toe,Unspecified digit
6820,Other cellulitis and abscess,Face
6821,Other cellulitis and abscess,Neck
6822,Other cellulitis and abscess,Trunk
6823,Other cellulitis and abscess,Upper arm and forearm
6825,Other cellulitis and abscess,Buttock
6826,Other cellulitis and abscess,"Leg, except foot"
6828,Other cellulitis and abscess,Other specified site
6829,Other cellulitis and abscess,Unspecified site
6830,Acute lymphadenitis,Acute lymphadenitis
6840,Impetigo,Impetigo
6850,Pilonidal cyst,With abscess
6851,Pilonidal cyst,Without mention of abscess
6860,Other local infections of skin and subcutaneous tissue,Pyoderma
6861,Other local infections of skin and subcutaneous tissue,Pyogenic granuloma
6868,Other local infections of skin and subcutaneous tissue,Other local infections of skin and subcutaneous tissue
6869,Other local infections of skin and subcutaneous tissue,Unspecified local infections of skin and subcutaneous tissue
6900,Erythematosquamous dermatosis,Erythematosquamous dermatosis
6910,Atopic dermatitis and related conditions,Diaper or napkin rash
6918,Atopic dermatitis and related conditions,Other
6920,Contact dermatitis and other eczema,Due to detergents
6921,Contact dermatitis and other eczema,Due to oils and greases
6922,Contact dermatitis and other eczema,Due to solvents
6923,Contact dermatitis and other eczema,Due to drugs and medicaments in contact with skin
6924,Contact dermatitis and other eczema,Due to other chemical products
6925,Contact dermatitis and other eczema,Due to food in contact with skin
6926,Contact dermatitis and other eczema,Due to plants [except food]
6927,Contact dermatitis and other eczema,Due to solar radiation
6928,Contact dermatitis and other eczema,Due to other specified agents
6929,Contact dermatitis and other eczema,Unspecified cause
6930,Dermatitis due to substances taken internally,Due to drugs and medicaments
6931,Dermatitis due to substances taken internally,Due to food
6938,Dermatitis due to substances taken internally,Due to other specified substance
6939,Dermatitis due to substances taken internally,Due to unspecified substance
6940,Bullous dermatoses,Dermatitis herpetiformis
6941,Bullous dermatoses,Subcorneal pustular dermatosis
6942,Bullous dermatoses,Juvenile dermatitis herpetiformis
6943,Bullous dermatoses,Impetigo herpetiformis
6944,Bullous dermatoses,Pemphigus
6945,Bullous dermatoses,Pemphigoid
6946,Bullous dermatoses,Benign mucous membrane pemphigoid
