name,description,url,release_date
Number of non-UK born short-term residents by sex by age,"This dataset provides Census 2021 estimates that classify non-UK born short-term residents in England and Wales by sex and by age. The estimates are as at Census Day, 21 March 2021. We have not adjusted these estimates to correct for non-response. Consider this when comparing results with 2011 Census short-term resident estimates.",https://api.beta.ons.gov.uk/v1/datasets/ST002,
Number of non-UK born short-term residents by sex by single year of age,"This dataset provides Census 2021 estimates that classify non-UK born short-term residents in England and Wales by sex and by single year of age. The estimates are as at Census Day, 21 March 2021. We have not adjusted these estimates to correct for non-response. Consider this when comparing results with 2011 Census short-term resident estimates.",https://api.beta.ons.gov.uk/v1/datasets/ST013,
Number of non-UK born short-term residents in household spaces by tenure,"This dataset provides Census 2021 estimates that classify non-UK born short-term residents in household spaces in England and Wales by tenure. The estimates are as at Census Day, 21 March 2021. We have not adjusted these estimates to correct for non-response. Consider this when comparing results with 2011 Census short-term resident estimates.",https://api.beta.ons.gov.uk/v1/datasets/ST008,
Number of non-UK short-term residents by sex,"This dataset provides Census 2021 estimates that classify non-UK born short-term residents in England and Wales by sex. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS020,
Number of people in household who have previously served in UK armed forces,"This dataset provides Census 2021 estimates that classify households in England and Wales by the number of people in the household who have previously served in the UK armed forces. The estimates are as at Census Day, 21 March 2021.

Following analysis after publishing topic summaries data, we released data at extra geography levels for some datasets.",https://api.beta.ons.gov.uk/v1/datasets/TS072,
Number of people who can speak Welsh by household size,"This dataset provides Census 2021 estimates that classify usual residents aged 3 years and over in households in Wales who can speak Welsh, by Welsh language skills and by household size. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM158,
Number of rooms,"This dataset provides Census 2021 estimates that classify all household spaces with at least one usual resident in England and Wales by number of rooms. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS051,
Number of usual residents in households and communal establishments,"This dataset provides Census 2021 estimates that classify usual residents in England and Wales by whether they resided in households and communal establishments. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS001,
Occupancy rating (bedrooms) by ethnic group of Household Reference Person,"This dataset provides Census 2021 estimates that classify Household Reference Persons in England and Wales by occupancy rating (bedrooms) and by ethnic group. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM097,
Occupancy rating (bedrooms) by household composition,"This dataset provides Census 2021 estimates that classify households in England and Wales by occupancy rating (bedrooms) and by household composition. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM098,
Occupancy rating (bedrooms) by tenure,"This dataset provides Census 2021 estimates that classify households in England and Wales by occupancy rating (bedrooms) and by tenure. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM099,
Occupancy rating (rooms) by household composition,"This dataset provides Census 2021 estimates that classify households in England and Wales by occupancy rating (rooms) and by household composition. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM100,
Occupancy rating (rooms) by tenure,"This dataset provides Census 2021 estimates that classify households in England and Wales by occupancy rating (rooms) and by tenure. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM101,
Occupancy rating for bedrooms,"This dataset provides Census 2021 estimates that classify households in England and Wales by occupancy rating based on the number of bedrooms in the household. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS052,
Occupancy rating for rooms,"This dataset provides Census 2021 estimates that classify households in England and Wales by occupancy rating based on the number of rooms in the household. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS053,
Occupation,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in employment the week before the census in England and Wales by occupation. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS063,
Occupation - minor groups,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in employment the week before the census in England and Wales by occupation. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS064,
Occupation by age,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in employment the week before the census in England and Wales by occupation and by age. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM102,
Occupation by economic activity status,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in employment the week before the census in England and Wales by occupation and by economic activity status. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM103,
Occupation by ethnic group,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in employment the week before the census in England and Wales by occupation and by ethnic group. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM104,
Occupation by hours worked,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in employment the week before the census in England and Wales by occupation and by hours worked. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM105,
Occupation by religion,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in employment the week before the census in England and Wales by occupation and by religion. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM106,
Occupation by sex,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in employment the week before the census in England and Wales by occupation and by sex. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM107,
Output in the construction industry,"Monthly construction output for Great Britain at current price and chained volume measures, seasonally adjusted by public and private sector.",https://api.beta.ons.gov.uk/v1/datasets/output-in-the-construction-industry,
Passports held,"This dataset provides Census 2021 estimates that classify usual residents in England and Wales by passports held. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS005,
Passports held (detailed),"This dataset provides Census 2021 estimates that classify usual residents in England and Wales by passports held. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS013,
Passports held by age,"This dataset provides Census 2021 estimates that classify usual residents in England and Wales by passports held and by age. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM109,
Passports held by country of birth,"This dataset provides Census 2021 estimates that classify usual residents in England and Wales by country of birth and by passports held. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM108,
Passports held by year of arrival in the UK,"This dataset provides Census 2021 estimates that classify usual residents in England and Wales by passports held and by year of arrival in the UK. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM110,
Personal well-being estimates by local authority,"Estimates of life satisfaction, feeling that the things done in life are worthwhile, happiness and anxiety at the UK, country, regional, county, local and unitary authority level.",https://api.beta.ons.gov.uk/v1/datasets/wellbeing-local-authority,
"Population Estimates for UK, England and Wales, Scotland and Northern Ireland","Estimates of the usual resident population for the UK as at 30 June of the reference year. Provided by administrative area, single year of age and sex.",https://api.beta.ons.gov.uk/v1/datasets/mid-year-pop-est,
Population density,"This dataset provides Census 2021 estimates that classify usual residents in England and Wales by population density (number of usual residents per square kilometre). The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS006,
Population who have previously served in UK armed forces in communal establishments and in households,"This dataset provides Census 2021 estimates that classify usual residents in England and Wales who have previously served in the UK armed forces by whether they reside in communal establishments and in households. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS073,
Previously served in the UK armed forces,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in England and Wales by whether or not they have previously served in the UK armed forces. This does not include people who are currently serving in the UK armed forces. The estimates are as at Census Day, 21 March 2021.

Following analysis after publishing topic summaries data, we released data at extra geography levels for some datasets.",https://api.beta.ons.gov.uk/v1/datasets/TS071,
Proficiency in English,"This dataset provides Census 2021 estimates that classify usual residents aged 3 years and over in England and Wales by their proficiency in English. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS029,
Proficiency in English by age,"This dataset provides Census 2021 estimates that classify usual residents aged 3 years and over in England and Wales by proficiency in English and by age. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM111,
Proficiency in English by economic activity status,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in England and Wales by proficiency in English and by economic activity status. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM112,
Provision of unpaid care,"This dataset provides Census 2021 estimates that classify usual residents aged 5 years and over in England and Wales by the number of hours of unpaid care they provide. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS039,
Provision of unpaid care by age,"This dataset provides Census 2021 estimates that classify usual residents aged 5 years and over in England and Wales by provision of unpaid care and by age. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM113,
Provision of unpaid care by general health by age,"This dataset provides Census 2021 estimates that classify usual residents aged 5 years and over in households in England and Wales by provision of unpaid care, by general health, and by age. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM115,
Provision of unpaid care by general health by households with people who have a disability,"This dataset provides Census 2021 estimates that classify usual residents aged 5 years and over in households in England and Wales by provision of unpaid care, general health, and by disability. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM114,
Provision of unpaid care by households with people with a disability by economic activity status,"This dataset provides Census 2021 estimates that classify usual residents in households in England and Wales who are aged 16 years and over by disability, provision of unpaid care, and by economic activity status. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM116,
"Provision of unpaid care, age-standardised proportions","This dataset provides Census 2021 estimates that classify usual residents aged 5 years and over in England and Wales by the number of hours of unpaid care they provide. The estimates are as at Census Day, 21 March 2021. Age-standardisation allows for comparisons between populations that may contain proportions of different ages, represented as a percentage.",https://api.beta.ons.gov.uk/v1/datasets/TS039ASP,
Purpose of second address,"This dataset provides Census 2021 estimates that classify usual residents in England and Wales with a second address by the purpose of that second address. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS055,
"Quarterly GDP for England, Wales and the English regions","Quarterly economic activity within England, Wales and the nine English regions (North East, North West, Yorkshire and The Humber, East Midlands, West Midlands, East of England, London, South East, South West).",https://api.beta.ons.gov.uk/v1/datasets/regional-gdp-by-quarter,
Quarterly personal well-being estimates,"Seasonally and non seasonally-adjusted quarterly estimates of life satisfaction, feeling that the things done in life are worthwhile, happiness and anxiety in the UK.",https://api.beta.ons.gov.uk/v1/datasets/wellbeing-quarterly,
Religion,"This dataset provides Census 2021 estimates that classify usual residents in England and Wales by religion. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS030,
Religion (detailed),"This dataset provides Census 2021 estimates that classify usual residents in England and Wales by religion. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS031,
Religion by accommodation type,"This dataset provides Census 2021 estimates that classify usual residents in households in England and Wales by religion and by accommodation type. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM117,
Religion by age,"This dataset provides Census 2021 estimates that classify usual residents in England and Wales by religion and by age. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM118,
Residence type by age,"This dataset provides Census 2021 estimates that classify usual residents in England and Wales by residence type (household or communal establishment resident) and by age. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM119,
Residence type by sex by age,"This dataset provides Census 2021 estimates that classify usual residents in England and Wales by residence type (household or communal establishment resident), by sex, and by age. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM120,
Retail sales index,"Retail sales data for Great Britain in value and volume terms, seasonally and non-seasonally adjusted.",https://api.beta.ons.gov.uk/v1/datasets/retail-sales-index,
Retail sales index - all businesses,Value and volume of retail sales for all businesses.,https://api.beta.ons.gov.uk/v1/datasets/retail-sales-index-all-businesses,
Retail sales index - large and small businesses,Value and volume of retail sales broken down by size of business,https://api.beta.ons.gov.uk/v1/datasets/retail-sales-index-large-and-small-businesses,
Schoolchildren and full-time students,"This dataset provides Census 2021 estimates that classify all usual residents aged 5 years and over in England and Wales. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS068,
Second address indicator,"This dataset provides Census 2021 estimates that classify usual residents in England and Wales by their use of a second address, and whether the second address is inside or outside the UK. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS056,
Sex,"This dataset provides Census 2021 estimates that classify usual residents in England and Wales by sex. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS008,
Sex by age,"This dataset provides Census 2021 estimates that classify usual residents in England and Wales by sex, and by age. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM121,
Sex by single year of age,"This dataset provides Census 2021 estimates that classify usual residents in England and Wales by sex and single year of age. The estimates are as at Census Day, 21 March 2021.
 
The classifications for the datasets TS009 Sex by single year of age and RM200 Sex by single year of age (detailed) are the same. However, RM200 has data available at the lower geographies of:

* Lower layer Super Output Areas (LSOAs)
* Middle layer Super Output Areas (MSOAs)
* Electoral wards and divisions
* Westminster parliamentary constituencies",https://api.beta.ons.gov.uk/v1/datasets/TS009,
Sex by single year of age (detailed),"This dataset provides Census 2021 estimates that classify usual residents in England and Wales by sex and single year of age. The estimates are as at Census Day, 21 March 2021.
 
The classifications for the datasets TS009 Sex by single year of age and RM200 Sex by single year of age (detailed) are the same. However, RM200 has data available at the lower geographies of:

* Lower layer Super Output Areas (LSOAs)
* Middle layer Super Output Areas (MSOAs)
* Electoral wards and divisions
* Westminster parliamentary constituencies",https://api.beta.ons.gov.uk/v1/datasets/RM200,
Sexual orientation,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in England and Wales by sexual orientation. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS077,
Sexual orientation (detailed),"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in England and Wales by sexual orientation. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS079,
Sexual orientation by English regions and UK countries,"Sexual orientation in the UK from 2012 to 2020 by region.

Data source: Annual Population Survey, ONS
",https://api.beta.ons.gov.uk/v1/datasets/sexual-orientation-by-region,
Sexual orientation by NS-SEC,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in England and Wales, by sexual orientation and NS-SEC. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM185,
Sexual orientation by age,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in England and Wales, by sexual orientation and age. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM177,
Sexual orientation by age and sex,"Sexual orientation in the UK by sex and age, 2014 to 2020.

Source: Annual Population Survey, ONS",https://api.beta.ons.gov.uk/v1/datasets/sexual-orientation-by-age-and-sex,
Sexual orientation by age and sex,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in England and Wales by sexual orientation by age, and by sex. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM122,
Sexual orientation by disability,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in England and Wales by sexual orientation by disability. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM123,
Sexual orientation by dwelling type,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in households in England and Wales, by sexual orientation and dwelling type. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM180,
Sexual orientation by economic activity status,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in England and Wales by sexual orientation by economic activity status. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM124,
Sexual orientation by ethnic group,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in England and Wales by sexual orientation by ethnicity. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM125,
Sexual orientation by general health,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in England and Wales by sexual orientation by general health. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM126,
Sexual orientation by highest qualification held,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in England and Wales, by sexual orientation and highest level of qualification. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM182,
Sexual orientation by hours worked,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in employment the week before the census in England and Wales, by sexual orientation and hours worked. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM183,
Sexual orientation by household composition,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in households in England and Wales, by sexual orientation and household composition. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM181,
Sexual orientation by industry,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in employment the week before the census in England and Wales, by sexual orientation and industry. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM184,
Sexual orientation by legal partnership status,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in England and Wales by sexual orientation by legal partnership status. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM127,
Sexual orientation by occupancy rating (bedrooms),"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in households in England and Wales, by sexual orientation and occupancy rating (bedrooms). The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM186,
Sexual orientation by occupancy rating (rooms),"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in households in England and Wales, by sexual orientation and occupancy rating (rooms). The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM187,
Sexual orientation by occupation,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in employment the week before the census in England and Wales, by sexual orientation by occupation. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM128,
Sexual orientation by religion,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in England and Wales, by sexual orientation and religion. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM188,
Sexual orientation by sex,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in England and Wales, by sexual orientation and sex. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM189,
Sexual orientation by tenure,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in households in England and Wales, by sexual orientation and tenure. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM190,
Sexual orientation by type of central heating in household,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in households in England and Wales, by sexual orientation and central heating. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM179,
Sexual orientation by unpaid carer status,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in England and Wales, by sexual orientation and unpaid carer status. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM178,
Student accommodation by age,"This dataset provides Census 2021 estimates that classify schoolchildren and full-time students aged 5 years and over in England and Wales by student accommodation and by age. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM129,
Suicide registrations in England and Wales by local authority,"Number of suicides by local authority in England and Wales, registered from 2001.

If you are struggling to cope, please call Samaritans for free on 116 123 (UK and ROI) or contact other sources of support, such as those listed on the NHS’s help for suicidal thoughts webpage. Support is available round the clock, every single day of the year, providing a safe place for anyone struggling to cope, whoever they are, however they feel, whatever life has done to them.",https://api.beta.ons.gov.uk/v1/datasets/suicides-in-the-uk,
Tenure,"This dataset provides Census 2021 estimates that classify households in England and Wales by tenure. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS054,
Tenure by NS-SEC - Household Reference Persons,"This dataset provides Census 2021 estimates that classify Household Reference Persons aged 16 years and over in England and Wales by tenure and by NS-SEC. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM138,
Tenure by age - Household Reference Persons,"This dataset provides Census 2021 estimates that classify Household Reference Persons in England and Wales by tenure and by age. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM201,
Tenure by car or van availability by ethnic group of Household Reference Person,"This dataset provides Census 2021 estimates that classify Household Reference Persons in England and Wales by tenure by car or van availability, and by ethnic group. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM130,
Tenure by car or van availability by number of usual residents aged 17 or over in household,"This dataset provides Census 2021 estimates that classify households in England and Wales by tenure, by car or van availability, and by number of usual residents aged 17 or over in the household. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM131,
Tenure by dependent children in household,"This dataset provides Census 2021 estimates that classify households in England and Wales by tenure and by dependent children in household. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM132,
Tenure by economic activity status - Household Reference Persons,"This dataset provides Census 2021 estimates that classify Household Reference Persons aged 16 years and over in England and Wales by tenure and by economic activity status. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM133,
Tenure by ethnic group - Household Reference Persons,"This dataset provides Census 2021 estimates that classify Household Reference Persons in England and Wales by tenure and by ethnic group. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM134,
Tenure by household composition,"This dataset provides Census 2021 estimates that classify households in England and Wales by tenure and by household composition. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM135,
Tenure by household size by number of bedrooms,"This dataset provides Census 2021 estimates that classify households in England and Wales by tenure, by household size, and by number of bedrooms. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM136,
Tenure by number of people per room in household by accommodation type,"This dataset provides Census 2021 estimates that classify households in England and Wales by tenure, by number of people per room in household, and by accommodation type. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM139,
Tenure by number of rooms,"This dataset provides Census 2021 estimates that classify households in England and Wales by tenure and by number of rooms. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM137,
Tenure by occupation - Household Reference Persons,"This dataset provides Census 2021 estimates that classify Household Reference Persons aged 16 years and over in employment the week before the census in England and Wales by tenure and by occupation. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM140,
Trade in goods: country by commodity,"Country by commodity data on the UK's trade in goods, including trade by all countries and selected commodities, exports and imports, non seasonally adjusted.",https://api.beta.ons.gov.uk/v1/datasets/trade,
Traffic Camera Activity,Experimental dataset for business indices covering the UK as part of the real-time indicators release to help better understand economic activity and social change in the UK.,https://api.beta.ons.gov.uk/v1/datasets/traffic-camera-activity,
Type of central heating in household by occupancy rating (rooms) by age,"This dataset provides Census 2021 estimates that classify usual residents in households in England and Wales by type of central heating in household, by occupancy rating (rooms), and by age. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM141,
"UK Business: Activity, Size and Location","The data contained in these tables are numbers of enterprises and local units produced from a snapshot of the Inter-Departmental Business Register (IDBR) taken on 12 March 2021. This dataset contains details of the number of VAT and/or PAYE based enterprises and local units in districts, counties and unitary authorities within region and country by broad industry group.",https://api.beta.ons.gov.uk/v1/datasets/uk-business-by-enterprises-and-local-units,
UK Labour Market,"The LFS is a data source compiled from a survey of the UK population. It uses internationally recognised definitions of employment, unemployment and economic activity. It also captures other personal characteristics of household members over the age of 16 such as occupation, education and training. The LFS reflects only a sample of the total population. All cases are therefore weighted on the basis of sub-national population totals by age and sex to give estimates for the entire UK household population. Labour Force Survey estimates have been reweighted for periods from January to March 2019; headline UK seasonally adjusted series prior to this have been modelled, but other series have a discontinuity at this point. The current edition is PWT24, all previous editions have been discontinued.",https://api.beta.ons.gov.uk/v1/datasets/labour-market,
UK spending on credit and debit cards,These data series are experimental faster indicators for monitoring UK spending using debit and credit cards.,https://api.beta.ons.gov.uk/v1/datasets/uk-spending-on-cards,
Veteran households by tenure,"This dataset provides Census 2021 estimates that classify households in England and Wales containing at least one armed forces veteran by tenure. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM142,
Veterans by age,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in England and Wales who have previously served in the UK armed forces by their age. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM147,
Veterans by disability,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in England and Wales who have previously served in the UK armed forces by disability. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM143,
Veterans by economic activity status,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in England and Wales who have previously served in the UK armed forces by their economic activity status. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM144,
Veterans by general health,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in England and Wales who have previously served in the UK armed forces by their general health. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM145,
Veterans by occupation,"This dataset provides Census 2021 estimates that classify usual residents aged 16 years and over in employment the week before the census in England and Wales who have previously served in the UK armed forces by their occupation. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM146,
Welsh language skills (detailed),"This dataset provides Census 2021 estimates that classify usual residents in Wales by their overall Welsh language skills. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS032,
Welsh language skills (reading),"This dataset provides Census 2021 estimates that classify usual residents aged 3 years and over in Wales by their ability to read Welsh. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS035,
Welsh language skills (speaking),"This dataset provides Census 2021 estimates that classify usual residents aged 3 years and over in Wales by their ability to speak Welsh. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS033,
Welsh language skills (speaking) by single year of age,"This dataset provides Census 2021 estimates that classify usual residents aged 3 years and over in Wales by their ability to speak Welsh by age. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS076,
Welsh language skills (understanding),"This dataset provides Census 2021 estimates that classify usual residents aged 3 years and over in Wales by their ability to understand Welsh. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS036,
Welsh language skills (writing),"This dataset provides Census 2021 estimates that classify usual residents aged 3 years and over in Wales by their ability to write Welsh. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/TS034,
Welsh language skills by country of birth,"This dataset provides Census 2021 estimates that classify usual residents in Wales aged 3 years and over in Wales by Welsh language skills and country of birth. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM160,
Welsh language skills by sex by age,"This dataset provides Census 2021 estimates that classify usual residents aged 3 years and over in Wales by Welsh language skills, by sex, and by age. The estimates are as at Census Day, 21 March 2021.",https://api.beta.ons.gov.uk/v1/datasets/RM161,
