code,description
6423,"Hypertension complicating pregnancy, childbirth and the puerperium - Transient hypertension of pregnancy"
6425,"Hypertension complicating pregnancy, childbirth and the puerperium - Severe pre-eclampsia"
6439,Excessive vomiting in pregnancy - Unspecified vomiting of pregnancy
6426,"Hypertension complicating pregnancy, childbirth and the puerperium - Eclampsia"
6427,"Hypertension complicating pregnancy, childbirth and the puerperium - Pre-eclampsia or eclampsia superimposed on pre-existing hypertension"
6429,"Hypertension complicating pregnancy, childbirth and the puerperium - Unspecified hypertension complicating pregnancy, childbirth and the puerperium"
6430,Excessive vomiting in pregnancy - Mild hyperemesis gravidarum
6431,Excessive vomiting in pregnancy - Hyperemesis gravidarum with metabolic disturbance
6432,Excessive vomiting in pregnancy - Late vomiting of pregnancy
6438,Excessive vomiting in pregnancy - Other vomiting complicating pregnancy
6478,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Other specified infective and parasitic diseases"
6480,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Diabetes mellitus"
6543,Abnormality of organs and soft tissues of pelvis - Retroverted and incarcerated gravid uterus
6481,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Thyroid dysfunction"
6526,Malposition and malpresentation of fetus - Multiple gestation with malpresentation of one fetus or more
6527,Malposition and malpresentation of fetus - Prolapsed arm
6528,Malposition and malpresentation of fetus - Other
6529,Malposition and malpresentation of fetus - Unspecified
6530,"Disproportion - Major abnormality of bony pelvis, not further specified"
6531,Disproportion - Generally contracted pelvis
6532,Disproportion - Inlet contraction of pelvis
6533,Disproportion - Outlet contraction of pelvis
6534,Disproportion - Fetopelvic disproportion
6535,Disproportion - Unusually large fetus causing disproportion
6536,Disproportion - Hydrocephalic fetus causing disproportion
6537,Disproportion - Other fetal abnormality causing disproportion
6538,Disproportion - Disproportion of other origin
6539,Disproportion - Unspecified
6540,Abnormality of organs and soft tissues of pelvis - Congenital abnormalities of uterus
6541,Abnormality of organs and soft tissues of pelvis - Tumours of body of uterus
6542,Abnormality of organs and soft tissues of pelvis - Uterine scar from previous surgery
6525,Malposition and malpresentation of fetus - High head at term
6524,Malposition and malpresentation of fetus - Face or brow presentation
6523,Malposition and malpresentation of fetus - Transverse or oblique presentation
6489,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Other"
6482,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Anaemia"
6483,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Drug dependence"
6484,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Mental disorders"
6485,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Congenital cardiovascular disorders"
6486,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Other cardiovascular diseases"
6487,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Bone and joint disorders of back, pelvis and lower limbs"
6488,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Abnormal glucose tolerance"
6500,Delivery in a completely normal case - Delivery in a completely normal case
6522,Malposition and malpresentation of fetus - Breech presentation without mention of version
6510,Multiple gestation - Twin pregnancy
6511,Multiple gestation - Triplet pregnancy
6512,Multiple gestation - Quadruplet pregnancy
6518,Multiple gestation - Other
6519,Multiple gestation - Unspecified
6520,Malposition and malpresentation of fetus - Unstable lie
6521,Malposition and malpresentation of fetus - Breech or other malpresentation successfully converted to cephalic presentation
6186,"Genital prolapse - Vaginal enterocele, congenital or acquired"
6184,"Genital prolapse - Uterovaginal prolapse, unspecified"
6655,Other obstetrical trauma - Other injury to pelvic organs
5732,Other disorders of liver - Hepatitis in other infectious diseases classified elsewhere
5734,Other disorders of liver - Hepatic infarction
5738,Other disorders of liver - Other
5739,Other disorders of liver - Unspecified
5740,Cholelithiasis - Calculus of gallbladder with acute cholecystitis
5741,Cholelithiasis - Calculus of gallbladder with other cholecystitis
5742,Cholelithiasis - Calculus of gallbladder without mention of cholecystitis
5743,Cholelithiasis - Calculus of bile duct with acute cholecystitis
5744,Cholelithiasis - Calculus of bile duct with other cholecystitis
5745,Cholelithiasis - Calculus of bile duct without mention of cholecystitis
5750,Other disorders of gallbladder - Acute cholecystitis
5751,Other disorders of gallbladder - Other cholecystitis
5752,Other disorders of gallbladder - Obstruction of gallbladder
5753,Other disorders of gallbladder - Hydrops of gallbladder
5754,Other disorders of gallbladder - Perforation of gallbladder
5755,Other disorders of gallbladder - Fistula of gallbladder
5756,Other disorders of gallbladder - Cholesterolosis of gallbladder
5758,Other disorders of gallbladder - Other
5733,Other disorders of liver - Hepatitis unspecified
5731,Other disorders of liver - Hepatitis in viral diseases classified elsewhere
5696,Other disorders of intestine - Colostomy or enterostomy malfunction
5730,Other disorders of liver - Chronic passive congestion of liver
5699,Other disorders of intestine - Unspecified
5700,Acute and subacute necrosis of liver - Acute and subacute necrosis of liver
5710,Chronic liver disease and cirrhosis - Alcoholic fatty liver
5711,Chronic liver disease and cirrhosis - Acute alcoholic hepatitis
5712,Chronic liver disease and cirrhosis - Alcoholic cirrhosis of liver
5713,"Chronic liver disease and cirrhosis - Alcoholic liver damage, unspecified"
5714,Chronic liver disease and cirrhosis - Chronic hepatitis
5715,Chronic liver disease and cirrhosis - Cirrhosis of liver without mention of alcohol
5716,Chronic liver disease and cirrhosis - Biliary cirrhosis
5718,Chronic liver disease and cirrhosis - Other chronic nonalcoholic liver disease
5719,Chronic liver disease and cirrhosis - Unspecified chronic liver disease without mention of alcohol
5720,Liver abscess and sequelae of chronic liver disease - Abscess of liver
5721,Liver abscess and sequelae of chronic liver disease - Portal pyaemia
5722,Liver abscess and sequelae of chronic liver disease - Hepatic coma
5723,Liver abscess and sequelae of chronic liver disease - Portal hypertension
5724,Liver abscess and sequelae of chronic liver disease - Hepatorenal syndrome
5728,Liver abscess and sequelae of chronic liver disease - Other sequelae of chronic liver disease
5759,Other disorders of gallbladder - Unspecified
5760,Other disorders of biliary tract - Postcholecystectomy syndrome
5761,Other disorders of biliary tract - Cholangitis
5762,Other disorders of biliary tract - Obstruction of bile duct
5800,Acute glomerulonephritis - With lesion of proliferative glomerulonephritis
5804,Acute glomerulonephritis - With lesion of rapidly progressive glomerulonephritis
5808,Acute glomerulonephritis - With other specified pathological lesion in kidney
5809,Acute glomerulonephritis - Unspecified
5810,Nephrotic syndrome - With lesion of proliferative glomerulonephritis
5811,Nephrotic syndrome - With lesion of membranous glomerulonephritis
5812,Nephrotic syndrome - With lesion of membranoproliferative glomerulonephritis
5813,Nephrotic syndrome - With lesion of minimal change glomerulonephritis
5818,Nephrotic syndrome - With other specified pathological lesion in kidney
5819,Nephrotic syndrome - Unspecified
5820,Chronic glomerulonephritis - With lesion of proliferative glomerulonephritis
5821,Chronic glomerulonephritis - With lesion of membranous glomerulonephritis
5822,Chronic glomerulonephritis - With lesion of membranoproliferative glomerulonephritis
5824,Chronic glomerulonephritis - With lesion of rapidly progressive glomerulonephritis
5828,Chronic glomerulonephritis - With other specified pathological lesion in kidney
5829,Chronic glomerulonephritis - Unspecified
5830,"Nephritis and nephropathy, not specified as acute or chronic - With lesion of proliferative glomerulonephritis"
5799,Intestinal malabsorption - Unspecified
5798,Intestinal malabsorption - Other
5794,Intestinal malabsorption - Pancreatic steatorrhoea
5772,Diseases of pancreas - Cyst and pseudocyst of pancreas
5763,Other disorders of biliary tract - Perforation of bile duct
5764,Other disorders of biliary tract - Fistula of bile duct
5765,Other disorders of biliary tract - Spasm of sphincter of Oddi
5768,Other disorders of biliary tract - Other
5769,Other disorders of biliary tract - Unspecified
5770,Diseases of pancreas - Acute pancreatitis
5771,Diseases of pancreas - Chronic pancreatitis
5778,Diseases of pancreas - Other diseases of pancreas
5793,Intestinal malabsorption - Other and unspecified postsurgical nonabsorption
5779,Diseases of pancreas - Unspecified
5780,Gastrointestinal haemorrhage - Haematemesis
5781,Gastrointestinal haemorrhage - Melaena
5789,"Gastrointestinal haemorrhage - Haemorrage of gastrointestinal tract, unspecified"
5790,Intestinal malabsorption - Coeliac disease
5791,Intestinal malabsorption - Tropical sprue
5792,Intestinal malabsorption - Blind loop syndrome
5698,Other disorders of intestine - Other
5695,Other disorders of intestine - Abscess of intestine
6183,"Genital prolapse - Uterovaginal prolapse, complete"
5510,"Other hernia of abdominal cavity, with gangrene - Femoral, with gangrene"
5512,"Other hernia of abdominal cavity, with gangrene - Ventral [incisional], with gangrene"
5513,"Other hernia of abdominal cavity, with gangrene - Diaphragmatic, with gangrene"
5518,"Other hernia of abdominal cavity, with gangrene - Of other specified sites, with gangrene"
5519,"Other hernia of abdominal cavity, with gangrene - Of unspecified site, with gangrene"
5520,"Other hernia of abdominal cavity with obstruction, without mention of gangrene - Femoral, with obstruction"
5521,"Other hernia of abdominal cavity with obstruction, without mention of gangrene - Umbilical, with obstruction"
5522,"Other hernia of abdominal cavity with obstruction, without mention of gangrene - Ventral [incisional], with obstruction"
5523,"Other hernia of abdominal cavity with obstruction, without mention of gangrene - Diaphragmatic, with obstruction"
5528,"Other hernia of abdominal cavity with obstruction, without mention of gangrene - Of other specified sites, with obstruction"
5529,"Other hernia of abdominal cavity with obstruction, without mention of gangrene - Of unspecified site, with obstruction"
5530,Other hernia of abdominal cavity without mention of obstruction or gangrene - Femoral
5531,Other hernia of abdominal cavity without mention of obstruction or gangrene - Umbilical
5532,Other hernia of abdominal cavity without mention of obstruction or gangrene - Ventral [incisional]
5533,Other hernia of abdominal cavity without mention of obstruction or gangrene - Diaphragmatic
5538,Other hernia of abdominal cavity without mention of obstruction or gangrene - Of other specified sites
5539,Other hernia of abdominal cavity without mention of obstruction or gangrene - Of unspecified site
5550,Regional enteritis - Small intestine
5511,"Other hernia of abdominal cavity, with gangrene - Umbilical, with gangrene"
5509,"Inguinal hernia - Inguinal hernia, without mention of obstruction or gangrene"
5694,Other disorders of intestine - Other disorders of rectum and anus
5501,"Inguinal hernia - Inguinal hernia, with obstruction, without mention of gangrene"
7676,Birth trauma - Injury to brachial plexus
5370,Other disorders of stomach and duodenum - Adult hypertrophic pyloric stenosis
5371,Other disorders of stomach and duodenum - Gastric diverticulum
5372,Other disorders of stomach and duodenum - Chronic duodenal ileus
5373,Other disorders of stomach and duodenum - Other obstruction of duodenum
5374,Other disorders of stomach and duodenum - Fistula of stomach or duodenum
5375,Other disorders of stomach and duodenum - Gastroptosis
5376,Other disorders of stomach and duodenum - Hourglass stricture or stenosis of stomach
5378,Other disorders of stomach and duodenum - Other
5379,Other disorders of stomach and duodenum - Unspecified
5400,Acute appendicitis - Acute appendicitis with generalized peritonitis
5401,Acute appendicitis - With peritoneal abscess
5409,Acute appendicitis - Without mention of peritonitis
5410,"Appendicitis, unqualified - Appendicitis, unqualified"
5420,Other appendicitis - Other appendicitis
5430,Other diseases of appendix - Other diseases of appendix
5500,"Inguinal hernia - Inguinal hernia, with gangrene"
5551,Regional enteritis - Large intestine
5552,Regional enteritis - Small intestine with large intestine
5559,Regional enteritis - Unspecified site
5560,Idiopathic proctocolitis - Idiopathic proctocolitis
5648,"Functional digestive disorders, not elsewhere classified - Other functional disorders of intestine"
5649,"Functional digestive disorders, not elsewhere classified - Unspecified"
5650,Anal fissure and fistula - Anal fissure
5651,Anal fissure and fistula - Anal fistula
5660,Abscess of anal and rectal regions - Abscess of anal and rectal regions
5670,Peritonitis - Peritonitis in infectious diseases classified elsewhere
5671,Peritonitis - Pneumococcal peritonitis
5672,Peritonitis - Other suppurative peritonitis
5678,Peritonitis - Other peritonitis
5679,Peritonitis - Unspecified
5680,Other disorders of peritoneum - Peritoneal adhesions
5688,Other disorders of peritoneum - Other
5689,Other disorders of peritoneum - Unspecified
5690,Other disorders of intestine - Anal and rectal polyp
5691,Other disorders of intestine - Rectal prolapse
5692,Other disorders of intestine - Stenosis of rectum and anus
5693,Other disorders of intestine - Haemorrhage of rectum and anus
5647,"Functional digestive disorders, not elsewhere classified - Megacolon, other than Hirschsprung's"
5646,"Functional digestive disorders, not elsewhere classified - Anal spasm"
5645,"Functional digestive disorders, not elsewhere classified - Functional diarrhoea"
5603,Intestinal obstruction without mention of hernia - Impaction of intestine
5570,Vascular insuffiency of intestine - Acute vascular insufficiency of intestine
5571,Vascular insuffiency of intestine - Chronic vascular insufficiency of intestine
5579,Vascular insuffiency of intestine - Unspecified
5580,Other noninfective gastroenteritis and colitis - Other noninfective gastroenteritis and colitis
5600,Intestinal obstruction without mention of hernia - Intussusception
5601,Intestinal obstruction without mention of hernia - Paralytic ileus
5602,Intestinal obstruction without mention of hernia - Volvulus
5608,Intestinal obstruction without mention of hernia - Other intestinal obstruction
5644,"Functional digestive disorders, not elsewhere classified - Other postoperative functional disorders"
5609,Intestinal obstruction without mention of hernia - Unspecified intestinal obstruction
5620,Diverticula of intestine - Small intestine
5621,Diverticula of intestine - Colon
5640,"Functional digestive disorders, not elsewhere classified - Constipation"
5641,"Functional digestive disorders, not elsewhere classified - Irritable colon"
5642,"Functional digestive disorders, not elsewhere classified - Postgastric surgery syndromes"
5643,"Functional digestive disorders, not elsewhere classified - Vomiting following gastrointestinal surgery"
5831,"Nephritis and nephropathy, not specified as acute or chronic - With lesion of membranous glomerulonephritis"
5832,"Nephritis and nephropathy, not specified as acute or chronic - With lesion of membranoproliferative glomerulonephritis"
5834,"Nephritis and nephropathy, not specified as acute or chronic - With lesion of rapidly progressive glomerulonephritis"
6073,Disorders of penis - Priapism
6079,Disorders of penis - Unspecified
6080,Other disorders of male genital organs - Seminal vesiculitis
6081,Other disorders of male genital organs - Spermatocele
6082,Other disorders of male genital organs - Torsion of testis
6083,Other disorders of male genital organs - Atrophy of testis
6084,Other disorders of male genital organs - Other inflammatory disorders of male genital organs
6088,Other disorders of male genital organs - Other
6089,Other disorders of male genital organs - Unspecified
6100,Benign mammary displasias - Solitary cyst of breast
6101,Benign mammary displasias - Diffuse cystic mastopathy
6102,Benign mammary displasias - Fibroadenosis of breast
6103,Benign mammary displasias - Fibrosclerosis of breast
6104,Benign mammary displasias - Mammary duct ectasia
6108,Benign mammary dysplasias - Other
6109,"Benign mammary dysplasias - Mammary dysplasia, unspecified"
6110,Other disorders of breast - Inflammatory disease of breast
6111,Other disorders of breast - Hypertrophy of breast
6078,Disorders of penis - Other
6072,Disorders of penis - Other inflammatory disorders of penis
5836,"Nephritis and nephropathy, not specified as acute or chronic - With lesion of renal cortical necrosis"
6071,Disorders of penis - Balanoposthitis
6014,Inflammatory diseases of prostate - Prostatitis in diseases classified elsewhere
6018,Inflammatory diseases of prostate - Other
6019,Inflammatory diseases of prostate - Unspecified
6020,Other disorders of prostate - Calculus of prostate
6021,Other disorders of prostate - Congestion or haemorrhage of prostate
6022,Other disorders of prostate - Atrophy of prostate
6028,Other disorders of prostate - Other
6029,Other disorders of prostate - Unspecified
6030,Hydrocele - Encysted hydrocele
6031,Hydrocele - Infected hydrocele
6038,Hydrocele - Other
6039,Hydrocele - Unspecified
6040,"Orchitis and epididymitis - Orchitis, epididymitis and epididymo-orchitis, with abscess"
6049,"Orchitis and epididymitis - Orchitis, epididymitis and epididymo-orchitis, without mention of abscess"
6050,Redundant prepuce and phimosis - Redundant prepuce and phimosis
6060,"Infertility, male - Infertility, male"
6070,Disorders of penis - Leukoplakia of penis
6112,Other disorders of breast - Fissure of nipple
6113,Other disorders of breast - Fat necrosis of breast
6114,Other disorders of breast - Atrophy of breast
6115,Other disorders of breast - Galactocele
6163,"Inflammatory disease of cervix, vagina and vulva - Abscess of Bartholin's gland"
6164,"Inflammatory disease of cervix, vagina and vulva - Other abscess of vulva"
6165,"Inflammatory disease of cervix, vagina and vulva - Ulceration of vulva"
6168,"Inflammatory disease of cervix, vagina and vulva - Other"
6169,"Inflammatory disease of cervix, vagina and vulva - Unspecified"
6170,Endometriosis - Uterus
6171,Endometriosis - Ovary
6172,Endometriosis - Fallopian tube
6173,Endometriosis - Pelvic peritoneum
6174,Endometriosis - Rectovaginal septum and vagina
6175,Endometriosis - Intestine
6176,Endometriosis - Endometriosis in scar or skin
6178,Endometriosis - Other specified sites
6179,Endometriosis - Site unspecified
6180,"Genital prolapse - Prolapse of vaginal walls, without mention of uterine prolapse"
6181,Genital prolapse - Uterine prolapse without mention of vaginal wall prolapse
6182,"Genital prolapse - Uterovaginal prolapse, incomplete"
6162,"Inflammatory disease of cervix, vagina and vulva - Cyst of Bartholin's gland"
6161,"Inflammatory disease of cervix, vagina and vulva - Vaginitis and vulvovaginitis"
6160,"Inflammatory disease of cervix, vagina and vulva - Cervicitis and endocervicitis"
6143,"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue and peritoneum - Acute parametritis and pelvic cellulitis"
6116,Other disorders of breast - Galactorrhoea not associated with childbirth
6117,Other disorders of breast - Signs and symptoms in breast
6118,Other disorders of breast - Other
6119,Other disorders of breast - Unspecified
6140,"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue and peritoneum - Acute salpingitis and oophoritis"
6141,"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue and peritoneum - Chronic salpingitis and oophoritis"
6142,"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue and peritoneum - Salpingitis and oophoritis, not specified as acute, subacute or chronic"
6144,"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue and peritoneum - Chronic or unspecified parametritis and pelvic cellulitis"
6159,"Inflammatory diseases of uterus, except cervix - Unspecified"
6145,"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue and peritoneum - Acute or unspecified pelvic peritonitis, female"
6146,"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue and peritoneum - Pelvic peritoneal adhesions, female"
6147,"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue and peritoneum - Other chronic pelvic peritonitis, female"
6148,"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue and peritoneum - Other specified inflammatory disease of female pelvic organs and tissues"
6149,"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue and peritoneum - Unspecified inflammatory disease of female pelvic organs and tissues"
6150,"Inflammatory diseases of uterus, except cervix - Acute"
6151,"Inflammatory diseases of uterus, except cervix - Chronic"
6013,Inflammatory diseases of prostate - Prostatocystitis
6012,Inflammatory diseases of prostate - Abscess of prostate
6011,Inflammatory diseases of prostate - Chronic prostatitis
5940,Calculus of lower urinary tract - Calculus in diverticulum of bladder
5902,Infections of kidney - Renal and perinephric abscess
5903,Infections of kidney - Pyeloureteritis cystica
5908,"Infections of kidney - Pyelonephritis or pyonephrosis, not specified as acute or chronic"
5909,"Infections of kidney - Infection of kidney, unspecified"
5910,Hydronephrosis - Hydronephrosis
5920,Calculus of kidney and ureter - Calculus of kidney
5921,Calculus of kidney and ureter - Calculus of ureter
5929,"Calculus of kidney and ureter - Urinary calculus, unspecified"
5930,Other disorders of kidney and ureter - Nephroptosis
5931,Other disorders of kidney and ureter - Hypertrophy of kidney
5932,"Other disorders of kidney and ureter - Cyst of kidney, acquired"
5933,Other disorders of kidney and ureter - Stricture or kinking of ureter
5934,Other disorders of kidney and ureter - Other ureteric obstruction
5935,Other disorders of kidney and ureter - Hydroureter
5936,Other disorders of kidney and ureter - Postural proteinuria
5937,Other disorders of kidney and ureter - Vesicoureteric reflux
5938,Other disorders of kidney and ureter - Other
5901,Infections of kidney - Acute pyelonephritis and acute pyonephrosis
5900,Infections of kidney - Chronic pyelonephritis and chronic pyonephrosis
5899,Small kidney of unknown cause - Unspecified
5849,Acute renal failure - Unspecified
5837,"Nephritis and nephropathy, not specified as acute or chronic - With lesion of renal medullary necrosis"
5838,"Nephritis and nephropathy, not specified as acute or chronic - With other specified pathological lesion in kidney"
5839,"Nephritis and nephropathy, not specified as acute or chronic - With unspecified pathological lesion in kidney"
5845,Acute renal failure - With lesion of tubular necrosis
5846,Acute renal failure - With lesion of renal cortical necrosis
5847,Acute renal failure - With lesion of renal medullary [papillary] necrosis
5848,Acute renal failure - With other specified pathological lesion in kidney
5850,Chronic renal failure - Chronic renal failure
5891,Small kidney of unknown cause - Bilateral
5860,"Renal failure, unspecified - Renal failure, unspecified"
5870,"Renal sclerosis, unspecified - Renal sclerosis, unspecified"
5880,Disorders resulting from impaired renal function - Renal osteodystrophy
5881,Disorders resulting from impaired renal function - Nephrogenic diabetes insipidus
5888,Disorders resulting from impaired renal function - Other
5889,Disorders resulting from impaired renal function - Unspecified
5890,Small kidney of unknown cause - Unilateral
5939,Other disorders of kidney and ureter - Unspecified
5941,Calculus of lower urinary tract - Other calculus in bladder
6010,Inflammatory diseases of prostate - Acute prostatitis
5942,Calculus of lower urinary tract - Calculus in urethra
5978,"Urethritis, not sexually transmitted, and urethral syndrome - Other urethritis"
5980,Urethral stricture - Infective
5981,Urethral stricture - Traumatic
5982,Urethral stricture - Postoperative
5988,Urethral stricture - Other
5989,Urethral stricture - Unspecified
5990,"Other disorders of urethra and urinary tract - Urinary tract infection, site not specified"
5991,Other disorders of urethra and urinary tract - Urethral fistula
5992,Other disorders of urethra and urinary tract - Urethral diverticulum
5993,Other disorders of urethra and urinary tract - Urethral caruncle
5994,Other disorders of urethra and urinary tract - Urethral false passage
5995,Other disorders of urethra and urinary tract - Prolapsed urethral mucosa
5996,"Other disorders of urethra and urinary tract - Urinary obstruction, unspecified"
5997,Other disorders of urethra and urinary tract - Haematuria
5998,Other disorders of urethra and urinary tract - Other
5999,Other disorders of urethra and urinary tract - Unspecified
6000,Hyperplasia of prostate - Hyperplasia of prostate
5970,"Urethritis, not sexually transmitted, and urethral syndrome - Urethral abscess"
5969,Other disorders of bladder - Unspecified
5968,Other disorders of bladder - Other
5958,Cystitis - Other
5948,Calculus of lower urinary tract - Other lower urinary tract calculus
5949,Calculus of lower urinary tract - Unspecified
5950,Cystitis - Acute cystitis
5951,Cystitis - Chronic interstitial cystitis
5952,Cystitis - Other chronic cystitis
5953,Cystitis - Trigonitis
5954,Cystitis - Cystitis in diseases classified elsewhere
5959,Cystitis - Unspecified
5967,Other disorders of bladder - Haemorrhage into bladder wall
5960,Other disorders of bladder - Bladder-neck obstruction
5961,Other disorders of bladder - Intestinovesical fistula
5962,"Other disorders of bladder - Vesical fistula, not elsewhere classified"
5963,Other disorders of bladder - Diverticulum of bladder
5964,Other disorders of bladder - Atony of bladder
5965,Other disorders of bladder - Other functional disorders of bladder
5966,"Other disorders of bladder - Rupture of bladder, nontraumatic"
6654,Other obstetrical trauma - High vaginal laceration
6188,Genital prolapse - Other
6656,Other obstetrical trauma - Damage to pelvic joints and ligaments
7398,"Nonallopathic lesions, not elsewhere classified - Rib cage"
7400,Anencephalus and similar anomalies - Anencephalus
7401,Anencephalus and similar anomalies - Craniorachischisis
7402,Anencephalus and similar anomalies - Iniencephaly
7410,Spina bifida - Spina bifida with hydrocephalus
7419,Spina bifida - Without mention of hydrocephalus
7420,Other congenital anomalies of nervous system - Encephalocele
7421,Other congenital anomalies of nervous system - Microcephalus
7422,Other congenital anomalies of nervous system - Reduction deformities of brain
7423,Other congenital anomalies of nervous system - Congenital hydrocephalus
7424,Other congenital anomalies of nervous system - Other specified anomalies of brain
7425,Other congenital anomalies of nervous system - Other specified anomalies of spinal cord
7428,Other congenital anomalies of nervous system - Other specified anomalies of nervous system
7429,"Other congenital anomalies of nervous system - Unspecified anomalies of brain, spinal cord and nervous system"
7430,Congenital anomalies of eye - Anophthalmos
7431,Congenital anomalies of eye - Microphthalmos
7432,Congenital anomalies of eye - Buphthalmos
7433,Congenital anomalies of eye - Congenital cataract and lens anomalies
7399,"Nonallopathic lesions, not elsewhere classified - Abdomen and other"
7397,"Nonallopathic lesions, not elsewhere classified - Upper extremities"
7374,Curvature of spine - Curvature of spine associated with other conditions
7396,"Nonallopathic lesions, not elsewhere classified - Lower extremities"
7379,Curvature of spine - Unspecified
7380,Other acquired deformity - Acquired deformity of nose
7381,Other acquired deformity - Other acquired deformity of head
7382,Other acquired deformity - Acquired deformity of neck
7383,Other acquired deformity - Acquired deformity of chest and rib
7384,Other acquired deformity - Acquired spondylolisthesis
7385,Other acquired deformity - Other acquired deformity of back or spine
7386,Other acquired deformity - Acquired deformity of pelvis
7387,Other acquired deformity - Cauliflower ear
7388,Other acquired deformity - Acquired deformity of other specified site
7389,Other acquired deformity - Acquired deformity of unspecified site
7390,"Nonallopathic lesions, not elsewhere classified - Head region"
7391,"Nonallopathic lesions, not elsewhere classified - Cervical region"
7392,"Nonallopathic lesions, not elsewhere classified - Thoracic region"
7393,"Nonallopathic lesions, not elsewhere classified - Lumbar region"
7394,"Nonallopathic lesions, not elsewhere classified - Sacral region"
7395,"Nonallopathic lesions, not elsewhere classified - Pelvic region"
7434,Congenital anomalies of eye - Coloboma and other anomalies of anterior segments
7435,Congenital anomalies of eye - Congenital anomalies of posterior segment
7436,"Congenital anomalies of eye - Congenital anomalies of eyelids, lacrimal system and orbit"
7438,Congenital anomalies of eye - Other specified anomalies of eye
7461,"Other congenital anomalies of heart - Tricuspid atresia and stenosis, congenital"
7462,Other congenital anomalies of heart - Ebstein's anomaly
7463,Other congenital anomalies of heart - Congenital stenosis of aortic valve
7464,Other congenital anomalies of heart - Congenital insufficiency of aortic valve
7465,Other congenital anomalies of heart - Congenital mitral stenosis
7466,Other congenital anomalies of heart - Congenital mitral insufficiency
7467,Other congenital anomalies of heart - Hypoplastic left heart syndrome
7468,Other congenital anomalies of heart - Other specified anomalies of heart
7469,Other congenital anomalies of heart - Unspecified anomalies of heart
7470,Other congenital anomalies of circulatory system - Patent ductus arteriosus
7471,Other congenital anomalies of circulatory system - Coarctation of aorta
7472,Other congenital anomalies of circulatory system - Other anomalies of aorta
7473,Other congenital anomalies of circulatory system - Anomalies of pulmonary artery
7474,Other congenital anomalies of circulatory system - Anomalies of great veins
7475,Other congenital anomalies of circulatory system - Absence or hypoplasia of umbilical artery
7478,Other congenital anomalies of circulatory system - Other specified anomalies of circulatory system
7479,Other congenital anomalies of circulatory system - Unspecified anomalies of circulatory system
7460,Other congenital anomalies of heart - Anomalies of pulmonary valve
7459,Bulbus cordis anomalies and anomalies of cardiac septal closure - Unspecified defect of septal closure
7458,Bulbus cordis anomalies and anomalies of cardiac septal closure - Other
7448,"Congenital anomalies of ear, face and neck - Other specified anomalies of face and neck"
7439,Congenital anomalies of eye - Unspecified anomalies of eye
7440,"Congenital anomalies of ear, face and neck - Anomalies of ear causing impairment of hearing"
7441,"Congenital anomalies of ear, face and neck - Accessory auricle"
7442,"Congenital anomalies of ear, face and neck - Other specified anomalies of ear"
7443,"Congenital anomalies of ear, face and neck - Unspecified anomalies of ear"
7444,"Congenital anomalies of ear, face and neck - Branchial cleft, cyst or fistula; preauricular sinus"
7445,"Congenital anomalies of ear, face and neck - Webbing of neck"
7449,"Congenital anomalies of ear, face and neck - Unspecified anomalies of face and neck"
7457,Bulbus cordis anomalies and anomalies of cardiac septal closure - Cor biloculare
7450,Bulbus cordis anomalies and anomalies of cardiac septal closure - Common truncus
7451,Bulbus cordis anomalies and anomalies of cardiac septal closure - Transposition of great vessels
7452,Bulbus cordis anomalies and anomalies of cardiac septal closure - Tetralogy of Fallot
7453,Bulbus cordis anomalies and anomalies of cardiac septal closure - Common ventricle
7454,Bulbus cordis anomalies and anomalies of cardiac septal closure - Ventricular septal defect
7455,Bulbus cordis anomalies and anomalies of cardiac septal closure - Ostium secundum type atrial septal defect
7456,Bulbus cordis anomalies and anomalies of cardiac septal closure - Endocardial cushion defects
7378,Curvature of spine - Other
7373,Curvature of spine - Kyphoscoliosis and scoliosis
7272,"Other disorders of synovium, tendon and bursa - Specific bursitides often of occupational origin"
7294,"Other disorders of soft tissues - Fasciitis, unspecified"
