icd_version,cause,cause_description,harmonized_category,harmonized_category_name,classification_confidence
ICD-9a (1979-1984),4264,Conduction disorders - Right bundle branch block,other,Other and Unclassified,low
ICD-9a (1979-1984),4265,"Conduction disorders - Bundle branch block, unspecified",ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-9a (1979-1984),4266,Conduction disorders - Other heart block,eye_ear,Diseases of Eye and Ear,medium
ICD-9a (1979-1984),4267,Conduction disorders - Anomalous atrioventricular excitation,other,Other and Unclassified,low
ICD-9a (1979-1984),4268,Conduction disorders - Other,other,Other and Unclassified,low
ICD-9a (1979-1984),4269,Conduction disorders - Unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-9a (1979-1984),4270,Cardiac dysrhythmias - Paroxysmal supraventricular tachycardia,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4271,Cardiac dysrhythmias - Paroxysmal ventricular tachycardia,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4272,"Cardiac dysrhythmias - Paroxysmal tachycardia, unspecified",circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4273,Cardiac dysrhythmias - Atrial fibrillation and flutter,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4274,Cardiac dysrhythmias - Ventricular fibrillation and flutter,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4275,Cardiac dysrhythmias - Cardiac arrest,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4276,Cardiac dysrhythmias - Premature beats,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4278,Cardiac dysrhythmias - Other,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4279,Cardiac dysrhythmias - Unspecified,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4280,Heart failure - Congestive heart failure,eye_ear,Diseases of Eye and Ear,medium
ICD-9a (1979-1984),4281,Heart failure - Left heart failure,eye_ear,Diseases of Eye and Ear,medium
ICD-9a (1979-1984),4289,Heart failure - Unspecified,eye_ear,Diseases of Eye and Ear,medium
ICD-9a (1979-1984),4290,"Ill-defined descriptions and complications of heart disease - Myocarditis, unspecified",circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4291,Ill-defined descriptions and complications of heart disease - Myocardial degeneration,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4292,"Ill-defined descriptions and complications of heart disease - Cardiovascular disease, unspecified",circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4293,Ill-defined descriptions and complications of heart disease - Cardiomegaly,eye_ear,Diseases of Eye and Ear,medium
ICD-9a (1979-1984),4295,Ill-defined descriptions and complications of heart disease - Rupture of chordae tendinae,eye_ear,Diseases of Eye and Ear,medium
ICD-9a (1979-1984),4296,Ill-defined descriptions and complications of heart disease - Rupture of papillary muscle,eye_ear,Diseases of Eye and Ear,medium
ICD-9a (1979-1984),4298,Ill-defined descriptions and complications of heart disease - Other,eye_ear,Diseases of Eye and Ear,medium
ICD-9a (1979-1984),4299,Ill-defined descriptions and complications of heart disease - Unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",high
ICD-9a (1979-1984),4300,Subarachnoid haemorrhage - Subarachnoid haemorrhage,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4310,Intracerebral haemorrhage - Intracerebral haemorrhage,nervous_system,Diseases of the Nervous System,medium
ICD-9a (1979-1984),4320,Other and unspecified intracranial haemorrhage - Nontraumatic extradural haemorrhage,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4321,Other and unspecified intracranial haemorrhage - Subdural haemorrhage,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4329,Other and unspecified intracranial haemorrhage - Unspecified intracranial haemorrhage,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4330,Occlusion and stenosis of precerebral arteries - Basilar artery,nervous_system,Diseases of the Nervous System,medium
ICD-9a (1979-1984),4331,Occlusion and stenosis of precerebral arteries - Carotid artery,nervous_system,Diseases of the Nervous System,medium
ICD-9a (1979-1984),4332,Occlusion and stenosis of precerebral arteries - Vertebral artery,nervous_system,Diseases of the Nervous System,medium
ICD-9a (1979-1984),4333,Occlusion and stenosis of precerebral arteries - Multiple and bilateral,nervous_system,Diseases of the Nervous System,medium
ICD-9a (1979-1984),4338,Occlusion and stenosis of precerebral arteries - Other,nervous_system,Diseases of the Nervous System,medium
ICD-9a (1979-1984),4339,Occlusion and stenosis of precerebral arteries - Unspecified,nervous_system,Diseases of the Nervous System,medium
ICD-9a (1979-1984),4340,Occlusion of cerebral arteries - Cerebral thrombosis,nervous_system,Diseases of the Nervous System,medium
ICD-9a (1979-1984),4341,Occlusion of cerebral arteries - Cerebral embolism,nervous_system,Diseases of the Nervous System,medium
ICD-9a (1979-1984),4349,Occlusion of cerebral arteries - Unspecified,nervous_system,Diseases of the Nervous System,medium
ICD-9a (1979-1984),4350,Transient cerebral ischaemia - Transient cerebral ischaemia,nervous_system,Diseases of the Nervous System,medium
ICD-9a (1979-1984),4360,Acute but ill-defined cerebrovascular disease - Acute but ill-defined cerebrovascular disease,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4370,Other and ill-defined cerebrovascular disease - Cerebral atherosclerosis,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4371,Other and ill-defined cerebrovascular disease - Other generalized ischaemic cerebrovascular disease,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4372,Other and ill-defined cerebrovascular disease - Hypertensive encephalopathy,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4373,"Other and ill-defined cerebrovascular disease - Cerebral aneurysm, nonruptured",circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4374,Other and ill-defined cerebrovascular disease - Cerebral arteritis,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4375,Other and ill-defined cerebrovascular disease - Moyamoya disease,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4378,Other and ill-defined cerebrovascular disease - Other,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4379,Other and ill-defined cerebrovascular disease - Unspecified,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4380,Late effects of cerebrovascular disease - Late effects of cerebrovascular disease,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4400,Atherosclerosis - Of aorta,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4401,Atherosclerosis - Of renal artery,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4402,Atherosclerosis - Of arteries of the extremities,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4408,Atherosclerosis - Of other specified arteries,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4409,Atherosclerosis - Generalized and unspecified,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4410,Aortic aneurysm - Dissecting aneurysm [any part],circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4411,"Aortic aneurysm - Thoracic aneurysm, ruptured",circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4412,Aortic aneurysm - Thoracic aneurysm without mention of rupture,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4413,"Aortic aneurysm - Abdominal aneurysm, ruptured",circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4414,Aortic aneurysm - Abdominal aneurysm without mention of rupture,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4415,"Aortic aneurysm - Aortic aneurysm of unspecified site, ruptured",circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4416,Aortic aneurysm - Aortic aneurysm of unspecified site without mention of rupture,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4421,Other aneurysm - Of renal artery,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4422,Other aneurysm - Of iliac artery,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4423,Other aneurysm - Of artery of lower extremity,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4428,Other aneurysm - Of other specified artery,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4429,Other aneurysm - Of unspecified site,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4430,Other peripheral vascular disease - Raynaud's syndrome,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4431,Other peripheral vascular disease - Thromboangiitis obliterans [Buerger's disease],circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4439,Other peripheral vascular disease - Unspecified,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4440,Arterial embolism and thrombosis - Of abdominal aorta,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4441,Arterial embolism and thrombosis - Of other aorta,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4442,Arterial embolism and thrombosis - Of arteries of the extremities,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4448,Arterial embolism and thrombosis - Of other specified artery,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4449,Arterial embolism and thrombosis - Of unspecified artery,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4460,Polyarteritis nodosa and allied conditions - Polyarteritis nodosa,other,Other and Unclassified,low
ICD-9a (1979-1984),4461,Polyarteritis nodosa and allied conditions - Acute febrile mucocutaneous lymphnode syndrome [MCLS],other,Other and Unclassified,low
ICD-9a (1979-1984),4462,Polyarteritis nodosa and allied conditions - Hypersensitivity angiitis,other,Other and Unclassified,low
ICD-9a (1979-1984),4463,Polyarteritis nodosa and allied conditions - Lethal midline granuloma,other,Other and Unclassified,low
ICD-9a (1979-1984),4464,Polyarteritis nodosa and allied conditions - Wegener's granulomatosis,other,Other and Unclassified,low
ICD-9a (1979-1984),4465,Polyarteritis nodosa and allied conditions - Giant cell arteritis,other,Other and Unclassified,low
ICD-9a (1979-1984),4466,Polyarteritis nodosa and allied conditions - Thrombotic microangiopathy,other,Other and Unclassified,low
ICD-9a (1979-1984),4467,Polyarteritis nodosa and allied conditions - Takayasu disease,other,Other and Unclassified,low
ICD-9a (1979-1984),4470,"Other disorders of arteries and arterioles - Arteriovenous fistula, acquired",other,Other and Unclassified,low
ICD-9a (1979-1984),4471,Other disorders of arteries and arterioles - Stricture of artery,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4472,Other disorders of arteries and arterioles - Rupture of artery,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4473,Other disorders of arteries and arterioles - Hyperplasia of renal artery,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4475,Other disorders of arteries and arterioles - Necrosis of artery,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4476,"Other disorders of arteries and arterioles - Arteritis, unspecified",ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-9a (1979-1984),4478,Other disorders of arteries and arterioles - Other,other,Other and Unclassified,low
ICD-9a (1979-1984),4479,Other disorders of arteries and arterioles - Unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-9a (1979-1984),4480,Diseases of capillaries - Hereditary haemorrhagic telangiectasia,other,Other and Unclassified,low
ICD-9a (1979-1984),4489,Diseases of capillaries - Other and unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-9a (1979-1984),4510,Phlebitis and thrombophlebitis - Of superficial vessels of lower extremities,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4511,Phlebitis and thrombophlebitis - Of deep vessels of lower extremities,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4512,"Phlebitis and thrombophlebitis - Of lower extremities, unspecified",circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4518,Phlebitis and thrombophlebitis - Of other sites,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4519,Phlebitis and thrombophlebitis - Of unspecified site,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4520,Portal vein thrombosis - Portal vein thrombosis,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4530,Other venous embolism and thrombosis - Budd-Chiari syndrome,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4531,Other venous embolism and thrombosis - Thrombophlebitis migrans,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4532,Other venous embolism and thrombosis - Of vena cava,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4533,Other venous embolism and thrombosis - Of renal vein,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4538,Other venous embolism and thrombosis - Of other specified veins,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4539,Other venous embolism and thrombosis - Of unspecified site,circulatory,Diseases of the Circulatory System,high
ICD-9a (1979-1984),4540,Varicose veins of lower extremities - With ulcer,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4541,Varicose veins of lower extremities - With inflammation,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4542,Varicose veins of lower extremities - With ulcer and inflammation,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4549,Varicose veins of lower extremities - Without mention of ulcer or inflammation,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4552,Haemorrhoids - Internal haemorrhoids with other complication,other,Other and Unclassified,low
ICD-9a (1979-1984),4556,"Haemorrhoids - Unspecified haemorrhoids, without mention of complication",ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-9a (1979-1984),4557,Haemorrhoids - Unspecified thrombosed haemorrhoids,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-9a (1979-1984),4558,Haemorrhoids - Unspecified haemorrhoids with other complication,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-9a (1979-1984),4560,Varicose veins of other sites - Oesophageal varices with bleeding,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),4561,Varicose veins of other sites - Oesophageal varices without mention of bleeding,digestive,Diseases of the Digestive System,high
ICD-9a (1979-1984),4568,Varicose veins of other sites - Other,circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4571,Noninfective disorders of lymphatic channels - Other lymphoedema,other,Other and Unclassified,low
ICD-9a (1979-1984),4572,Noninfective disorders of lymphatic channels - Lymphangitis,other,Other and Unclassified,low
ICD-9a (1979-1984),4578,Noninfective disorders of lymphatic channels - Other noninfective disorders of lymphatic channels,other,Other and Unclassified,low
ICD-9a (1979-1984),4580,Hypotension - Orthostatic hypotension,other,Other and Unclassified,low
ICD-9a (1979-1984),4581,Hypotension - Chronic hypotension,other,Other and Unclassified,low
ICD-9a (1979-1984),4589,Hypotension - Unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-9a (1979-1984),4590,"Other disorders of circulatory system - Haemorrhage, unspecified",circulatory,Diseases of the Circulatory System,medium
ICD-9a (1979-1984),4592,Other disorders of circulatory system - Compression of vein,other,Other and Unclassified,low
ICD-9a (1979-1984),4598,Other disorders of circulatory system - Other,other,Other and Unclassified,low
ICD-9a (1979-1984),4599,Other disorders of circulatory system - Other disorders of circulatory system unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-9a (1979-1984),4600,Acute nasopharyngitis [common cold] - Acute nasopharyngitis [common cold],other,Other and Unclassified,low
ICD-9a (1979-1984),4611,Acute sinusitis - Frontal,other,Other and Unclassified,low
ICD-9a (1979-1984),4613,Acute sinusitis - Sphenoidal,other,Other and Unclassified,low
ICD-9a (1979-1984),4619,Acute sinusitis - Unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-9a (1979-1984),4620,Acute pharyngitis - Acute pharyngitis,other,Other and Unclassified,low
ICD-9a (1979-1984),4630,Acute tonsillitis - Acute tonsillitis,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4640,Acute laryngitis and tracheitis - Acute laryngitis,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4641,Acute laryngitis and tracheitis - Acute tracheitis,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4642,Acute laryngitis and tracheitis - Acute laryngotracheitis,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4643,Acute laryngitis and tracheitis - Acute epiglottitis,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4644,Acute laryngitis and tracheitis - Croup,respiratory,Diseases of the Respiratory System,high
ICD-9a (1979-1984),4650,Acute upper respiratory infections of multiple or unspecified site - Acute laryngopharyngitis,infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-9a (1979-1984),4658,Acute upper respiratory infections of multiple or unspecified site - Other multiple sites,infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-9a (1979-1984),4659,Acute upper respiratory infections of multiple or unspecified site - Unspecified site,infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-9a (1979-1984),4660,Acute bronchitis and bronchiolitis - Acute bronchitis,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4661,Acute bronchitis and bronchiolitis - Acute bronchiolitis,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4719,Nasal polyps - Unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-9a (1979-1984),4720,Chronic pharyngitis and nasopharyngitis - Chronic rhinitis,other,Other and Unclassified,low
ICD-9a (1979-1984),4730,Chronic sinusitis - Maxillary,other,Other and Unclassified,low
ICD-9a (1979-1984),4731,Chronic sinusitis - Frontal,other,Other and Unclassified,low
ICD-9a (1979-1984),4732,Chronic sinusitis - Ethmoidal,other,Other and Unclassified,low
ICD-9a (1979-1984),4733,Chronic sinusitis - Sphenoidal,other,Other and Unclassified,low
ICD-9a (1979-1984),4738,Chronic sinusitis - Other,other,Other and Unclassified,low
ICD-9a (1979-1984),4739,Chronic sinusitis - Unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-9a (1979-1984),4741,Chronic disease of tonsils and adenoids - Hypertrophy of tonsils and adenoids,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4748,Chronic disease of tonsils and adenoids - Other chronic disease of tonsils and adenoids,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4749,Chronic disease of tonsils and adenoids - Unspecified,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4750,Peritonsillar abscess - Peritonsillar abscess,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4760,Chronic laryngitis and laryngotracheitis - Chronic laryngitis,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4761,Chronic laryngitis and laryngotracheitis - Chronic laryngotracheitis,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4780,Other diseases of upper respiratory tract - Hypertrophy of nasal turbinates,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4781,Other diseases of upper respiratory tract - Other diseases of nasal cavity and sinuses,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4782,"Other diseases of upper respiratory tract - Other diseases of pharynx, not elsewhere classified",respiratory,Diseases of the Respiratory System,high
ICD-9a (1979-1984),4783,Other diseases of upper respiratory tract - Paralysis of vocal cords or larynx,respiratory,Diseases of the Respiratory System,high
ICD-9a (1979-1984),4784,Other diseases of upper respiratory tract - Polyp of vocal cord or larynx,respiratory,Diseases of the Respiratory System,high
ICD-9a (1979-1984),4785,Other diseases of upper respiratory tract - Other diseases of vocal cords,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4786,Other diseases of upper respiratory tract - Oedema of larynx,respiratory,Diseases of the Respiratory System,high
ICD-9a (1979-1984),4787,"Other diseases of upper respiratory tract - Other diseases of larynx, not elsewhere classified",respiratory,Diseases of the Respiratory System,high
ICD-9a (1979-1984),4789,Other diseases of upper respiratory tract - Other and unspecified diseases of upper respiratory tract,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4800,Viral pneumonia - Pneumonia due to adenovirus,infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-9a (1979-1984),4801,Viral pneumonia - Pneumonia due to respiratory syncytial virus,respiratory,Diseases of the Respiratory System,high
ICD-9a (1979-1984),4808,"Viral pneumonia - Pneumonia due to other virus, not elsewhere classified",infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-9a (1979-1984),4809,"Viral pneumonia - Viral pneumonia, unspecified",infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-9a (1979-1984),4810,Pneumococcal pneumonia - Pneumococcal pneumonia,infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-9a (1979-1984),4820,Other bacterial pneumonia - Pneumonia due to Klebsiella pneumoniae,infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-9a (1979-1984),4821,Other bacterial pneumonia - Pneumonia due to Pseudomonas,infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-9a (1979-1984),4822,Other bacterial pneumonia - Pneumonia due to Haemophilus influenzae [H.influenzae],infectious_diseases,Infectious and Parasitic Diseases,high
ICD-9a (1979-1984),4823,Other bacterial pneumonia - Pneumonia due to Streptococcus,infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-9a (1979-1984),4824,Other bacterial pneumonia - Pneumonia due to Staphylococcus,infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-9a (1979-1984),4828,Other bacterial pneumonia - Pneumonia due to other specified bacteria,infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-9a (1979-1984),4829,"Other bacterial pneumonia - Bacterial pneumonia, unspecified",infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-9a (1979-1984),4830,Pneumonia due to other specified organism - Pneumonia due to other specified organism,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4850,"Bronchopneumonia, organism unspecified - Bronchopneumonia, organism unspecified",respiratory,Diseases of the Respiratory System,high
ICD-9a (1979-1984),4860,"Pneumonia, organism unspecified - Pneumonia, organism unspecified",respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4870,Influenza - With pneumonia,infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-9a (1979-1984),4871,Influenza - Influenza with other respiratory manifestations,infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-9a (1979-1984),4878,Influenza - Influenza with other manifestations,infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-9a (1979-1984),4900,"Bronchitis, not specified as acute or chronic - Bronchitis, not specified as acute or chronic",respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4910,Chronic bronchitis - Simple chronic bronchitis,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4911,Chronic bronchitis - Mucopurulent chronic bronchitis,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4912,Chronic bronchitis - Obstructive chronic bronchitis,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4918,Chronic bronchitis - Other chronic bronchitis,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4919,Chronic bronchitis - Unspecified,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4920,Emphysema - Emphysema,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4930,Asthma - Extrinsic asthma,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4931,Asthma - Intrinsic asthma,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4939,"Asthma - Asthma, unspecified",respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4940,Bronchiectasis - Bronchiectasis,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4950,Extrinsic allergic alveolitis - Farmers' lung,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4952,Extrinsic allergic alveolitis - Bird fanciers' lung,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4955,Extrinsic allergic alveolitis - Mushroom-workers' lung,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),4958,Extrinsic allergic alveolitis - Other allergic pneumonitis,other,Other and Unclassified,low
ICD-9a (1979-1984),4959,Extrinsic allergic alveolitis - Unspecified allergic alveolitis,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-9a (1979-1984),4960,"Chronic airways obstruction, not elsewhere classified - Chronic airways obstruction, not elsewhere classified",other,Other and Unclassified,low
ICD-9a (1979-1984),5000,Coalworkers' pneumoconiosis - Coalworkers' pneumoconiosis,other,Other and Unclassified,low
ICD-9a (1979-1984),5010,Asbestosis - Asbestosis,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5020,Pneumoconiosis due to other silica or silicates - Pneumoconiosis due to other silica or silicates,other,Other and Unclassified,low
ICD-9a (1979-1984),5030,Pneumoconiosis due to other inorganic dust - Pneumoconiosis due to other inorganic dust,other,Other and Unclassified,low
ICD-9a (1979-1984),5040,Pneumopathy due to inhalation of other dust - Pneumopathy due to inhalation of other dust,other,Other and Unclassified,low
ICD-9a (1979-1984),5050,"Pneumoconiosis, unspecified - Pneumoconiosis, unspecified",ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-9a (1979-1984),5060,Respiratory conditions due to chemical fumes and vapours - Bronchitis and pneumonitis due to fumes and vapours,respiratory,Diseases of the Respiratory System,high
ICD-9a (1979-1984),5061,Respiratory conditions due to chemical fumes and vapours - Acute pulmonary oedema due to fumes and vapours,respiratory,Diseases of the Respiratory System,high
ICD-9a (1979-1984),5064,Respiratory conditions due to chemical fumes and vapours - Chronic respiratory conditions due to fumes and vapours,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5069,Respiratory conditions due to chemical fumes and vapours - Unspecified,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5070,Pneumonitis due to solids and liquids - Due to inhalation of food or vomit,other,Other and Unclassified,low
ICD-9a (1979-1984),5071,Pneumonitis due to solids and liquids - Due to inhalation of oils and essences,other,Other and Unclassified,low
ICD-9a (1979-1984),5081,Respiratory conditions due to other and unspecified external agents - Chronic and other pulmonary manifestations due to radiation,respiratory,Diseases of the Respiratory System,high
ICD-9a (1979-1984),5088,Respiratory conditions due to other and unspecified external agents - Other,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5089,Respiratory conditions due to other and unspecified external agents - Unspecified,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5100,Empyema - With fistula,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5109,Empyema - Without mention of fistula,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5110,Pleurisy - Without mention of effusion or current tuberculosis,infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-9a (1979-1984),5111,"Pleurisy - With effusion, with mention of a bacterial cause other than tuberculosis",infectious_diseases,Infectious and Parasitic Diseases,high
ICD-9a (1979-1984),5118,"Pleurisy - Other specified forms of effusion, except tuberculous",respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5119,Pleurisy - Unspecified pleural effusion,respiratory,Diseases of the Respiratory System,high
ICD-9a (1979-1984),5120,Pneumothorax - Pneumothorax,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5130,Abscess of lung and mediastinum - Abscess of lung,respiratory,Diseases of the Respiratory System,medium
ICD-9a (1979-1984),5131,Abscess of lung and mediastinum - Abscess of mediastinum,respiratory,Diseases of the Respiratory System,medium
