code,description,source_file,icd_version
6267,Disorders of menstruation and other abnormal bleeding from female genital tract - Postcoital bleeding,icd9_a.xlsx,ICD-9a (1979-1984)
6268,Disorders of menstruation and other abnormal bleeding from female genital tract - Other,icd9_a.xlsx,ICD-9a (1979-1984)
6269,Disorders of menstruation and other abnormal bleeding from female genital tract - Unspecified,icd9_a.xlsx,ICD-9a (1979-1984)
6270,Menopausal and postmenopausal disorders - Premenopausal menorrhagia,icd9_a.xlsx,ICD-9a (1979-1984)
6271,Menopausal and postmenopausal disorders - Postmenopausal bleeding,icd9_a.xlsx,ICD-9a (1979-1984)
6272,Menopausal and postmenopausal disorders - Menopausal or female climacteric states,icd9_a.xlsx,ICD-9a (1979-1984)
6273,Menopausal and postmenopausal disorders - Postmenopausal atrophic vaginitis,icd9_a.xlsx,ICD-9a (1979-1984)
6274,Menopausal and postmenopausal disorders - States associated with artificial menopause,icd9_a.xlsx,ICD-9a (1979-1984)
6278,Menopausal and postmenopausal disorders - Other,icd9_a.xlsx,ICD-9a (1979-1984)
6279,Menopausal and postmenopausal disorders - Unspecified,icd9_a.xlsx,ICD-9a (1979-1984)
6280,"Infertility, female - Associated with anovulation",icd9_a.xlsx,ICD-9a (1979-1984)
6281,"Infertility, female - Of pituitary-hypothalamic origin",icd9_a.xlsx,ICD-9a (1979-1984)
6282,"Infertility, female - Of tubal origin",icd9_a.xlsx,ICD-9a (1979-1984)
6283,"Infertility, female - Of uterine origin",icd9_a.xlsx,ICD-9a (1979-1984)
6284,"Infertility, female - Of cervical or vaginal origin",icd9_a.xlsx,ICD-9a (1979-1984)
6288,"Infertility, female - Of other specified origin",icd9_a.xlsx,ICD-9a (1979-1984)
6289,"Infertility, female - Of unspecified origin",icd9_a.xlsx,ICD-9a (1979-1984)
6290,"Other disorders of female genital organs - Haematocele, female",icd9_a.xlsx,ICD-9a (1979-1984)
6291,"Other disorders of female genital organs - Hydrocele, canal of Nuck",icd9_a.xlsx,ICD-9a (1979-1984)
6298,Other disorders of female genital organs - Other,icd9_a.xlsx,ICD-9a (1979-1984)
6299,Other disorders of female genital organs - Unspecified,icd9_a.xlsx,ICD-9a (1979-1984)
6300,Hydatidiform mole - Hydatidiform mole,icd9_a.xlsx,ICD-9a (1979-1984)
6310,Other abnormal product of conception - Other abnormal product of conception,icd9_a.xlsx,ICD-9a (1979-1984)
6320,Missed abortion - Missed abortion,icd9_a.xlsx,ICD-9a (1979-1984)
6330,Ectopic pregnancy - Abdominal pregnancy,icd9_a.xlsx,ICD-9a (1979-1984)
6331,Ectopic pregnancy - Tubal pregnancy,icd9_a.xlsx,ICD-9a (1979-1984)
6332,Ectopic pregnancy - Ovarian pregnancy,icd9_a.xlsx,ICD-9a (1979-1984)
6338,Ectopic pregnancy - Other ectopic pregnancy,icd9_a.xlsx,ICD-9a (1979-1984)
6339,Ectopic pregnancy - Unspecified,icd9_a.xlsx,ICD-9a (1979-1984)
6340,Spontaneous abortion - Complicated by genital tract and pelvic infection,icd9_a.xlsx,ICD-9a (1979-1984)
6341,Spontaneous abortion - Complicated by delayed or excessive haemorrhage,icd9_a.xlsx,ICD-9a (1979-1984)
6342,Spontaneous abortion - Complicated by damage to pelvic organs and tissues,icd9_a.xlsx,ICD-9a (1979-1984)
6343,Spontaneous abortion - Complicated by renal failure,icd9_a.xlsx,ICD-9a (1979-1984)
6344,Spontaneous abortion - Complicated by metabolic disorder,icd9_a.xlsx,ICD-9a (1979-1984)
6345,Spontaneous abortion - Complicated by shock,icd9_a.xlsx,ICD-9a (1979-1984)
6346,Spontaneous abortion - Complicated by embolism,icd9_a.xlsx,ICD-9a (1979-1984)
6347,Spontaneous abortion - With other specified complications,icd9_a.xlsx,ICD-9a (1979-1984)
6348,Spontaneous abortion - With unspecified complications,icd9_a.xlsx,ICD-9a (1979-1984)
6349,Spontaneous abortion - Without mention of complication,icd9_a.xlsx,ICD-9a (1979-1984)
6350,Legally induced abortion - Complicated by genital tract and pelvic infection,icd9_a.xlsx,ICD-9a (1979-1984)
6351,Legally induced abortion - Complicated by delayed or excessive haemorrhage,icd9_a.xlsx,ICD-9a (1979-1984)
6352,Legally induced abortion - Complicated by damage to pelvic organs and tissues,icd9_a.xlsx,ICD-9a (1979-1984)
6353,Legally induced abortion - Complicated by renal failure,icd9_a.xlsx,ICD-9a (1979-1984)
6354,Legally induced abortion - Complicated by metabolic disorder,icd9_a.xlsx,ICD-9a (1979-1984)
6355,Legally induced abortion - Complicated by shock,icd9_a.xlsx,ICD-9a (1979-1984)
6356,Legally induced abortion - Complicated by embolism,icd9_a.xlsx,ICD-9a (1979-1984)
6357,Legally induced abortion - With other specified complications,icd9_a.xlsx,ICD-9a (1979-1984)
6358,Legally induced abortion - With unspecified complications,icd9_a.xlsx,ICD-9a (1979-1984)
6359,Legally induced abortion - Without mention of complication,icd9_a.xlsx,ICD-9a (1979-1984)
6360,Illegally induced abortion - Complicated by genital tract and pelvic infection,icd9_a.xlsx,ICD-9a (1979-1984)
6361,Illegally induced abortion - Complicated by delayed or excessive haemorrhage,icd9_a.xlsx,ICD-9a (1979-1984)
6362,Illegally induced abortion - Complicated by damage to pelvic organs and tissues,icd9_a.xlsx,ICD-9a (1979-1984)
6363,Illegally induced abortion - Complicated by renal failure,icd9_a.xlsx,ICD-9a (1979-1984)
6364,Illegally induced abortion - Complicated by metabolic disorder,icd9_a.xlsx,ICD-9a (1979-1984)
6365,Illegally induced abortion - Complicated by shock,icd9_a.xlsx,ICD-9a (1979-1984)
6366,Illegally induced abortion - Complicated by embolism,icd9_a.xlsx,ICD-9a (1979-1984)
6367,Illegally induced abortion - With other specified complications,icd9_a.xlsx,ICD-9a (1979-1984)
6368,Illegally induced abortion - With unspecified complications,icd9_a.xlsx,ICD-9a (1979-1984)
6369,Illegally induced abortion - Without mention of complication,icd9_a.xlsx,ICD-9a (1979-1984)
6370,Unspecified abortion - Complicated by genital tract and pelvic infection,icd9_a.xlsx,ICD-9a (1979-1984)
6371,Unspecified abortion - Complicated by delayed or excessive haemorrhage,icd9_a.xlsx,ICD-9a (1979-1984)
6372,Unspecified abortion - Complicated by damage to pelvic organs and tissues,icd9_a.xlsx,ICD-9a (1979-1984)
6373,Unspecified abortion - Complicated by renal failure,icd9_a.xlsx,ICD-9a (1979-1984)
6374,Unspecified abortion - Complicated by metabolic  disorder,icd9_a.xlsx,ICD-9a (1979-1984)
6375,Unspecified abortion - Complicated by shock,icd9_a.xlsx,ICD-9a (1979-1984)
6376,Unspecified abortion - Complicated by embolism,icd9_a.xlsx,ICD-9a (1979-1984)
6377,Unspecified abortion - With other specified complications,icd9_a.xlsx,ICD-9a (1979-1984)
6378,Unspecified abortion - With unspecified complications,icd9_a.xlsx,ICD-9a (1979-1984)
6379,Unspecified abortion - Without mention of complication,icd9_a.xlsx,ICD-9a (1979-1984)
6380,Failed attempted abortion - Complicated by genital tract and pelvic infection,icd9_a.xlsx,ICD-9a (1979-1984)
6381,Failed attempted abortion - Complicated by delayed or excessive haemorrhage,icd9_a.xlsx,ICD-9a (1979-1984)
6382,Failed attempted abortion - Complicated by damage to pelvic organs and tissues,icd9_a.xlsx,ICD-9a (1979-1984)
6383,Failed attempted abortion - Complicated by renal failure,icd9_a.xlsx,ICD-9a (1979-1984)
6384,Failed attempted abortion - Complicated by metabolic disorder,icd9_a.xlsx,ICD-9a (1979-1984)
6385,Failed attempted abortion - Complicated by shock,icd9_a.xlsx,ICD-9a (1979-1984)
6386,Failed attempted abortion - Complicated by embolism,icd9_a.xlsx,ICD-9a (1979-1984)
6387,Failed attempted abortion - With other specified complications,icd9_a.xlsx,ICD-9a (1979-1984)
6388,Failed attempted abortion - With unspecified complications,icd9_a.xlsx,ICD-9a (1979-1984)
6389,Failed attempted abortion - Without mention of complication,icd9_a.xlsx,ICD-9a (1979-1984)
6390,Complications following abortion and ectopic and molar pregnancies - Genital tract and pelvic infection,icd9_a.xlsx,ICD-9a (1979-1984)
6391,Complications following abortion and ectopic and molar pregnancies - Delayed or excessive haemorrhage,icd9_a.xlsx,ICD-9a (1979-1984)
6392,Complications following abortion and ectopic and molar pregnancies - Damage to pelvic organs and tissues,icd9_a.xlsx,ICD-9a (1979-1984)
6393,Complications following abortion and ectopic and molar pregnancies - Renal failure,icd9_a.xlsx,ICD-9a (1979-1984)
6394,Complications following abortion and ectopic and molar pregnancies - Metabolic disorders,icd9_a.xlsx,ICD-9a (1979-1984)
6395,Complications following abortion and ectopic and molar pregnancies - Shock,icd9_a.xlsx,ICD-9a (1979-1984)
6396,Complications following abortion and ectopic and molar pregnancies - Embolism,icd9_a.xlsx,ICD-9a (1979-1984)
6398,Complications following abortion and ectopic and molar pregnancies - Other specified complications,icd9_a.xlsx,ICD-9a (1979-1984)
6399,Complications following abortion and ectopic and molar pregnancies - Unspecified complications following conditions classifiable to 630-638,icd9_a.xlsx,ICD-9a (1979-1984)
6400,Haemorrhage in early pregnancy - Threatened abortion,icd9_a.xlsx,ICD-9a (1979-1984)
6408,Haemorrhage in early pregnancy - Other,icd9_a.xlsx,ICD-9a (1979-1984)
6409,Haemorrhage in early pregnancy - Unspecified,icd9_a.xlsx,ICD-9a (1979-1984)
6410,"Antepartum haemorrhage, abruptio placentae, and placenta praevia - Placenta praevia without haemorrhage",icd9_a.xlsx,ICD-9a (1979-1984)
6411,"Antepartum haemorrhage, abruptio placentae, and placenta praevia - Haemorrhage from placenta praevia",icd9_a.xlsx,ICD-9a (1979-1984)
6412,"Antepartum haemorrhage, abruptio placentae, and placenta praevia - Premature separation of placenta",icd9_a.xlsx,ICD-9a (1979-1984)
6413,"Antepartum haemorrhage, abruptio placentae, and placenta praevia - Antepartum haemorrhage associated with coagulation defects",icd9_a.xlsx,ICD-9a (1979-1984)
6418,"Antepartum haemorrhage, abruptio placentae, and placenta praevia - Other antepartum haemorrhage",icd9_a.xlsx,ICD-9a (1979-1984)
6419,"Antepartum haemorrhage, abruptio placentae, and placenta praevia - Unspecified antepartum haemorrhage",icd9_a.xlsx,ICD-9a (1979-1984)
6420,"Hypertension complicating pregnancy, childbirth and the puerperium - Benign essential hypertension complicating pregnancy, childbirth and the puerperium",icd9_a.xlsx,ICD-9a (1979-1984)
6421,"Hypertension complicating pregnancy, childbirth and the puerperium - Hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium",icd9_a.xlsx,ICD-9a (1979-1984)
6422,"Hypertension complicating pregnancy, childbirth and the puerperium - Other pre-existing hypertension complicating pregnancy, childbirth and the puerperium",icd9_a.xlsx,ICD-9a (1979-1984)
6423,"Hypertension complicating pregnancy, childbirth and the puerperium - Transient hypertension of pregnancy",icd9_a.xlsx,ICD-9a (1979-1984)
6424,"Hypertension complicating pregnancy, childbirth and the puerperium - Mild or unspecified pre-eclampsia",icd9_a.xlsx,ICD-9a (1979-1984)
6425,"Hypertension complicating pregnancy, childbirth and the puerperium - Severe pre-eclampsia",icd9_a.xlsx,ICD-9a (1979-1984)
6426,"Hypertension complicating pregnancy, childbirth and the puerperium - Eclampsia",icd9_a.xlsx,ICD-9a (1979-1984)
6427,"Hypertension complicating pregnancy, childbirth and the puerperium - Pre-eclampsia or eclampsia superimposed on pre-existing hypertension",icd9_a.xlsx,ICD-9a (1979-1984)
6429,"Hypertension complicating pregnancy, childbirth and the puerperium - Unspecified hypertension complicating pregnancy, childbirth and the puerperium",icd9_a.xlsx,ICD-9a (1979-1984)
6430,Excessive vomiting in pregnancy - Mild hyperemesis gravidarum,icd9_a.xlsx,ICD-9a (1979-1984)
6431,Excessive vomiting in pregnancy - Hyperemesis gravidarum with metabolic disturbance,icd9_a.xlsx,ICD-9a (1979-1984)
6432,Excessive vomiting in pregnancy - Late vomiting of pregnancy,icd9_a.xlsx,ICD-9a (1979-1984)
6438,Excessive vomiting in pregnancy - Other vomiting complicating pregnancy,icd9_a.xlsx,ICD-9a (1979-1984)
6439,Excessive vomiting in pregnancy - Unspecified vomiting of pregnancy,icd9_a.xlsx,ICD-9a (1979-1984)
6440,Early or threatened labour - Threatened labour,icd9_a.xlsx,ICD-9a (1979-1984)
6441,Early or threatened labour - Early onset of delivery,icd9_a.xlsx,ICD-9a (1979-1984)
6450,Prolonged pregnancy - Prolonged pregnancy,icd9_a.xlsx,ICD-9a (1979-1984)
6460,"Other complications of pregnancy, not elsewhere classified - Papyraceous fetus",icd9_a.xlsx,ICD-9a (1979-1984)
6461,"Other complications of pregnancy, not elsewhere classified - Oedema or excessive weight gain in pregnancy, without mention of hypertension",icd9_a.xlsx,ICD-9a (1979-1984)
6462,"Other complications of pregnancy, not elsewhere classified - Unspecified renal disease in pregnancy, without mention of hypertension",icd9_a.xlsx,ICD-9a (1979-1984)
6463,"Other complications of pregnancy, not elsewhere classified - Habitual aborter",icd9_a.xlsx,ICD-9a (1979-1984)
6464,"Other complications of pregnancy, not elsewhere classified - Peripheral neuritis in pregnancy",icd9_a.xlsx,ICD-9a (1979-1984)
6465,"Other complications of pregnancy, not elsewhere classified - Asymptomatic bacteriuria in pregnancy",icd9_a.xlsx,ICD-9a (1979-1984)
6466,"Other complications of pregnancy, not elsewhere classified - Infections of genitourinary tract in pregnancy",icd9_a.xlsx,ICD-9a (1979-1984)
6467,"Other complications of pregnancy, not elsewhere classified - Liver disorders in pregnancy",icd9_a.xlsx,ICD-9a (1979-1984)
6468,"Other complications of pregnancy, not elsewhere classified - Other specified complications of pregnancy",icd9_a.xlsx,ICD-9a (1979-1984)
6469,"Other complications of pregnancy, not elsewhere classified - Unspecified complication of pregnancy",icd9_a.xlsx,ICD-9a (1979-1984)
6470,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Syphilis",icd9_a.xlsx,ICD-9a (1979-1984)
6471,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Gonorrhoea",icd9_a.xlsx,ICD-9a (1979-1984)
6472,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Other venereal diseases",icd9_a.xlsx,ICD-9a (1979-1984)
6473,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Tuberculosis",icd9_a.xlsx,ICD-9a (1979-1984)
6474,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Malaria",icd9_a.xlsx,ICD-9a (1979-1984)
6475,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Rubella",icd9_a.xlsx,ICD-9a (1979-1984)
6476,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Other viral diseases",icd9_a.xlsx,ICD-9a (1979-1984)
6478,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Other specified infective and parasitic diseases",icd9_a.xlsx,ICD-9a (1979-1984)
6479,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Unspecified infection or infestation",icd9_a.xlsx,ICD-9a (1979-1984)
6480,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Diabetes mellitus",icd9_a.xlsx,ICD-9a (1979-1984)
6481,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Thyroid dysfunction",icd9_a.xlsx,ICD-9a (1979-1984)
6482,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Anaemia",icd9_a.xlsx,ICD-9a (1979-1984)
6483,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Drug dependence",icd9_a.xlsx,ICD-9a (1979-1984)
6484,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Mental disorders",icd9_a.xlsx,ICD-9a (1979-1984)
6485,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Congenital cardiovascular disorders",icd9_a.xlsx,ICD-9a (1979-1984)
6486,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Other cardiovascular diseases",icd9_a.xlsx,ICD-9a (1979-1984)
6487,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Bone and joint disorders of back, pelvis and lower limbs",icd9_a.xlsx,ICD-9a (1979-1984)
6488,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Abnormal glucose tolerance",icd9_a.xlsx,ICD-9a (1979-1984)
6489,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium - Other",icd9_a.xlsx,ICD-9a (1979-1984)
6500,Delivery in a completely normal case - Delivery in a completely normal case,icd9_a.xlsx,ICD-9a (1979-1984)
6510,Multiple gestation - Twin pregnancy,icd9_a.xlsx,ICD-9a (1979-1984)
6511,Multiple gestation - Triplet pregnancy,icd9_a.xlsx,ICD-9a (1979-1984)
6512,Multiple gestation - Quadruplet pregnancy,icd9_a.xlsx,ICD-9a (1979-1984)
6518,Multiple gestation - Other,icd9_a.xlsx,ICD-9a (1979-1984)
6519,Multiple gestation - Unspecified,icd9_a.xlsx,ICD-9a (1979-1984)
6520,Malposition and malpresentation of fetus - Unstable lie,icd9_a.xlsx,ICD-9a (1979-1984)
6521,Malposition and malpresentation of fetus - Breech or other malpresentation successfully converted to cephalic presentation,icd9_a.xlsx,ICD-9a (1979-1984)
6522,Malposition and malpresentation of fetus - Breech presentation without mention of version,icd9_a.xlsx,ICD-9a (1979-1984)
6523,Malposition and malpresentation of fetus - Transverse or oblique presentation,icd9_a.xlsx,ICD-9a (1979-1984)
6524,Malposition and malpresentation of fetus - Face or brow presentation,icd9_a.xlsx,ICD-9a (1979-1984)
6525,Malposition and malpresentation of fetus - High head at term,icd9_a.xlsx,ICD-9a (1979-1984)
6526,Malposition and malpresentation of fetus - Multiple gestation with malpresentation of one fetus or more,icd9_a.xlsx,ICD-9a (1979-1984)
6527,Malposition and malpresentation of fetus - Prolapsed arm,icd9_a.xlsx,ICD-9a (1979-1984)
6528,Malposition and malpresentation of fetus - Other,icd9_a.xlsx,ICD-9a (1979-1984)
6529,Malposition and malpresentation of fetus - Unspecified,icd9_a.xlsx,ICD-9a (1979-1984)
6530,"Disproportion - Major abnormality of bony pelvis, not further specified",icd9_a.xlsx,ICD-9a (1979-1984)
6531,Disproportion - Generally contracted pelvis,icd9_a.xlsx,ICD-9a (1979-1984)
6532,Disproportion - Inlet contraction of pelvis,icd9_a.xlsx,ICD-9a (1979-1984)
6533,Disproportion - Outlet contraction of pelvis,icd9_a.xlsx,ICD-9a (1979-1984)
6534,Disproportion - Fetopelvic disproportion,icd9_a.xlsx,ICD-9a (1979-1984)
6535,Disproportion - Unusually large fetus causing disproportion,icd9_a.xlsx,ICD-9a (1979-1984)
6536,Disproportion - Hydrocephalic fetus causing disproportion,icd9_a.xlsx,ICD-9a (1979-1984)
6537,Disproportion - Other fetal abnormality causing disproportion,icd9_a.xlsx,ICD-9a (1979-1984)
6538,Disproportion - Disproportion of other origin,icd9_a.xlsx,ICD-9a (1979-1984)
6539,Disproportion - Unspecified,icd9_a.xlsx,ICD-9a (1979-1984)
6540,Abnormality of organs and soft tissues of pelvis - Congenital abnormalities of uterus,icd9_a.xlsx,ICD-9a (1979-1984)
6541,Abnormality of organs and soft tissues of pelvis - Tumours of body of uterus,icd9_a.xlsx,ICD-9a (1979-1984)
6542,Abnormality of organs and soft tissues of pelvis - Uterine scar from previous surgery,icd9_a.xlsx,ICD-9a (1979-1984)
6543,Abnormality of organs and soft tissues of pelvis - Retroverted and incarcerated gravid uterus,icd9_a.xlsx,ICD-9a (1979-1984)
6544,Abnormality of organs and soft tissues of pelvis - Other abnormalities in shape or position of gravid uterus and of neighbouring structures,icd9_a.xlsx,ICD-9a (1979-1984)
6545,Abnormality of organs and soft tissues of pelvis - Cervical incompetence,icd9_a.xlsx,ICD-9a (1979-1984)
6546,Abnormality of organs and soft tissues of pelvis - Other congenital or acquired abnormality of cervix,icd9_a.xlsx,ICD-9a (1979-1984)
6547,Abnormality of organs and soft tissues of pelvis - Congenital or acquired abnormality of vagina,icd9_a.xlsx,ICD-9a (1979-1984)
6548,Abnormality of organs and soft tissues of pelvis - Congenital or acquired abnormality of vulva,icd9_a.xlsx,ICD-9a (1979-1984)
6549,Abnormality of organs and soft tissues of pelvis - Unspecified,icd9_a.xlsx,ICD-9a (1979-1984)
6550,Known or suspected fetal abnormality affecting management of mother - Central nervous system malformation in fetus,icd9_a.xlsx,ICD-9a (1979-1984)
6551,Known or suspected fetal abnormality affecting management of mother - Chromosomal abnormality in fetus,icd9_a.xlsx,ICD-9a (1979-1984)
6552,Known or suspected fetal abnormality affecting management of mother - Hereditary disease in family possibly affecting fetus,icd9_a.xlsx,ICD-9a (1979-1984)
6553,Known or suspected fetal abnormality affecting management of mother - Suspected damage to fetus from viral disease in the mother,icd9_a.xlsx,ICD-9a (1979-1984)
6554,Known or suspected fetal abnormality affecting management of mother - Suspected damage to fetus from other disease in the mother,icd9_a.xlsx,ICD-9a (1979-1984)
6555,Known or suspected fetal abnormality affecting management of mother - Suspected damage to fetus from drugs,icd9_a.xlsx,ICD-9a (1979-1984)
6556,Known or suspected fetal abnormality affecting management of mother - Suspected damage to fetus from radiation,icd9_a.xlsx,ICD-9a (1979-1984)
6558,"Known or suspected fetal abnormality affecting management of mother - Other known or suspected fetal abnormality, not elsewhere classified",icd9_a.xlsx,ICD-9a (1979-1984)
6559,Known or suspected fetal abnormality affecting management of mother - Unspecified,icd9_a.xlsx,ICD-9a (1979-1984)
6560,Other fetal and placental problems affecting management of mother - Fetal-maternal haemorrhage,icd9_a.xlsx,ICD-9a (1979-1984)
6561,Other fetal and placental problems affecting management of mother - Rhesus isoimmunization,icd9_a.xlsx,ICD-9a (1979-1984)
6562,Other fetal and placental problems affecting management of mother - Isoimmunization from other and unspecified blood-group incompatibility,icd9_a.xlsx,ICD-9a (1979-1984)
6563,Other fetal and placental problems affecting management of mother - Fetal distress,icd9_a.xlsx,ICD-9a (1979-1984)
6564,Other fetal and placental problems affecting management of mother - Intrauterine death,icd9_a.xlsx,ICD-9a (1979-1984)
6565,Other fetal and placental problems affecting management of mother - Poor fetal growth,icd9_a.xlsx,ICD-9a (1979-1984)
6566,Other fetal and placental problems affecting management of mother - Excessive fetal growth,icd9_a.xlsx,ICD-9a (1979-1984)
6567,Other fetal and placental problems affecting management of mother - Other placental conditions,icd9_a.xlsx,ICD-9a (1979-1984)
6568,Other fetal and placental problems affecting management of mother - Other,icd9_a.xlsx,ICD-9a (1979-1984)
6569,Other fetal and placental problems affecting management of mother - Unspecified,icd9_a.xlsx,ICD-9a (1979-1984)
6570,Polyhydramnios - Polyhydramnios,icd9_a.xlsx,ICD-9a (1979-1984)
6580,Other problems associated with amniotic cavity and membranes - Oligohydramnios,icd9_a.xlsx,ICD-9a (1979-1984)
6581,Other problems associated with amniotic cavity and membranes - Premature rupture of membranes,icd9_a.xlsx,ICD-9a (1979-1984)
6582,Other problems associated with amniotic cavity and membranes - Delayed delivery after spontaneous or unspecified rupture of membranes,icd9_a.xlsx,ICD-9a (1979-1984)
6583,Other problems associated with amniotic cavity and membranes - Delayed delivery after artificial rupture of membranes,icd9_a.xlsx,ICD-9a (1979-1984)
6584,Other problems associated with amniotic cavity and membranes - Infection of amniotic cavity,icd9_a.xlsx,ICD-9a (1979-1984)
6588,Other problems associated with amniotic cavity and membranes - Other,icd9_a.xlsx,ICD-9a (1979-1984)
6589,Other problems associated with amniotic cavity and membranes - Unspecified,icd9_a.xlsx,ICD-9a (1979-1984)
6590,Other indications for care or intervention related to labour and delivery and not otherwise classified - Failed mechanical induction,icd9_a.xlsx,ICD-9a (1979-1984)
6591,Other indications for care or intervention related to labour and delivery and not otherwise classified - Failed medical or unspecified induction,icd9_a.xlsx,ICD-9a (1979-1984)
6592,"Other indications for care or intervention related to labour and delivery and not otherwise classified - Maternal pyrexia during labour, unspecified",icd9_a.xlsx,ICD-9a (1979-1984)
6593,Other indications for care or intervention related to labour and delivery and not otherwise classified - Generalized infection during labour,icd9_a.xlsx,ICD-9a (1979-1984)
6594,Other indications for care or intervention related to labour and delivery and not otherwise classified - Grand multiparity,icd9_a.xlsx,ICD-9a (1979-1984)
6595,Other indications for care or intervention related to labour and delivery and not otherwise classified - Elderly primigravida,icd9_a.xlsx,ICD-9a (1979-1984)
6598,Other indications for care or intervention related to labour and delivery and not otherwise classified - Other,icd9_a.xlsx,ICD-9a (1979-1984)
6599,Other indications for care or intervention related to labour and delivery and not otherwise classified - Unspecified,icd9_a.xlsx,ICD-9a (1979-1984)
6600,Obstructed labour - Obstruction caused by malposition of fetus at onset of labour,icd9_a.xlsx,ICD-9a (1979-1984)
6601,Obstructed labour - Obstruction by bony pelvis,icd9_a.xlsx,ICD-9a (1979-1984)
6602,Obstructed labour - Obstruction by abnormal pelvic soft tissues,icd9_a.xlsx,ICD-9a (1979-1984)
6603,Obstructed labour - Deep transverse arrest and persistent occipitoposterior or occipitoanterior position,icd9_a.xlsx,ICD-9a (1979-1984)
6604,Obstructed labour - Shoulder dystocia,icd9_a.xlsx,ICD-9a (1979-1984)
6605,Obstructed labour - Locked twins,icd9_a.xlsx,ICD-9a (1979-1984)
6606,"Obstructed labour - Failed trial of labour, unspecified",icd9_a.xlsx,ICD-9a (1979-1984)
6607,"Obstructed labour - Failed forceps or ventouse, unspecified",icd9_a.xlsx,ICD-9a (1979-1984)
6608,Obstructed labour - Other,icd9_a.xlsx,ICD-9a (1979-1984)
6609,Obstructed labour - Unspecified,icd9_a.xlsx,ICD-9a (1979-1984)
6610,Abnormality of forces of labour - Primary uterine inertia,icd9_a.xlsx,ICD-9a (1979-1984)
6611,Abnormality of forces of labour - Secondary uterine inertia,icd9_a.xlsx,ICD-9a (1979-1984)
6612,Abnormality of forces of labour - Other and unspecified uterine inertia,icd9_a.xlsx,ICD-9a (1979-1984)
6613,Abnormality of forces of labour - Precipitate labour,icd9_a.xlsx,ICD-9a (1979-1984)
6614,"Abnormality of forces of labour - Hypertonic, incoordinate, or prolonged uterine contractions",icd9_a.xlsx,ICD-9a (1979-1984)
6619,Abnormality of forces of labour - Unspecified,icd9_a.xlsx,ICD-9a (1979-1984)
6620,Long labour - Prolonged first stage,icd9_a.xlsx,ICD-9a (1979-1984)
6621,"Long labour - Prolonged labour, unspecified",icd9_a.xlsx,ICD-9a (1979-1984)
6622,Long labour - Prolonged second stage,icd9_a.xlsx,ICD-9a (1979-1984)
6623,"Long labour - Delayed delivery of second twin, triplet, etc.",icd9_a.xlsx,ICD-9a (1979-1984)
6630,Umbilical cord complications - Prolapse of cord,icd9_a.xlsx,ICD-9a (1979-1984)
6631,"Umbilical cord complications - Cord around neck, with compression",icd9_a.xlsx,ICD-9a (1979-1984)
6632,"Umbilical cord complications - Other and unspecified cord entanglement, with compression",icd9_a.xlsx,ICD-9a (1979-1984)
6633,"Umbilical cord complications - Other and unspecified cord entanglement, without mention of compression",icd9_a.xlsx,ICD-9a (1979-1984)
6634,Umbilical cord complications - Short cord,icd9_a.xlsx,ICD-9a (1979-1984)
6635,Umbilical cord complications - Vasa praevia,icd9_a.xlsx,ICD-9a (1979-1984)
6636,Umbilical cord complications - Vascular lesions of cord,icd9_a.xlsx,ICD-9a (1979-1984)
6638,Umbilical cord complications - Other,icd9_a.xlsx,ICD-9a (1979-1984)
6639,Umbilical cord complications - Unspecified,icd9_a.xlsx,ICD-9a (1979-1984)
6640,Trauma to perineum and vulva during delivery - First-degree perineal laceration,icd9_a.xlsx,ICD-9a (1979-1984)
6641,Trauma to perineum and vulva during delivery - Second-degree perineal laceration,icd9_a.xlsx,ICD-9a (1979-1984)
