code,icd_version,original_description,harmonized_category,harmonized_category_name,classification_confidence
5981,ICD-9a (1979-1984),Urethral stricture - Traumatic,genitourinary,Diseases of the Genitourinary System,medium
5982,ICD-9a (1979-1984),Urethral stricture - Postoperative,genitourinary,Diseases of the Genitourinary System,medium
5988,ICD-9a (1979-1984),Urethral stricture - Other,genitourinary,Diseases of the Genitourinary System,medium
5989,ICD-9a (1979-1984),Urethral stricture - Unspecified,genitourinary,Diseases of the Genitourinary System,medium
5990,ICD-9a (1979-1984),"Other disorders of urethra and urinary tract - Urinary tract infection, site not specified",genitourinary,Diseases of the Genitourinary System,high
5991,ICD-9a (1979-1984),Other disorders of urethra and urinary tract - Urethral fistula,genitourinary,Diseases of the Genitourinary System,high
5992,ICD-9a (1979-1984),Other disorders of urethra and urinary tract - Urethral diverticulum,genitourinary,Diseases of the Genitourinary System,high
5993,ICD-9a (1979-1984),Other disorders of urethra and urinary tract - Urethral caruncle,genitourinary,Diseases of the Genitourinary System,high
5994,ICD-9a (1979-1984),Other disorders of urethra and urinary tract - Urethral false passage,genitourinary,Diseases of the Genitourinary System,high
5995,ICD-9a (1979-1984),Other disorders of urethra and urinary tract - Prolapsed urethral mucosa,genitourinary,Diseases of the Genitourinary System,high
5996,ICD-9a (1979-1984),"Other disorders of urethra and urinary tract - Urinary obstruction, unspecified",genitourinary,Diseases of the Genitourinary System,high
5997,ICD-9a (1979-1984),Other disorders of urethra and urinary tract - Haematuria,genitourinary,Diseases of the Genitourinary System,high
5998,ICD-9a (1979-1984),Other disorders of urethra and urinary tract - Other,genitourinary,Diseases of the Genitourinary System,high
5999,ICD-9a (1979-1984),Other disorders of urethra and urinary tract - Unspecified,genitourinary,Diseases of the Genitourinary System,high
6000,ICD-9a (1979-1984),Hyperplasia of prostate - Hyperplasia of prostate,genitourinary,Diseases of the Genitourinary System,medium
6010,ICD-9a (1979-1984),Inflammatory diseases of prostate - Acute prostatitis,genitourinary,Diseases of the Genitourinary System,medium
6011,ICD-9a (1979-1984),Inflammatory diseases of prostate - Chronic prostatitis,genitourinary,Diseases of the Genitourinary System,medium
6012,ICD-9a (1979-1984),Inflammatory diseases of prostate - Abscess of prostate,skin,Diseases of the Skin,medium
6013,ICD-9a (1979-1984),Inflammatory diseases of prostate - Prostatocystitis,genitourinary,Diseases of the Genitourinary System,high
6014,ICD-9a (1979-1984),Inflammatory diseases of prostate - Prostatitis in diseases classified elsewhere,genitourinary,Diseases of the Genitourinary System,medium
6018,ICD-9a (1979-1984),Inflammatory diseases of prostate - Other,genitourinary,Diseases of the Genitourinary System,medium
6019,ICD-9a (1979-1984),Inflammatory diseases of prostate - Unspecified,genitourinary,Diseases of the Genitourinary System,medium
6020,ICD-9a (1979-1984),Other disorders of prostate - Calculus of prostate,genitourinary,Diseases of the Genitourinary System,medium
6021,ICD-9a (1979-1984),Other disorders of prostate - Congestion or haemorrhage of prostate,circulatory,Diseases of the Circulatory System,medium
6022,ICD-9a (1979-1984),Other disorders of prostate - Atrophy of prostate,genitourinary,Diseases of the Genitourinary System,medium
6028,ICD-9a (1979-1984),Other disorders of prostate - Other,genitourinary,Diseases of the Genitourinary System,medium
6029,ICD-9a (1979-1984),Other disorders of prostate - Unspecified,genitourinary,Diseases of the Genitourinary System,medium
6030,ICD-9a (1979-1984),Hydrocele - Encysted hydrocele,other,Other and Unclassified,low
6031,ICD-9a (1979-1984),Hydrocele - Infected hydrocele,other,Other and Unclassified,low
6038,ICD-9a (1979-1984),Hydrocele - Other,other,Other and Unclassified,low
6039,ICD-9a (1979-1984),Hydrocele - Unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
6040,ICD-9a (1979-1984),"Orchitis and epididymitis - Orchitis, epididymitis and epididymo-orchitis, with abscess",skin,Diseases of the Skin,medium
6049,ICD-9a (1979-1984),"Orchitis and epididymitis - Orchitis, epididymitis and epididymo-orchitis, without mention of abscess",skin,Diseases of the Skin,medium
6050,ICD-9a (1979-1984),Redundant prepuce and phimosis - Redundant prepuce and phimosis,other,Other and Unclassified,low
6060,ICD-9a (1979-1984),"Infertility, male - Infertility, male",other,Other and Unclassified,low
6070,ICD-9a (1979-1984),Disorders of penis - Leukoplakia of penis,other,Other and Unclassified,low
6071,ICD-9a (1979-1984),Disorders of penis - Balanoposthitis,other,Other and Unclassified,low
6072,ICD-9a (1979-1984),Disorders of penis - Other inflammatory disorders of penis,other,Other and Unclassified,low
6073,ICD-9a (1979-1984),Disorders of penis - Priapism,other,Other and Unclassified,low
6078,ICD-9a (1979-1984),Disorders of penis - Other,other,Other and Unclassified,low
6079,ICD-9a (1979-1984),Disorders of penis - Unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
6080,ICD-9a (1979-1984),Other disorders of male genital organs - Seminal vesiculitis,genitourinary,Diseases of the Genitourinary System,medium
6081,ICD-9a (1979-1984),Other disorders of male genital organs - Spermatocele,genitourinary,Diseases of the Genitourinary System,medium
6082,ICD-9a (1979-1984),Other disorders of male genital organs - Torsion of testis,genitourinary,Diseases of the Genitourinary System,medium
6083,ICD-9a (1979-1984),Other disorders of male genital organs - Atrophy of testis,genitourinary,Diseases of the Genitourinary System,medium
6084,ICD-9a (1979-1984),Other disorders of male genital organs - Other inflammatory disorders of male genital organs,genitourinary,Diseases of the Genitourinary System,medium
6088,ICD-9a (1979-1984),Other disorders of male genital organs - Other,genitourinary,Diseases of the Genitourinary System,medium
6089,ICD-9a (1979-1984),Other disorders of male genital organs - Unspecified,genitourinary,Diseases of the Genitourinary System,medium
6100,ICD-9a (1979-1984),Benign mammary displasias - Solitary cyst of breast,neoplasms,Neoplasms (Cancers and Tumors),medium
6101,ICD-9a (1979-1984),Benign mammary displasias - Diffuse cystic mastopathy,neoplasms,Neoplasms (Cancers and Tumors),medium
6102,ICD-9a (1979-1984),Benign mammary displasias - Fibroadenosis of breast,neoplasms,Neoplasms (Cancers and Tumors),medium
6103,ICD-9a (1979-1984),Benign mammary displasias - Fibrosclerosis of breast,neoplasms,Neoplasms (Cancers and Tumors),medium
6104,ICD-9a (1979-1984),Benign mammary displasias - Mammary duct ectasia,neoplasms,Neoplasms (Cancers and Tumors),medium
6108,ICD-9a (1979-1984),Benign mammary dysplasias - Other,neoplasms,Neoplasms (Cancers and Tumors),medium
6109,ICD-9a (1979-1984),"Benign mammary dysplasias - Mammary dysplasia, unspecified",neoplasms,Neoplasms (Cancers and Tumors),medium
6110,ICD-9a (1979-1984),Other disorders of breast - Inflammatory disease of breast,other,Other and Unclassified,low
6111,ICD-9a (1979-1984),Other disorders of breast - Hypertrophy of breast,other,Other and Unclassified,low
6112,ICD-9a (1979-1984),Other disorders of breast - Fissure of nipple,other,Other and Unclassified,low
6113,ICD-9a (1979-1984),Other disorders of breast - Fat necrosis of breast,other,Other and Unclassified,low
6114,ICD-9a (1979-1984),Other disorders of breast - Atrophy of breast,other,Other and Unclassified,low
6115,ICD-9a (1979-1984),Other disorders of breast - Galactocele,other,Other and Unclassified,low
6116,ICD-9a (1979-1984),Other disorders of breast - Galactorrhoea not associated with childbirth,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
6117,ICD-9a (1979-1984),Other disorders of breast - Signs and symptoms in breast,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",high
6118,ICD-9a (1979-1984),Other disorders of breast - Other,other,Other and Unclassified,low
6119,ICD-9a (1979-1984),Other disorders of breast - Unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
6140,ICD-9a (1979-1984),"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue and peritoneum - Acute salpingitis and oophoritis",genitourinary,Diseases of the Genitourinary System,high
6141,ICD-9a (1979-1984),"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue and peritoneum - Chronic salpingitis and oophoritis",genitourinary,Diseases of the Genitourinary System,high
6142,ICD-9a (1979-1984),"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue and peritoneum - Salpingitis and oophoritis, not specified as acute, subacute or chronic",genitourinary,Diseases of the Genitourinary System,high
6143,ICD-9a (1979-1984),"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue and peritoneum - Acute parametritis and pelvic cellulitis",skin,Diseases of the Skin,medium
6144,ICD-9a (1979-1984),"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue and peritoneum - Chronic or unspecified parametritis and pelvic cellulitis",skin,Diseases of the Skin,medium
6145,ICD-9a (1979-1984),"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue and peritoneum - Acute or unspecified pelvic peritonitis, female",digestive,Diseases of the Digestive System,medium
6146,ICD-9a (1979-1984),"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue and peritoneum - Pelvic peritoneal adhesions, female",genitourinary,Diseases of the Genitourinary System,medium
6147,ICD-9a (1979-1984),"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue and peritoneum - Other chronic pelvic peritonitis, female",digestive,Diseases of the Digestive System,medium
6148,ICD-9a (1979-1984),"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue and peritoneum - Other specified inflammatory disease of female pelvic organs and tissues",genitourinary,Diseases of the Genitourinary System,medium
6149,ICD-9a (1979-1984),"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue and peritoneum - Unspecified inflammatory disease of female pelvic organs and tissues",genitourinary,Diseases of the Genitourinary System,medium
6150,ICD-9a (1979-1984),"Inflammatory diseases of uterus, except cervix - Acute",genitourinary,Diseases of the Genitourinary System,medium
6151,ICD-9a (1979-1984),"Inflammatory diseases of uterus, except cervix - Chronic",genitourinary,Diseases of the Genitourinary System,medium
6159,ICD-9a (1979-1984),"Inflammatory diseases of uterus, except cervix - Unspecified",genitourinary,Diseases of the Genitourinary System,medium
6160,ICD-9a (1979-1984),"Inflammatory disease of cervix, vagina and vulva - Cervicitis and endocervicitis",genitourinary,Diseases of the Genitourinary System,medium
6161,ICD-9a (1979-1984),"Inflammatory disease of cervix, vagina and vulva - Vaginitis and vulvovaginitis",genitourinary,Diseases of the Genitourinary System,medium
6162,ICD-9a (1979-1984),"Inflammatory disease of cervix, vagina and vulva - Cyst of Bartholin's gland",genitourinary,Diseases of the Genitourinary System,medium
6163,ICD-9a (1979-1984),"Inflammatory disease of cervix, vagina and vulva - Abscess of Bartholin's gland",skin,Diseases of the Skin,medium
6164,ICD-9a (1979-1984),"Inflammatory disease of cervix, vagina and vulva - Other abscess of vulva",skin,Diseases of the Skin,medium
6165,ICD-9a (1979-1984),"Inflammatory disease of cervix, vagina and vulva - Ulceration of vulva",digestive,Diseases of the Digestive System,medium
6168,ICD-9a (1979-1984),"Inflammatory disease of cervix, vagina and vulva - Other",genitourinary,Diseases of the Genitourinary System,medium
6169,ICD-9a (1979-1984),"Inflammatory disease of cervix, vagina and vulva - Unspecified",genitourinary,Diseases of the Genitourinary System,medium
6170,ICD-9a (1979-1984),Endometriosis - Uterus,genitourinary,Diseases of the Genitourinary System,medium
6171,ICD-9a (1979-1984),Endometriosis - Ovary,genitourinary,Diseases of the Genitourinary System,medium
6172,ICD-9a (1979-1984),Endometriosis - Fallopian tube,injury_poisoning,"Injury, Poisoning and External Causes",medium
6173,ICD-9a (1979-1984),Endometriosis - Pelvic peritoneum,other,Other and Unclassified,low
6174,ICD-9a (1979-1984),Endometriosis - Rectovaginal septum and vagina,genitourinary,Diseases of the Genitourinary System,medium
6175,ICD-9a (1979-1984),Endometriosis - Intestine,digestive,Diseases of the Digestive System,medium
6176,ICD-9a (1979-1984),Endometriosis - Endometriosis in scar or skin,skin,Diseases of the Skin,medium
6178,ICD-9a (1979-1984),Endometriosis - Other specified sites,other,Other and Unclassified,low
6179,ICD-9a (1979-1984),Endometriosis - Site unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
6180,ICD-9a (1979-1984),"Genital prolapse - Prolapse of vaginal walls, without mention of uterine prolapse",genitourinary,Diseases of the Genitourinary System,high
6181,ICD-9a (1979-1984),Genital prolapse - Uterine prolapse without mention of vaginal wall prolapse,genitourinary,Diseases of the Genitourinary System,high
6182,ICD-9a (1979-1984),"Genital prolapse - Uterovaginal prolapse, incomplete",genitourinary,Diseases of the Genitourinary System,high
6183,ICD-9a (1979-1984),"Genital prolapse - Uterovaginal prolapse, complete",genitourinary,Diseases of the Genitourinary System,high
6184,ICD-9a (1979-1984),"Genital prolapse - Uterovaginal prolapse, unspecified",genitourinary,Diseases of the Genitourinary System,high
6185,ICD-9a (1979-1984),Genital prolapse - Prolapse of vaginal vault after hysterectomy,genitourinary,Diseases of the Genitourinary System,high
6186,ICD-9a (1979-1984),"Genital prolapse - Vaginal enterocele, congenital or acquired",genitourinary,Diseases of the Genitourinary System,high
6187,ICD-9a (1979-1984),Genital prolapse - Old laceration of muscles of pelvic floor,musculoskeletal,Diseases of Musculoskeletal System and Connective Tissue,medium
6188,ICD-9a (1979-1984),Genital prolapse - Other,genitourinary,Diseases of the Genitourinary System,medium
6189,ICD-9a (1979-1984),Genital prolapse - Unspecified,genitourinary,Diseases of the Genitourinary System,medium
6190,ICD-9a (1979-1984),"Fistulae involving female genital tract - Urinary-genital tract fistulae, female",genitourinary,Diseases of the Genitourinary System,high
6191,ICD-9a (1979-1984),"Fistulae involving female genital tract - Digestive-genital tract fistulae, female",digestive,Diseases of the Digestive System,medium
6192,ICD-9a (1979-1984),"Fistulae involving female genital tract - Genital tract-skin fistulae, female",skin,Diseases of the Skin,medium
6198,ICD-9a (1979-1984),Fistulae involving female genital tract - Other,genitourinary,Diseases of the Genitourinary System,medium
6199,ICD-9a (1979-1984),Fistulae involving female genital tract - Unspecified fistula involving female genital tract,genitourinary,Diseases of the Genitourinary System,medium
6200,ICD-9a (1979-1984),"Noninflammatory disorders of ovary, fallopian tube and broad ligament - Follicular cyst of ovary",genitourinary,Diseases of the Genitourinary System,medium
6201,ICD-9a (1979-1984),"Noninflammatory disorders of ovary, fallopian tube and broad ligament - Corpus luteum cyst or haematoma",genitourinary,Diseases of the Genitourinary System,medium
6202,ICD-9a (1979-1984),"Noninflammatory disorders of ovary, fallopian tube and broad ligament - Other and unspecified ovarian cyst",genitourinary,Diseases of the Genitourinary System,medium
6203,ICD-9a (1979-1984),"Noninflammatory disorders of ovary, fallopian tube and broad ligament - Acquired atrophy of ovary and fallopian tube",genitourinary,Diseases of the Genitourinary System,medium
6204,ICD-9a (1979-1984),"Noninflammatory disorders of ovary, fallopian tube and broad ligament - Prolapse or hernia of ovary and fallopian tube",digestive,Diseases of the Digestive System,medium
6205,ICD-9a (1979-1984),"Noninflammatory disorders of ovary, fallopian tube and broad ligament - Torsion of ovary, ovarian pedicle or fallopian tube",genitourinary,Diseases of the Genitourinary System,medium
6206,ICD-9a (1979-1984),"Noninflammatory disorders of ovary, fallopian tube and broad ligament - Broad ligament laceration syndrome",genitourinary,Diseases of the Genitourinary System,medium
6207,ICD-9a (1979-1984),"Noninflammatory disorders of ovary, fallopian tube and broad ligament - Haematoma of broad ligament",genitourinary,Diseases of the Genitourinary System,medium
6208,ICD-9a (1979-1984),"Noninflammatory disorders of ovary, fallopian tube and broad ligament - Other",genitourinary,Diseases of the Genitourinary System,medium
6209,ICD-9a (1979-1984),"Noninflammatory disorders of ovary, fallopian tube and broad ligament - Unspecified",genitourinary,Diseases of the Genitourinary System,medium
6210,ICD-9a (1979-1984),"Disorders of uterus, not elsewhere classified - Polyp of corpus uteri",genitourinary,Diseases of the Genitourinary System,medium
6211,ICD-9a (1979-1984),"Disorders of uterus, not elsewhere classified - Chronic subinvolution of uterus",genitourinary,Diseases of the Genitourinary System,medium
6212,ICD-9a (1979-1984),"Disorders of uterus, not elsewhere classified - Hypertrophy of uterus",genitourinary,Diseases of the Genitourinary System,medium
6213,ICD-9a (1979-1984),"Disorders of uterus, not elsewhere classified - Endometrial cystic hyperplasia",genitourinary,Diseases of the Genitourinary System,medium
6214,ICD-9a (1979-1984),"Disorders of uterus, not elsewhere classified - Haematometra",genitourinary,Diseases of the Genitourinary System,medium
6215,ICD-9a (1979-1984),"Disorders of uterus, not elsewhere classified - Intrauterine synechiae",genitourinary,Diseases of the Genitourinary System,medium
6216,ICD-9a (1979-1984),"Disorders of uterus, not elsewhere classified - Malposition of uterus",genitourinary,Diseases of the Genitourinary System,medium
6217,ICD-9a (1979-1984),"Disorders of uterus, not elsewhere classified - Chronic inversion of uterus",genitourinary,Diseases of the Genitourinary System,medium
6218,ICD-9a (1979-1984),"Disorders of uterus, not elsewhere classified - Other",genitourinary,Diseases of the Genitourinary System,medium
6219,ICD-9a (1979-1984),"Disorders of uterus, not elsewhere classified - Unspecified disorders of uterus",genitourinary,Diseases of the Genitourinary System,medium
6220,ICD-9a (1979-1984),Noninflammatory disorders of cervix - Erosion and ectropion of cervix,other,Other and Unclassified,low
6221,ICD-9a (1979-1984),Noninflammatory disorders of cervix - Dysplasia of cervix (uteri),other,Other and Unclassified,low
6222,ICD-9a (1979-1984),Noninflammatory disorders of cervix - Leukoplakia of cervix (uteri),other,Other and Unclassified,low
6223,ICD-9a (1979-1984),Noninflammatory disorders of cervix - Old laceration of cervix,other,Other and Unclassified,low
6224,ICD-9a (1979-1984),Noninflammatory disorders of cervix - Stricture and stenosis of cervix,other,Other and Unclassified,low
6225,ICD-9a (1979-1984),Noninflammatory disorders of cervix - Incompetence of cervix,other,Other and Unclassified,low
6226,ICD-9a (1979-1984),Noninflammatory disorders of cervix - Hypertrophic elongation of cervix,other,Other and Unclassified,low
6227,ICD-9a (1979-1984),Noninflammatory disorders of cervix - Mucous polyp of cervix,other,Other and Unclassified,low
6228,ICD-9a (1979-1984),Noninflammatory disorders of cervix - Other,other,Other and Unclassified,low
6229,ICD-9a (1979-1984),Noninflammatory disorders of cervix - Unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
6230,ICD-9a (1979-1984),Noninflammatory disorders of vagina - Dysplasia of vagina,genitourinary,Diseases of the Genitourinary System,medium
6231,ICD-9a (1979-1984),Noninflammatory disorders of vagina - Leukoplakia of vagina,genitourinary,Diseases of the Genitourinary System,medium
6232,ICD-9a (1979-1984),Noninflammatory disorders of vagina - Stricture or atresia of vagina,genitourinary,Diseases of the Genitourinary System,medium
6233,ICD-9a (1979-1984),Noninflammatory disorders of vagina - Tight hymenal ring,genitourinary,Diseases of the Genitourinary System,medium
6234,ICD-9a (1979-1984),Noninflammatory disorders of vagina - Old vaginal laceration,genitourinary,Diseases of the Genitourinary System,medium
6235,ICD-9a (1979-1984),"Noninflammatory disorders of vagina - Leukorrhoea, not specified as infective",genitourinary,Diseases of the Genitourinary System,medium
6236,ICD-9a (1979-1984),Noninflammatory disorders of vagina - Vaginal haematoma,genitourinary,Diseases of the Genitourinary System,medium
6237,ICD-9a (1979-1984),Noninflammatory disorders of vagina - Polyp of vagina,genitourinary,Diseases of the Genitourinary System,medium
6238,ICD-9a (1979-1984),Noninflammatory disorders of vagina - Other,genitourinary,Diseases of the Genitourinary System,medium
6239,ICD-9a (1979-1984),Noninflammatory disorders of vagina - Unspecified,genitourinary,Diseases of the Genitourinary System,medium
6240,ICD-9a (1979-1984),Noninflammatory disorders of vulva and perineum - Dystrophy of vulva,other,Other and Unclassified,low
6241,ICD-9a (1979-1984),Noninflammatory disorders of vulva and perineum - Atrophy of vulva,other,Other and Unclassified,low
6242,ICD-9a (1979-1984),Noninflammatory disorders of vulva and perineum - Hypertrophy of clitoris,other,Other and Unclassified,low
6243,ICD-9a (1979-1984),Noninflammatory disorders of vulva and perineum - Hypertrophy of labia,other,Other and Unclassified,low
6244,ICD-9a (1979-1984),Noninflammatory disorders of vulva and perineum - Old laceration or scarring of vulva,other,Other and Unclassified,low
6245,ICD-9a (1979-1984),Noninflammatory disorders of vulva and perineum - Haematoma of vulva,other,Other and Unclassified,low
6246,ICD-9a (1979-1984),Noninflammatory disorders of vulva and perineum - Polyp of labia and vulva,other,Other and Unclassified,low
6248,ICD-9a (1979-1984),Noninflammatory disorders of vulva and perineum - Other,other,Other and Unclassified,low
6249,ICD-9a (1979-1984),Noninflammatory disorders of vulva and perineum - Unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
6250,ICD-9a (1979-1984),Pain and other symptoms associated with female genital organs - Dyspareunia,genitourinary,Diseases of the Genitourinary System,medium
6251,ICD-9a (1979-1984),Pain and other symptoms associated with female genital organs - Vaginismus,genitourinary,Diseases of the Genitourinary System,medium
6252,ICD-9a (1979-1984),Pain and other symptoms associated with female genital organs - Mittelschmerz,genitourinary,Diseases of the Genitourinary System,medium
6253,ICD-9a (1979-1984),Pain and other symptoms associated with female genital organs - Dysmenorrhoea,genitourinary,Diseases of the Genitourinary System,medium
6254,ICD-9a (1979-1984),Pain and other symptoms associated with female genital organs - Premenstrual tension syndromes,genitourinary,Diseases of the Genitourinary System,high
6255,ICD-9a (1979-1984),Pain and other symptoms associated with female genital organs - Pelvic congestion syndrome,genitourinary,Diseases of the Genitourinary System,medium
6256,ICD-9a (1979-1984),"Pain and other symptoms associated with female genital organs - Stress incontinence, female",genitourinary,Diseases of the Genitourinary System,medium
6258,ICD-9a (1979-1984),Pain and other symptoms associated with female genital organs - Other,genitourinary,Diseases of the Genitourinary System,medium
6259,ICD-9a (1979-1984),Pain and other symptoms associated with female genital organs - Unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",high
6260,ICD-9a (1979-1984),Disorders of menstruation and other abnormal bleeding from female genital tract - Absence of menstruation,genitourinary,Diseases of the Genitourinary System,medium
6261,ICD-9a (1979-1984),Disorders of menstruation and other abnormal bleeding from female genital tract - Scanty or infrequent menstruation,genitourinary,Diseases of the Genitourinary System,medium
6262,ICD-9a (1979-1984),Disorders of menstruation and other abnormal bleeding from female genital tract - Excessive or frequent menstruation,genitourinary,Diseases of the Genitourinary System,medium
6263,ICD-9a (1979-1984),Disorders of menstruation and other abnormal bleeding from female genital tract - Puberty bleeding,genitourinary,Diseases of the Genitourinary System,medium
6264,ICD-9a (1979-1984),Disorders of menstruation and other abnormal bleeding from female genital tract - Irregular menstrual cycle,genitourinary,Diseases of the Genitourinary System,high
6265,ICD-9a (1979-1984),Disorders of menstruation and other abnormal bleeding from female genital tract - Ovulation bleeding,genitourinary,Diseases of the Genitourinary System,medium
6266,ICD-9a (1979-1984),Disorders of menstruation and other abnormal bleeding from female genital tract - Metrorrhagia,genitourinary,Diseases of the Genitourinary System,medium
6267,ICD-9a (1979-1984),Disorders of menstruation and other abnormal bleeding from female genital tract - Postcoital bleeding,genitourinary,Diseases of the Genitourinary System,medium
6268,ICD-9a (1979-1984),Disorders of menstruation and other abnormal bleeding from female genital tract - Other,genitourinary,Diseases of the Genitourinary System,medium
6269,ICD-9a (1979-1984),Disorders of menstruation and other abnormal bleeding from female genital tract - Unspecified,genitourinary,Diseases of the Genitourinary System,medium
6270,ICD-9a (1979-1984),Menopausal and postmenopausal disorders - Premenopausal menorrhagia,other,Other and Unclassified,low
6271,ICD-9a (1979-1984),Menopausal and postmenopausal disorders - Postmenopausal bleeding,other,Other and Unclassified,low
6272,ICD-9a (1979-1984),Menopausal and postmenopausal disorders - Menopausal or female climacteric states,other,Other and Unclassified,low
6273,ICD-9a (1979-1984),Menopausal and postmenopausal disorders - Postmenopausal atrophic vaginitis,other,Other and Unclassified,low
6274,ICD-9a (1979-1984),Menopausal and postmenopausal disorders - States associated with artificial menopause,other,Other and Unclassified,low
6278,ICD-9a (1979-1984),Menopausal and postmenopausal disorders - Other,other,Other and Unclassified,low
6279,ICD-9a (1979-1984),Menopausal and postmenopausal disorders - Unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
6280,ICD-9a (1979-1984),"Infertility, female - Associated with anovulation",other,Other and Unclassified,low
6281,ICD-9a (1979-1984),"Infertility, female - Of pituitary-hypothalamic origin",endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
6282,ICD-9a (1979-1984),"Infertility, female - Of tubal origin",other,Other and Unclassified,low
6283,ICD-9a (1979-1984),"Infertility, female - Of uterine origin",other,Other and Unclassified,low
6284,ICD-9a (1979-1984),"Infertility, female - Of cervical or vaginal origin",genitourinary,Diseases of the Genitourinary System,medium
6288,ICD-9a (1979-1984),"Infertility, female - Of other specified origin",other,Other and Unclassified,low
6289,ICD-9a (1979-1984),"Infertility, female - Of unspecified origin",ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
6290,ICD-9a (1979-1984),"Other disorders of female genital organs - Haematocele, female",genitourinary,Diseases of the Genitourinary System,medium
6291,ICD-9a (1979-1984),"Other disorders of female genital organs - Hydrocele, canal of Nuck",genitourinary,Diseases of the Genitourinary System,medium
6298,ICD-9a (1979-1984),Other disorders of female genital organs - Other,genitourinary,Diseases of the Genitourinary System,medium
6299,ICD-9a (1979-1984),Other disorders of female genital organs - Unspecified,genitourinary,Diseases of the Genitourinary System,medium
6300,ICD-9a (1979-1984),Hydatidiform mole - Hydatidiform mole,other,Other and Unclassified,low
6310,ICD-9a (1979-1984),Other abnormal product of conception - Other abnormal product of conception,other,Other and Unclassified,low
6320,ICD-9a (1979-1984),Missed abortion - Missed abortion,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
6330,ICD-9a (1979-1984),Ectopic pregnancy - Abdominal pregnancy,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",high
6331,ICD-9a (1979-1984),Ectopic pregnancy - Tubal pregnancy,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",high
6332,ICD-9a (1979-1984),Ectopic pregnancy - Ovarian pregnancy,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",high
6338,ICD-9a (1979-1984),Ectopic pregnancy - Other ectopic pregnancy,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",high
6339,ICD-9a (1979-1984),Ectopic pregnancy - Unspecified,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",high
6340,ICD-9a (1979-1984),Spontaneous abortion - Complicated by genital tract and pelvic infection,infectious_diseases,Infectious and Parasitic Diseases,medium
6341,ICD-9a (1979-1984),Spontaneous abortion - Complicated by delayed or excessive haemorrhage,circulatory,Diseases of the Circulatory System,medium
6342,ICD-9a (1979-1984),Spontaneous abortion - Complicated by damage to pelvic organs and tissues,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
6343,ICD-9a (1979-1984),Spontaneous abortion - Complicated by renal failure,genitourinary,Diseases of the Genitourinary System,medium
6344,ICD-9a (1979-1984),Spontaneous abortion - Complicated by metabolic disorder,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
6345,ICD-9a (1979-1984),Spontaneous abortion - Complicated by shock,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
6346,ICD-9a (1979-1984),Spontaneous abortion - Complicated by embolism,circulatory,Diseases of the Circulatory System,medium
6347,ICD-9a (1979-1984),Spontaneous abortion - With other specified complications,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
6348,ICD-9a (1979-1984),Spontaneous abortion - With unspecified complications,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
6349,ICD-9a (1979-1984),Spontaneous abortion - Without mention of complication,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
6350,ICD-9a (1979-1984),Legally induced abortion - Complicated by genital tract and pelvic infection,infectious_diseases,Infectious and Parasitic Diseases,medium
6351,ICD-9a (1979-1984),Legally induced abortion - Complicated by delayed or excessive haemorrhage,circulatory,Diseases of the Circulatory System,medium
6352,ICD-9a (1979-1984),Legally induced abortion - Complicated by damage to pelvic organs and tissues,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
