year,sex,age_group,deaths,population_age_group,mortality_rate_per_100k_age_group_population,mortality_rate_per_100k,denominator_label
1959,Male,65-74,75126,1401000,5362.312633832977,5362.312633832977,age group population
1959,Female,75-84,90062,1044000,8626.628352490421,8626.628352490421,age group population
1959,Male,75-84,72003,589000,12224.617996604415,12224.617996604415,age group population
1959,Female,85+,41569,193000,21538.34196891192,21538.34196891192,age group population
1959,Male,85+,21604,90000,24004.444444444445,24004.444444444445,age group population
1960,Female,0-4,8276,1726000,479.4901506373117,479.4901506373117,age group population
1960,Male,0-4,11273,1821000,619.0554640307523,619.0554640307523,age group population
1960,Female,5-14,1014,3388000,29.929161747343564,29.929161747343564,age group population
1960,Male,5-14,1599,3550000,45.04225352112676,45.04225352112676,age group population
1960,Female,15-24,1187,2967000,40.00674081563869,40.00674081563869,age group population
1960,Male,15-24,3074,2985000,102.98157453936348,102.98157453936348,age group population
1960,Female,25-34,2138,2907000,73.54661162710698,73.54661162710698,age group population
1960,Male,25-34,3267,2930000,111.50170648464164,111.50170648464164,age group population
1960,Female,35-44,5503,3171000,173.54146956795964,173.54146956795964,age group population
1960,Male,35-44,7444,3094000,240.5946994182288,240.5946994182288,age group population
1960,Female,45-54,14348,3301000,434.65616479854594,434.65616479854594,age group population
1960,Male,45-54,22783,3166000,719.6146557169931,719.6146557169931,age group population
1960,Female,55-64,30304,2862000,1058.8399720475193,1058.8399720475193,age group population
1960,Male,55-64,52475,2453000,2139.2172849571953,2139.2172849571953,age group population
1960,Female,65-74,61343,2082000,2946.3496637848225,2946.3496637848225,age group population
1960,Male,65-74,74126,1409000,5260.894251242015,5260.894251242015,age group population
1960,Female,75-84,90258,1066000,8466.979362101314,8466.979362101314,age group population
1960,Male,75-84,71309,595000,11984.705882352942,11984.705882352942,age group population
1960,Female,85+,42721,208000,20538.942307692305,20538.942307692305,age group population
1960,Male,85+,21812,94000,23204.255319148935,23204.255319148935,age group population
1961,Female,0-4,8532,1778200,479.8110448768418,479.8110448768418,age group population
1961,Male,0-4,11522,1877900,613.557697427978,613.557697427978,age group population
1961,Female,5-14,958,3391100,28.2504202176285,28.2504202176285,age group population
1961,Male,5-14,1546,3559200,43.436727354461674,43.436727354461674,age group population
1961,Female,15-24,1366,3050300,44.782480411762776,44.782480411762776,age group population
1961,Male,15-24,3106,3080200,100.83760794753586,100.83760794753586,age group population
1961,Female,25-34,2110,2882300,73.20542622211428,73.20542622211428,age group population
1961,Male,25-34,3381,2942900,114.88667640762515,114.88667640762515,age group population
1961,Female,35-44,5573,3166200,176.01541279767545,176.01541279767545,age group population
1961,Male,35-44,7540,3126600,241.15652785773682,241.15652785773682,age group population
1961,Female,45-54,14594,3282700,444.57306485514977,444.57306485514977,age group population
1961,Male,45-54,22949,3130900,732.9841259701683,732.9841259701683,age group population
1961,Female,55-64,31232,2893300,1079.4594407769675,1079.4594407769675,age group population
1961,Male,55-64,55295,2521400,2193.0276830332355,2193.0276830332355,age group population
1961,Female,65-74,64983,2104600,3087.665114511071,3087.665114511071,age group population
1961,Male,65-74,77735,1420700,5471.598507777856,5471.598507777856,age group population
1961,Female,75-84,95067,1083100,8777.305881266733,8777.305881266733,age group population
1961,Male,75-84,74028,595000,12441.680672268909,12441.680672268909,age group population
1961,Female,85+,46556,217400,21414.903403863846,21414.903403863846,age group population
1961,Male,85+,23685,92200,25688.72017353579,25688.72017353579,age group population
1962,Female,0-4,8729,1842500,473.75848032564454,473.75848032564454,age group population
1962,Male,0-4,12009,1945900,617.1437381160388,617.1437381160388,age group population
1962,Female,5-14,940,3324600,28.274078084581603,28.274078084581603,age group population
1962,Male,5-14,1510,3504800,43.083770828577954,43.083770828577954,age group population
1962,Female,15-24,1320,3178800,41.52510381275953,41.52510381275953,age group population
1962,Male,15-24,3263,3243600,100.59810087557037,100.59810087557037,age group population
1962,Female,25-34,2192,2885300,75.97130281079957,75.97130281079957,age group population
1962,Male,25-34,3183,2967100,107.27646523541505,107.27646523541505,age group population
1962,Female,35-44,5649,3176900,177.8148509553338,177.8148509553338,age group population
1962,Male,35-44,7588,3159200,240.18738921245884,240.18738921245884,age group population
1962,Female,45-54,14225,3236600,439.5044182166471,439.5044182166471,age group population
1962,Male,45-54,22707,3098400,732.8621223857475,732.8621223857475,age group population
1962,Female,55-64,31715,2929800,1082.4970987780735,1082.4970987780735,age group population
1962,Male,55-64,56954,2586200,2202.2272059392158,2202.2272059392158,age group population
1962,Female,65-74,64288,2125000,3025.3176470588237,3025.3176470588237,age group population
1962,Male,65-74,79135,1436500,5508.87573964497,5508.87573964497,age group population
1962,Female,75-84,95311,1101800,8650.481031040117,8650.481031040117,age group population
1962,Male,75-84,74196,595400,12461.538461538461,12461.538461538461,age group population
1962,Female,85+,48089,224700,21401.424121050288,21401.424121050288,age group population
1962,Male,85+,24596,94300,26082.71474019088,26082.71474019088,age group population
1963,Female,0-4,8873,1900600,466.8525728717247,466.8525728717247,age group population
1963,Male,0-4,11949,2000700,597.2409656620183,597.2409656620183,age group population
1963,Female,5-14,909,3292800,27.605685131195333,27.605685131195333,age group population
1963,Male,5-14,1528,3481900,43.884086274735054,43.884086274735054,age group population
1963,Female,15-24,1284,3271600,39.24685169336105,39.24685169336105,age group population
1963,Male,15-24,3318,3340300,99.33239529383589,99.33239529383589,age group population
1963,Female,25-34,2144,2882100,74.39020158911904,74.39020158911904,age group population
1963,Male,25-34,3304,2959600,111.63670766319773,111.63670766319773,age group population
1963,Female,35-44,5725,3209800,178.36002243130412,178.36002243130412,age group population
1963,Male,35-44,7922,3191400,248.22961709594534,248.22961709594534,age group population
1963,Female,45-54,14240,3151800,451.8053175962941,451.8053175962941,age group population
1963,Male,45-54,22637,3020900,749.3462213247708,749.3462213247708,age group population
1963,Female,55-64,32166,2978500,1079.9395668960888,1079.9395668960888,age group population
1963,Male,55-64,59004,2650200,2226.398007697532,2226.398007697532,age group population
1963,Female,65-74,66008,2147400,3073.8567570084756,3073.8567570084756,age group population
1963,Male,65-74,80861,1451700,5570.090239030103,5570.090239030103,age group population
1963,Female,75-84,98559,1122000,8784.224598930481,8784.224598930481,age group population
1963,Male,75-84,76164,595500,12789.924433249369,12789.924433249369,age group population
1963,Female,85+,50550,229800,21997.389033942556,21997.389033942556,age group population
1963,Male,85+,25723,94300,27277.83669141039,27277.83669141039,age group population
1964,Female,0-4,8572,1955400,438.3757798915823,438.3757798915823,age group population
1964,Male,0-4,11425,2049400,557.4802381184737,557.4802381184737,age group population
1964,Female,5-14,939,3295600,28.492535501881296,28.492535501881296,age group population
1964,Male,5-14,1495,3491800,42.81459419210722,42.81459419210722,age group population
1964,Female,15-24,1428,3325800,42.93703770521378,42.93703770521378,age group population
1964,Male,15-24,3550,3413800,103.98968890971936,103.98968890971936,age group population
1964,Female,25-34,2040,2870900,71.0578564213313,71.0578564213313,age group population
1964,Male,25-34,3309,2959600,111.80564941208273,111.80564941208273,age group population
1964,Female,35-44,5713,3235400,176.57785745193792,176.57785745193792,age group population
1964,Male,35-44,8027,3221900,249.1387069741457,249.1387069741457,age group population
1964,Female,45-54,13589,3074600,441.97619202497884,441.97619202497884,age group population
1964,Male,45-54,21763,2954100,736.7049185877255,736.7049185877255,age group population
1964,Female,55-64,30786,3020400,1019.2689709972188,1019.2689709972188,age group population
1964,Male,55-64,57333,2708100,2117.0931649495956,2117.0931649495956,age group population
1964,Female,65-74,61517,2174400,2829.148270787344,2829.148270787344,age group population
1964,Male,65-74,76256,1476800,5163.596966413867,5163.596966413867,age group population
1964,Female,75-84,89472,1151600,7769.364362625912,7769.364362625912,age group population
1964,Male,75-84,68800,605500,11362.510322047894,11362.510322047894,age group population
1964,Female,85+,45908,241600,19001.655629139073,19001.655629139073,age group population
1964,Male,85+,22815,97500,23400.0,23400.0,age group population
1965,Female,0-4,8090,2005800,403.3303420081763,403.3303420081763,age group population
1965,Male,0-4,10970,2094800,523.677678059958,523.677678059958,age group population
1965,Female,5-14,981,3318300,29.56333062110117,29.56333062110117,age group population
1965,Male,5-14,1575,3522200,44.71637045028675,44.71637045028675,age group population
1965,Female,15-24,1438,3367900,42.69722972772351,42.69722972772351,age group population
1965,Male,15-24,3569,3469900,102.85599008616963,102.85599008616963,age group population
1965,Female,25-34,1967,2870000,68.53658536585367,68.53658536585367,age group population
1965,Male,25-34,3249,2951100,110.09454101860324,110.09454101860324,age group population
1965,Female,35-44,5639,3154000,178.7888395688015,178.7888395688015,age group population
1965,Male,35-44,7936,3145500,252.2969321252583,252.2969321252583,age group population
1965,Female,45-54,13577,3108800,436.7279979413279,436.7279979413279,age group population
1965,Male,45-54,22050,2992000,736.9652406417113,736.9652406417113,age group population
1965,Female,55-64,31202,3048800,1023.4190501180792,1023.4190501180792,age group population
1965,Male,55-64,58277,2744900,2123.101023716711,2123.101023716711,age group population
1965,Female,65-74,62857,2216900,2835.355676846046,2835.355676846046,age group population
1965,Male,65-74,79747,1517100,5256.542086876278,5256.542086876278,age group population
1965,Female,75-84,91557,1176900,7779.505480499618,7779.505480499618,age group population
1965,Male,75-84,70811,613500,11542.135289323553,11542.135289323553,age group population
1965,Female,85+,49743,253200,19645.7345971564,19645.7345971564,age group population
1965,Male,85+,24144,99600,24240.963855421687,24240.963855421687,age group population
1966,Female,0-4,8010,2029500,394.6784922394679,394.6784922394679,age group population
1966,Male,0-4,10920,2121900,514.633111833734,514.633111833734,age group population
1966,Female,5-14,916,3362900,27.238395432513602,27.238395432513602,age group population
1966,Male,5-14,1529,3566300,42.873566441409864,42.873566441409864,age group population
1966,Female,15-24,1479,3443100,42.955476169730765,42.955476169730765,age group population
1966,Male,15-24,3726,3529500,105.5673608159796,105.5673608159796,age group population
1966,Female,25-34,1981,2860900,69.24394421335944,69.24394421335944,age group population
1966,Male,25-34,3193,2961600,107.81334413830362,107.81334413830362,age group population
1966,Female,35-44,5235,3081300,169.8958231915101,169.8958231915101,age group population
1966,Male,35-44,7620,3092100,246.43446201610556,246.43446201610556,age group population
1966,Female,45-54,13889,3133700,443.2140919679612,443.2140919679612,age group population
1966,Male,45-54,22037,3018300,730.1129775038929,730.1129775038929,age group population
1966,Female,55-64,31350,3058900,1024.878224198241,1024.878224198241,age group population
1966,Male,55-64,58673,2753200,2131.0838297254104,2131.0838297254104,age group population
1966,Female,65-74,64122,2252300,2846.9564445233764,2846.9564445233764,age group population
1966,Male,65-74,82782,1546500,5352.86129970902,5352.86129970902,age group population
1966,Female,75-84,95013,1187400,8001.768569984841,8001.768569984841,age group population
1966,Male,75-84,72378,607000,11923.887973640856,11923.887973640856,age group population
1966,Female,85+,53007,260700,20332.566168009205,20332.566168009205,age group population
1966,Male,85+,25764,99400,25919.517102615697,25919.517102615697,age group population
1967,Female,0-4,7740,2036000,380.15717092337917,380.15717092337917,age group population
1967,Male,0-4,10100,2127100,474.8248789431621,474.8248789431621,age group population
1967,Female,5-14,973,3431700,28.35329428563103,28.35329428563103,age group population
1967,Male,5-14,1559,3634800,42.89094310553538,42.89094310553538,age group population
1967,Female,15-24,1465,3481300,42.08198086921553,42.08198086921553,age group population
1967,Male,15-24,3467,3575900,96.95461282474342,96.95461282474342,age group population
1967,Female,25-34,1843,2863200,64.36853869796033,64.36853869796033,age group population
1967,Male,25-34,3003,2961900,101.38762280968298,101.38762280968298,age group population
1967,Female,35-44,5032,3018300,166.71636351588643,166.71636351588643,age group population
1967,Male,35-44,7118,3041200,234.05234775746413,234.05234775746413,age group population
1967,Female,45-54,13328,3144200,423.89160994847657,423.89160994847657,age group population
1967,Male,45-54,20981,3025300,693.5179982150531,693.5179982150531,age group population
1967,Female,55-64,30657,3070700,998.3717067769563,998.3717067769563,age group population
1967,Male,55-64,56632,2769000,2045.214879017696,2045.214879017696,age group population
1967,Female,65-74,61832,2288400,2701.9751791644817,2701.9751791644817,age group population
1967,Male,65-74,81430,1594600,5106.609808102346,5106.609808102346,age group population
1967,Female,75-84,90324,1214200,7438.972162740899,7438.972162740899,age group population
1967,Male,75-84,68428,619600,11043.899289864428,11043.899289864428,age group population
1967,Female,85+,52144,272700,19121.37880454712,19121.37880454712,age group population
1967,Male,85+,24460,102000,23980.392156862745,23980.392156862745,age group population
1968,Female,0-4,7472,2035000,367.1744471744472,367.1744471744472,age group population
1968,Male,0-4,10197,2114400,482.2644721906924,482.2644721906924,age group population
1968,Female,5-14,1003,3520000,28.494318181818183,28.494318181818183,age group population
1968,Male,5-14,1545,3723300,41.495447586818145,41.495447586818145,age group population
1968,Female,15-24,1364,3497300,39.0015154547794,39.0015154547794,age group population
1968,Male,15-24,3259,3584900,90.9090909090909,90.9090909090909,age group population
1968,Female,25-34,1870,2890400,64.69692776086355,64.69692776086355,age group population
1968,Male,25-34,2897,2987800,96.96097463016265,96.96097463016265,age group population
1968,Female,35-44,4894,2967500,164.91996630160068,164.91996630160068,age group population
1968,Male,35-44,7096,2992400,237.13407298489508,237.13407298489508,age group population
1968,Female,45-54,13420,3123300,429.67374251592867,429.67374251592867,age group population
1968,Male,45-54,21287,3005800,708.1974848625989,708.1974848625989,age group population
1968,Female,55-64,31796,3081100,1031.969101944111,1031.969101944111,age group population
1968,Male,55-64,58139,2781900,2089.9025845645065,2089.9025845645065,age group population
1968,Female,65-74,65168,2329100,2797.9906401614357,2797.9906401614357,age group population
1968,Male,65-74,87104,1635600,5325.507459036439,5325.507459036439,age group population
1968,Female,75-84,97651,1236200,7899.288141077495,7899.288141077495,age group population
1968,Male,75-84,74657,626000,11926.038338658147,11926.038338658147,age group population
1968,Female,85+,58903,277200,21249.2784992785,21249.2784992785,age group population
1968,Male,85+,27032,101500,26632.512315270935,26632.512315270935,age group population
1969,Female,0-4,7135,2017000,353.74318294496777,353.74318294496777,age group population
1969,Male,0-4,9815,2087800,470.1120797011208,470.1120797011208,age group population
1969,Female,5-14,850,3601200,23.603243363323337,23.603243363323337,age group population
1969,Male,5-14,1501,3810000,39.39632545931759,39.39632545931759,age group population
1969,Female,15-24,1444,3496000,41.30434782608696,41.30434782608696,age group population
1969,Male,15-24,3301,3593200,91.8679728375821,91.8679728375821,age group population
1969,Female,25-34,1856,2936700,63.20019069023053,63.20019069023053,age group population
1969,Male,25-34,3083,3031800,101.68876574971964,101.68876574971964,age group population
1969,Female,35-44,5065,2916000,173.6968449931413,173.6968449931413,age group population
1969,Male,35-44,6952,2943900,236.14932572437922,236.14932572437922,age group population
1969,Female,45-54,13602,3099600,438.8308168795973,438.8308168795973,age group population
1969,Male,45-54,21937,2985700,734.7355728974779,734.7355728974779,age group population
1969,Female,55-64,32596,3089000,1055.2282292003883,1055.2282292003883,age group population
1969,Male,55-64,59763,2794500,2138.593666129898,2138.593666129898,age group population
1969,Female,65-74,67219,2371700,2834.2117468482525,2834.2117468482525,age group population
1969,Male,65-74,91925,1682900,5462.2972250282255,5462.2972250282255,age group population
1969,Female,75-84,96021,1258200,7631.616595135908,7631.616595135908,age group population
1969,Male,75-84,72822,634000,11486.119873817033,11486.119873817033,age group population
1969,Female,85+,57029,286400,19912.36033519553,19912.36033519553,age group population
1969,Male,85+,25462,102600,24816.764132553606,24816.764132553606,age group population
1970,Female,0-4,7009,1968400,356.0760008128429,356.0760008128429,age group population
1970,Male,0-4,9584,2040200,469.7578668757965,469.7578668757965,age group population
1970,Female,5-14,939,3691600,25.436125257340993,25.436125257340993,age group population
1970,Male,5-14,1465,3893600,37.62584754468872,37.62584754468872,age group population
1970,Female,15-24,1419,3497000,40.57763797540749,40.57763797540749,age group population
1970,Male,15-24,3387,3598300,94.12778256398855,94.12778256398855,age group population
1970,Female,25-34,1802,2979700,60.47588683424506,60.47588683424506,age group population
1970,Male,25-34,3089,3068700,100.66151790660541,100.66151790660541,age group population
1970,Female,35-44,4715,2875000,164.0,164.0,age group population
1970,Male,35-44,6717,2909800,230.84060760189703,230.84060760189703,age group population
1970,Female,45-54,13292,3073400,432.4851955489035,432.4851955489035,age group population
1970,Male,45-54,21162,2963300,714.1362669996288,714.1362669996288,age group population
1970,Female,55-64,31577,3085600,1023.366606170599,1023.366606170599,age group population
1970,Male,55-64,58099,2794300,2079.1969366209787,2079.1969366209787,age group population
1970,Female,65-74,66219,2408200,2749.730088863051,2749.730088863051,age group population
1970,Male,65-74,91037,1725100,5277.201321662512,5277.201321662512,age group population
1970,Female,75-84,95917,1278500,7502.3073914743845,7502.3073914743845,age group population
1970,Male,75-84,72625,641800,11315.830476784044,11315.830476784044,age group population
1970,Female,85+,59252,295700,20037.876225904634,20037.876225904634,age group population
1970,Male,85+,25888,103100,25109.60232783705,25109.60232783705,age group population
1971,Female,0-4,6722,1923800,349.41262085455867,349.41262085455867,age group population
1971,Male,0-4,9202,2027600,453.83704872755965,453.83704872755965,age group population
1971,Female,5-14,987,3748500,26.330532212885156,26.330532212885156,age group population
1971,Male,5-14,1606,3956600,40.59040590405904,40.59040590405904,age group population
1971,Female,15-24,1418,3501700,40.49461690036268,40.49461690036268,age group population
1971,Male,15-24,3309,3615100,91.53273768360488,91.53273768360488,age group population
1971,Female,25-34,1836,3035600,60.48227697983924,60.48227697983924,age group population
1971,Male,25-34,3046,3128600,97.35984146263505,97.35984146263505,age group population
1971,Female,35-44,4528,2844600,159.17879490965336,159.17879490965336,age group population
1971,Male,35-44,6683,2891300,231.14170096496383,231.14170096496383,age group population
1971,Female,45-54,13274,3074200,431.7871316114761,431.7871316114761,age group population
1971,Male,45-54,21046,2977400,706.8583327735608,706.8583327735608,age group population
1971,Female,55-64,30760,3061700,1004.67060783225,1004.67060783225,age group population
1971,Male,55-64,55699,2773500,2008.2567153416262,2008.2567153416262,age group population
1971,Female,65-74,64017,2450200,2612.725491796588,2612.725491796588,age group population
1971,Male,65-74,89802,1777900,5051.015242702064,5051.015242702064,age group population
1971,Female,75-84,94958,1289400,7364.510625096944,7364.510625096944,age group population
1971,Male,75-84,71907,636600,11295.475966069745,11295.475966069745,age group population
1971,Female,85+,60403,325300,18568.398401475562,18568.398401475562,age group population
1971,Male,85+,26059,112400,23184.163701067613,23184.163701067613,age group population
1972,Female,0-4,6361,1877300,338.83769243061846,338.83769243061846,age group population
1972,Male,0-4,8445,1977000,427.16236722306525,427.16236722306525,age group population
1972,Female,5-14,946,3816300,24.788407619946025,24.788407619946025,age group population
1972,Male,5-14,1540,4022800,38.28179377547977,38.28179377547977,age group population
1972,Female,15-24,1441,3421200,42.11972407342453,42.11972407342453,age group population
1972,Male,15-24,3239,3543500,91.40680118526879,91.40680118526879,age group population
1972,Female,25-34,1804,3172200,56.869049870752164,56.869049870752164,age group population
1972,Male,25-34,3103,3261800,95.13152247225457,95.13152247225457,age group population
1972,Female,35-44,4512,2826300,159.64334996284896,159.64334996284896,age group population
1972,Male,35-44,6511,2881800,225.93517940176278,225.93517940176278,age group population
1972,Female,45-54,13686,3084300,443.7311545569497,443.7311545569497,age group population
1972,Male,45-54,21837,2995700,728.944820909971,728.944820909971,age group population
1972,Female,55-64,31330,3014000,1039.482415394824,1039.482415394824,age group population
1972,Male,55-64,56202,2728000,2060.190615835777,2060.190615835777,age group population
1972,Female,65-74,67215,2482000,2708.098307816277,2708.098307816277,age group population
1972,Male,65-74,96329,1821400,5288.733940924563,5288.733940924563,age group population
1972,Female,75-84,99980,1310000,7632.061068702289,7632.061068702289,age group population
1972,Male,75-84,75564,642900,11753.616425571628,11753.616425571628,age group population
1972,Female,85+,64225,334900,19177.366378023293,19177.366378023293,age group population
1972,Male,85+,27619,113700,24291.116974494285,24291.116974494285,age group population
1973,Female,0-4,5704,1819500,313.4927177796098,313.4927177796098,age group population
1973,Male,0-4,7802,1920000,406.3541666666667,406.3541666666667,age group population
1973,Female,5-14,903,3863000,23.375614807144707,23.375614807144707,age group population
1973,Male,5-14,1494,4067800,36.7274693937755,36.7274693937755,age group population
1973,Female,15-24,1421,3387400,41.949577847316526,41.949577847316526,age group population
1973,Male,15-24,3346,3514800,95.19745077956071,95.19745077956071,age group population
1973,Female,25-34,1876,3274500,57.29118949457932,57.29118949457932,age group population
1973,Male,25-34,3336,3353500,99.47815714924704,99.47815714924704,age group population
1973,Female,35-44,4362,2818600,154.75768111828566,154.75768111828566,age group population
1973,Male,35-44,6455,2883200,223.88318534961155,223.88318534961155,age group population
1973,Female,45-54,13611,3117700,436.57183179908264,436.57183179908264,age group population
1973,Male,45-54,21923,3038600,721.4835779635358,721.4835779635358,age group population
1973,Female,55-64,29872,2931800,1018.8962412169997,1018.8962412169997,age group population
1973,Male,55-64,53976,2652400,2034.9871814206003,2034.9871814206003,age group population
1973,Female,65-74,67137,2516700,2667.660030992967,2667.660030992967,age group population
1973,Male,65-74,95605,1868600,5116.397302793535,5116.397302793535,age group population
1973,Female,75-84,100293,1324600,7571.56877547939,7571.56877547939,age group population
1973,Male,75-84,75300,647100,11636.532220676867,11636.532220676867,age group population
1973,Female,85+,65753,344700,19075.42790832608,19075.42790832608,age group population
1973,Male,85+,27309,114500,23850.65502183406,23850.65502183406,age group population
1974,Female,0-4,5149,1738500,296.1748633879781,296.1748633879781,age group population
1974,Male,0-4,7232,1837000,393.6853565596081,393.6853565596081,age group population
1974,Female,5-14,947,3888800,24.351985188232874,24.351985188232874,age group population
1974,Male,5-14,1369,4094800,33.43264628309075,33.43264628309075,age group population
1974,Female,15-24,1318,3386600,38.918088938758636,38.918088938758636,age group population
1974,Male,15-24,3248,3519700,92.28059209591727,92.28059209591727,age group population
1974,Female,25-34,1785,3330100,53.601993934116095,53.601993934116095,age group population
1974,Male,25-34,3241,3413600,94.94375439418795,94.94375439418795,age group population
1974,Female,35-44,4291,2806800,152.87872310104032,152.87872310104032,age group population
1974,Male,35-44,6222,2877900,216.19931199833212,216.19931199833212,age group population
1974,Female,45-54,13828,3141200,440.21393098179044,440.21393098179044,age group population
1974,Male,45-54,22388,3068500,729.6072999837054,729.6072999837054,age group population
1974,Female,55-64,29471,2854400,1032.4761771300448,1032.4761771300448,age group population
1974,Male,55-64,51883,2580800,2010.3456292622443,2010.3456292622443,age group population
1974,Female,65-74,66992,2549800,2627.3433210447874,2627.3433210447874,age group population
1974,Male,65-74,97331,1911200,5092.664294683968,5092.664294683968,age group population
1974,Female,75-84,99398,1343300,7399.538450085611,7399.538450085611,age group population
1974,Male,75-84,74770,654400,11425.73349633252,11425.73349633252,age group population
1974,Female,85+,66798,353900,18874.82339643967,18874.82339643967,age group population
1974,Male,85+,27631,116600,23697.255574614064,23697.255574614064,age group population
1975,Female,0-4,4774,1663500,286.98527201683197,286.98527201683197,age group population
1975,Male,0-4,6413,1759100,364.56142345517594,364.56142345517594,age group population
1975,Female,5-14,817,3885700,21.025812594899246,21.025812594899246,age group population
1975,Male,5-14,1369,4095000,33.431013431013426,33.431013431013426,age group population
1975,Female,15-24,1343,3412700,39.35300495209072,39.35300495209072,age group population
1975,Male,15-24,3281,3550800,92.40171229018813,92.40171229018813,age group population
1975,Female,25-34,1921,3378300,56.862919219725896,56.862919219725896,age group population
1975,Male,25-34,3229,3468000,93.10841983852364,93.10841983852364,age group population
1975,Female,35-44,4180,2790100,149.81541880219348,149.81541880219348,age group population
1975,Male,35-44,5935,2871600,206.67920323164785,206.67920323164785,age group population
1975,Female,45-54,13053,3051900,427.70077656541827,427.70077656541827,age group population
1975,Male,45-54,21337,2993300,712.8253098586844,712.8253098586844,age group population
1975,Female,55-64,29192,2894300,1008.6031164703037,1008.6031164703037,age group population
1975,Male,55-64,51088,2622000,1948.4363081617087,1948.4363081617087,age group population
1975,Female,65-74,65822,2567700,2563.461463566616,2563.461463566616,age group population
1975,Male,65-74,96934,1942200,4990.938111420039,4990.938111420039,age group population
1975,Female,75-84,100000,1373700,7279.609812914027,7279.609812914027,age group population
1975,Male,75-84,76879,671700,11445.436951019801,11445.436951019801,age group population
1975,Female,85+,67565,360500,18742.024965325938,18742.024965325938,age group population
1975,Male,85+,27709,117700,23542.056074766355,23542.056074766355,age group population
1976,Female,0-4,4048,1568600,258.06451612903226,258.06451612903226,age group population
1976,Male,0-4,5755,1657700,347.16776256258674,347.16776256258674,age group population
1976,Female,5-14,868,3875900,22.394798627415568,22.394798627415568,age group population
1976,Male,5-14,1315,4090800,32.14530165248851,32.14530165248851,age group population
1976,Female,15-24,1294,3466700,37.326564167652236,37.326564167652236,age group population
1976,Male,15-24,3323,3609800,92.05496149371156,92.05496149371156,age group population
1976,Female,25-34,1939,3446900,56.253445124604724,56.253445124604724,age group population
1976,Male,25-34,3245,3531800,91.8794948751345,91.8794948751345,age group population
1976,Female,35-44,4041,2764600,146.16942776531866,146.16942776531866,age group population
1976,Male,35-44,5928,2843000,208.51213506858954,208.51213506858954,age group population
1976,Female,45-54,12806,2979200,429.84693877551024,429.84693877551024,age group population
1976,Male,45-54,20449,2933600,697.06163076084,697.06163076084,age group population
1976,Female,55-64,29605,2921700,1013.279939761098,1013.279939761098,age group population
1976,Male,55-64,52048,2649800,1964.2237149973582,1964.2237149973582,age group population
1976,Female,65-74,67107,2577200,2603.872419680273,2603.872419680273,age group population
1976,Male,65-74,98654,1963100,5025.418980184402,5025.418980184402,age group population
1976,Female,75-84,104673,1402700,7462.2513723533175,7462.2513723533175,age group population
1976,Male,75-84,80348,690300,11639.576995509198,11639.576995509198,age group population
1976,Female,85+,72077,366600,19660.938352427715,19660.938352427715,age group population
1976,Male,85+,28993,119200,24322.986577181207,24322.986577181207,age group population
1977,Female,0-4,3936,1483100,265.39006135796643,265.39006135796643,age group population
1977,Male,0-4,5288,1567800,337.2879193774716,337.2879193774716,age group population
1977,Female,5-14,767,3837200,19.988533305535288,19.988533305535288,age group population
1977,Male,5-14,1233,4054200,30.412905135415123,30.412905135415123,age group population
1977,Female,15-24,1318,3536200,37.271647531248234,37.271647531248234,age group population
1977,Male,15-24,3219,3678700,87.50373773343844,87.50373773343844,age group population
1977,Female,25-34,1870,3490800,53.5693823765326,53.5693823765326,age group population
1977,Male,25-34,3270,3567200,91.66853554608657,91.66853554608657,age group population
1977,Female,35-44,3883,2767700,140.29699750695522,140.29699750695522,age group population
1977,Male,35-44,5695,2842900,200.32361321186116,200.32361321186116,age group population
1977,Female,45-54,11929,2920100,408.5134070751002,408.5134070751002,age group population
1977,Male,45-54,19600,2884300,679.5409631453039,679.5409631453039,age group population
1977,Female,55-64,28828,2932700,982.984962662393,982.984962662393,age group population
1977,Male,55-64,49855,2663300,1871.9258063304924,1871.9258063304924,age group population
1977,Female,65-74,64903,2589900,2506.0040928221165,2506.0040928221165,age group population
1977,Male,65-74,95873,1981900,4837.428730006559,4837.428730006559,age group population
1977,Female,75-84,100536,1431100,7025.085598490671,7025.085598490671,age group population
1977,Male,75-84,78528,715800,10970.662196144174,10970.662196144174,age group population
1977,Female,85+,68185,375400,18163.292488012787,18163.292488012787,age group population
1977,Male,85+,27212,120100,22657.785179017486,22657.785179017486,age group population
1978,Female,0-4,3975,1430300,277.9137243934839,277.9137243934839,age group population
1978,Male,0-4,5252,1508800,348.0911983032874,348.0911983032874,age group population
1978,Female,5-14,838,3774200,22.203380848921626,22.203380848921626,age group population
1978,Male,5-14,1247,3987400,31.27351156141847,31.27351156141847,age group population
1978,Female,15-24,1401,3610700,38.80134046029856,38.80134046029856,age group population
1978,Male,15-24,3537,3749600,94.33006187326649,94.33006187326649,age group population
1978,Female,25-34,2042,3509900,58.17829567793954,58.17829567793954,age group population
1978,Male,25-34,3325,3580100,92.8745007122706,92.8745007122706,age group population
1978,Female,35-44,4004,2808800,142.55197949302195,142.55197949302195,age group population
1978,Male,35-44,5849,2879900,203.09732976839476,203.09732976839476,age group population
1978,Female,45-54,11911,2871400,414.8150727867939,414.8150727867939,age group population
1978,Male,45-54,19307,2845000,678.6291739894551,678.6291739894551,age group population
1978,Female,55-64,28607,2917200,980.6321129850542,980.6321129850542,age group population
