year,cause,cause_description,sex,age,deaths
1907,570.0,Scurvy,Female,01-04,5
1907,570.0,Scurvy,Female,<1,12
1907,570.0,Scurvy,Female,T25-34,1
1907,570.0,Scurvy,Female,T45-54,1
1907,570.0,Scurvy,Female,T65-74,1
1907,570.0,Scurvy,Male,01-04,4
1907,570.0,Scurvy,Male,20-24,1
1907,570.0,Scurvy,Male,<1,10
1907,570.0,Scurvy,Male,T25-34,3
1907,570.0,Scurvy,Male,T45-54,1
1907,570.0,Scurvy,Male,T55-64,1
1907,570.0,Scurvy,Male,T65-74,1
1907,580.0,Alcoholism/delirium tremens,Female,20-24,2
1907,580.0,Alcoholism/delirium tremens,Female,T25-34,106
1907,580.0,Alcoholism/delirium tremens,Female,T35-44,287
1907,580.0,Alcoholism/delirium tremens,Female,T45-54,261
1907,580.0,Alcoholism/delirium tremens,Female,T55-64,150
1907,580.0,Alcoholism/delirium tremens,Female,T65-74,56
1907,580.0,Alcoholism/delirium tremens,Female,T75-84,11
1907,580.0,Alcoholism/delirium tremens,Male,20-24,15
1907,580.0,Alcoholism/delirium tremens,Male,T25-34,164
1907,580.0,Alcoholism/delirium tremens,Male,T35-44,374
1907,580.0,Alcoholism/delirium tremens,Male,T45-54,404
1907,580.0,Alcoholism/delirium tremens,Male,T55-64,265
1907,580.0,Alcoholism/delirium tremens,Male,T65-74,91
1907,580.0,Alcoholism/delirium tremens,Male,T75-84,15
1907,590.0,"Opium, morphia habit",Female,85+,1
1907,590.0,"Opium, morphia habit",Female,T25-34,1
1907,590.0,"Opium, morphia habit",Female,T45-54,1
1907,590.0,"Opium, morphia habit",Female,T55-64,3
1907,590.0,"Opium, morphia habit",Female,T65-74,1
1907,590.0,"Opium, morphia habit",Male,T35-44,4
1907,590.0,"Opium, morphia habit",Male,T65-74,1
1907,60.0,Measles (morbilli),Female,01-04,4345
1907,60.0,Measles (morbilli),Female,05-09,434
1907,60.0,Measles (morbilli),Female,10-14,17
1907,60.0,Measles (morbilli),Female,15-19,12
1907,60.0,Measles (morbilli),Female,20-24,6
1907,60.0,Measles (morbilli),Female,<1,1212
1907,60.0,Measles (morbilli),Female,T25-34,9
1907,60.0,Measles (morbilli),Female,T35-44,6
1907,60.0,Measles (morbilli),Female,T45-54,3
1907,60.0,Measles (morbilli),Female,T55-64,2
1907,60.0,Measles (morbilli),Female,T75-84,1
1907,60.0,Measles (morbilli),Male,01-04,4614
1907,60.0,Measles (morbilli),Male,05-09,380
1907,60.0,Measles (morbilli),Male,10-14,18
1907,60.0,Measles (morbilli),Male,15-19,7
1907,60.0,Measles (morbilli),Male,20-24,4
1907,60.0,Measles (morbilli),Male,<1,1541
1907,60.0,Measles (morbilli),Male,T25-34,4
1907,60.0,Measles (morbilli),Male,T35-44,6
1907,60.0,Measles (morbilli),Male,T45-54,4
1907,600.0,Industrial poisoning by lead,Female,T35-44,2
1907,600.0,Industrial poisoning by lead,Female,T45-54,1
1907,600.0,Industrial poisoning by lead,Male,20-24,3
1907,600.0,Industrial poisoning by lead,Male,T25-34,17
1907,600.0,Industrial poisoning by lead,Male,T35-44,27
1907,600.0,Industrial poisoning by lead,Male,T45-54,23
1907,600.0,Industrial poisoning by lead,Male,T55-64,15
1907,600.0,Industrial poisoning by lead,Male,T65-74,3
1907,600.0,Industrial poisoning by lead,Male,T75-84,1
1907,610.0,Industrial poisoning by phosphorus,Male,T55-64,1
1907,620.0,Industrial poisoning by arsenic & other metals,Male,T65-74,1
1907,630.0,"Rheumatic fever, acute rheumatism",Female,01-04,33
1907,630.0,"Rheumatic fever, acute rheumatism",Female,05-09,110
1907,630.0,"Rheumatic fever, acute rheumatism",Female,10-14,185
1907,630.0,"Rheumatic fever, acute rheumatism",Female,15-19,149
1907,630.0,"Rheumatic fever, acute rheumatism",Female,20-24,97
1907,630.0,"Rheumatic fever, acute rheumatism",Female,<1,4
1907,630.0,"Rheumatic fever, acute rheumatism",Female,T25-34,145
1907,630.0,"Rheumatic fever, acute rheumatism",Female,T35-44,116
1907,630.0,"Rheumatic fever, acute rheumatism",Female,T45-54,108
1907,630.0,"Rheumatic fever, acute rheumatism",Female,T55-64,68
1907,630.0,"Rheumatic fever, acute rheumatism",Female,T65-74,33
1907,630.0,"Rheumatic fever, acute rheumatism",Female,T75-84,9
1907,630.0,"Rheumatic fever, acute rheumatism",Male,01-04,37
1907,630.0,"Rheumatic fever, acute rheumatism",Male,05-09,119
1907,630.0,"Rheumatic fever, acute rheumatism",Male,10-14,157
1907,630.0,"Rheumatic fever, acute rheumatism",Male,15-19,131
1907,630.0,"Rheumatic fever, acute rheumatism",Male,20-24,81
1907,630.0,"Rheumatic fever, acute rheumatism",Male,<1,5
1907,630.0,"Rheumatic fever, acute rheumatism",Male,T25-34,124
1907,630.0,"Rheumatic fever, acute rheumatism",Male,T35-44,132
1907,630.0,"Rheumatic fever, acute rheumatism",Male,T45-54,93
1907,630.0,"Rheumatic fever, acute rheumatism",Male,T55-64,50
1907,630.0,"Rheumatic fever, acute rheumatism",Male,T65-74,33
1907,630.0,"Rheumatic fever, acute rheumatism",Male,T75-84,5
1907,640.0,Rheumatism of heart,Female,05-09,11
1907,640.0,Rheumatism of heart,Female,10-14,12
1907,640.0,Rheumatism of heart,Female,15-19,13
1907,640.0,Rheumatism of heart,Female,20-24,10
1907,640.0,Rheumatism of heart,Female,85+,3
1907,640.0,Rheumatism of heart,Female,T25-34,23
1907,640.0,Rheumatism of heart,Female,T35-44,19
1907,640.0,Rheumatism of heart,Female,T45-54,36
1907,640.0,Rheumatism of heart,Female,T55-64,40
1907,640.0,Rheumatism of heart,Female,T65-74,44
1907,640.0,Rheumatism of heart,Female,T75-84,23
1907,640.0,Rheumatism of heart,Male,05-09,12
1907,640.0,Rheumatism of heart,Male,10-14,10
1907,640.0,Rheumatism of heart,Male,15-19,13
1907,640.0,Rheumatism of heart,Male,20-24,4
1907,640.0,Rheumatism of heart,Male,T25-34,12
1907,640.0,Rheumatism of heart,Male,T35-44,13
1907,640.0,Rheumatism of heart,Male,T45-54,22
1907,640.0,Rheumatism of heart,Male,T55-64,37
1907,640.0,Rheumatism of heart,Male,T65-74,44
1907,640.0,Rheumatism of heart,Male,T75-84,14
1907,650.0,Chronic rheumatism,Female,15-19,1
1907,650.0,Chronic rheumatism,Female,20-24,1
1907,650.0,Chronic rheumatism,Female,85+,10
1907,650.0,Chronic rheumatism,Female,T25-34,4
1907,650.0,Chronic rheumatism,Female,T35-44,8
1907,650.0,Chronic rheumatism,Female,T45-54,19
1907,650.0,Chronic rheumatism,Female,T55-64,51
1907,650.0,Chronic rheumatism,Female,T65-74,107
1907,650.0,Chronic rheumatism,Female,T75-84,67
1907,650.0,Chronic rheumatism,Male,85+,7
1907,650.0,Chronic rheumatism,Male,T25-34,2
1907,650.0,Chronic rheumatism,Male,T35-44,9
1907,650.0,Chronic rheumatism,Male,T45-54,19
1907,650.0,Chronic rheumatism,Male,T55-64,30
1907,650.0,Chronic rheumatism,Male,T65-74,68
1907,650.0,Chronic rheumatism,Male,T75-84,37
1907,660.0,"Rheumatoid arthritis, rheumatic gout",Female,05-09,1
1907,660.0,"Rheumatoid arthritis, rheumatic gout",Female,85+,11
1907,660.0,"Rheumatoid arthritis, rheumatic gout",Female,T25-34,7
1907,660.0,"Rheumatoid arthritis, rheumatic gout",Female,T35-44,31
1907,660.0,"Rheumatoid arthritis, rheumatic gout",Female,T45-54,69
1907,660.0,"Rheumatoid arthritis, rheumatic gout",Female,T55-64,185
1907,660.0,"Rheumatoid arthritis, rheumatic gout",Female,T65-74,251
1907,660.0,"Rheumatoid arthritis, rheumatic gout",Female,T75-84,127
1907,660.0,"Rheumatoid arthritis, rheumatic gout",Male,20-24,2
1907,660.0,"Rheumatoid arthritis, rheumatic gout",Male,85+,5
1907,660.0,"Rheumatoid arthritis, rheumatic gout",Male,T25-34,7
1907,660.0,"Rheumatoid arthritis, rheumatic gout",Male,T35-44,25
1907,660.0,"Rheumatoid arthritis, rheumatic gout",Male,T45-54,35
1907,660.0,"Rheumatoid arthritis, rheumatic gout",Male,T55-64,63
1907,660.0,"Rheumatoid arthritis, rheumatic gout",Male,T65-74,107
1907,660.0,"Rheumatoid arthritis, rheumatic gout",Male,T75-84,55
1907,670.0,Gout,Female,85+,5
1907,670.0,Gout,Female,T25-34,1
1907,670.0,Gout,Female,T35-44,3
1907,670.0,Gout,Female,T45-54,5
1907,670.0,Gout,Female,T55-64,17
1907,670.0,Gout,Female,T65-74,33
1907,670.0,Gout,Female,T75-84,24
1907,670.0,Gout,Male,85+,6
1907,670.0,Gout,Male,T35-44,21
1907,670.0,Gout,Male,T45-54,45
1907,670.0,Gout,Male,T55-64,95
1907,670.0,Gout,Male,T65-74,132
1907,670.0,Gout,Male,T75-84,63
1907,680.0,Carcinoma,Female,05-09,2
1907,680.0,Carcinoma,Female,15-19,5
1907,680.0,Carcinoma,Female,20-24,16
1907,680.0,Carcinoma,Female,85+,167
1907,680.0,Carcinoma,Female,<1,2
1907,680.0,Carcinoma,Female,T25-34,265
1907,680.0,Carcinoma,Female,T35-44,1196
1907,680.0,Carcinoma,Female,T45-54,2342
1907,680.0,Carcinoma,Female,T55-64,2887
1907,680.0,Carcinoma,Female,T65-74,2607
1907,680.0,Carcinoma,Female,T75-84,1226
1907,680.0,Carcinoma,Male,01-04,1
1907,680.0,Carcinoma,Male,05-09,2
1907,680.0,Carcinoma,Male,10-14,2
1907,680.0,Carcinoma,Male,15-19,5
1907,680.0,Carcinoma,Male,20-24,15
1907,680.0,Carcinoma,Male,85+,99
1907,680.0,Carcinoma,Male,<1,1
1907,680.0,Carcinoma,Male,T25-34,105
1907,680.0,Carcinoma,Male,T35-44,442
1907,680.0,Carcinoma,Male,T45-54,1302
1907,680.0,Carcinoma,Male,T55-64,2182
1907,680.0,Carcinoma,Male,T65-74,1974
1907,680.0,Carcinoma,Male,T75-84,765
1907,690.0,Sarcoma,Female,01-04,38
1907,690.0,Sarcoma,Female,05-09,17
1907,690.0,Sarcoma,Female,10-14,32
1907,690.0,Sarcoma,Female,15-19,28
1907,690.0,Sarcoma,Female,20-24,33
1907,690.0,Sarcoma,Female,85+,7
1907,690.0,Sarcoma,Female,<1,5
1907,690.0,Sarcoma,Female,T25-34,97
1907,690.0,Sarcoma,Female,T35-44,99
1907,690.0,Sarcoma,Female,T45-54,140
1907,690.0,Sarcoma,Female,T55-64,148
1907,690.0,Sarcoma,Female,T65-74,118
1907,690.0,Sarcoma,Female,T75-84,51
1907,690.0,Sarcoma,Male,01-04,51
1907,690.0,Sarcoma,Male,05-09,31
1907,690.0,Sarcoma,Male,10-14,32
1907,690.0,Sarcoma,Male,15-19,60
1907,690.0,Sarcoma,Male,20-24,57
1907,690.0,Sarcoma,Male,85+,8
1907,690.0,Sarcoma,Male,<1,14
1907,690.0,Sarcoma,Male,T25-34,94
1907,690.0,Sarcoma,Male,T35-44,156
1907,690.0,Sarcoma,Male,T45-54,165
1907,690.0,Sarcoma,Male,T55-64,186
1907,690.0,Sarcoma,Male,T65-74,119
1907,690.0,Sarcoma,Male,T75-84,61
1907,70.0,German measles,Female,01-04,14
1907,70.0,German measles,Female,05-09,1
1907,70.0,German measles,Female,<1,7
1907,70.0,German measles,Male,01-04,11
1907,70.0,German measles,Male,05-09,2
1907,70.0,German measles,Male,10-14,2
1907,70.0,German measles,Male,<1,10
1907,700.0,"Cancer, malignant disease (n.o.d.)",Female,01-04,4
1907,700.0,"Cancer, malignant disease (n.o.d.)",Female,05-09,5
1907,700.0,"Cancer, malignant disease (n.o.d.)",Female,10-14,1
1907,700.0,"Cancer, malignant disease (n.o.d.)",Female,15-19,5
1907,700.0,"Cancer, malignant disease (n.o.d.)",Female,20-24,12
1907,700.0,"Cancer, malignant disease (n.o.d.)",Female,85+,91
1907,700.0,"Cancer, malignant disease (n.o.d.)",Female,T25-34,164
1907,700.0,"Cancer, malignant disease (n.o.d.)",Female,T35-44,661
1907,700.0,"Cancer, malignant disease (n.o.d.)",Female,T45-54,1362
1907,700.0,"Cancer, malignant disease (n.o.d.)",Female,T55-64,1962
1907,700.0,"Cancer, malignant disease (n.o.d.)",Female,T65-74,1930
1907,700.0,"Cancer, malignant disease (n.o.d.)",Female,T75-84,821
1907,700.0,"Cancer, malignant disease (n.o.d.)",Male,01-04,7
1907,700.0,"Cancer, malignant disease (n.o.d.)",Male,05-09,1
1907,700.0,"Cancer, malignant disease (n.o.d.)",Male,10-14,1
1907,700.0,"Cancer, malignant disease (n.o.d.)",Male,15-19,5
1907,700.0,"Cancer, malignant disease (n.o.d.)",Male,20-24,20
1907,700.0,"Cancer, malignant disease (n.o.d.)",Male,85+,50
1907,700.0,"Cancer, malignant disease (n.o.d.)",Male,T25-34,78
1907,700.0,"Cancer, malignant disease (n.o.d.)",Male,T35-44,323
1907,700.0,"Cancer, malignant disease (n.o.d.)",Male,T45-54,925
1907,700.0,"Cancer, malignant disease (n.o.d.)",Male,T55-64,1673
1907,700.0,"Cancer, malignant disease (n.o.d.)",Male,T65-74,1582
1907,700.0,"Cancer, malignant disease (n.o.d.)",Male,T75-84,605
1907,710.0,Rickets,Female,01-04,343
1907,710.0,Rickets,Female,05-09,8
1907,710.0,Rickets,Female,10-14,1
1907,710.0,Rickets,Female,15-19,1
1907,710.0,Rickets,Female,<1,198
1907,710.0,Rickets,Female,T25-34,1
1907,710.0,Rickets,Male,01-04,427
1907,710.0,Rickets,Male,05-09,9
1907,710.0,Rickets,Male,10-14,2
1907,710.0,Rickets,Male,<1,267
1907,710.0,Rickets,Male,T25-34,1
1907,710.0,Rickets,Male,T35-44,1
1907,720.0,Purpura,Female,01-04,26
1907,720.0,Purpura,Female,05-09,11
1907,720.0,Purpura,Female,10-14,10
1907,720.0,Purpura,Female,15-19,9
1907,720.0,Purpura,Female,20-24,10
1907,720.0,Purpura,Female,85+,2
1907,720.0,Purpura,Female,<1,33
1907,720.0,Purpura,Female,T25-34,7
1907,720.0,Purpura,Female,T35-44,8
1907,720.0,Purpura,Female,T45-54,8
1907,720.0,Purpura,Female,T55-64,15
1907,720.0,Purpura,Female,T65-74,6
1907,720.0,Purpura,Female,T75-84,12
1907,720.0,Purpura,Male,01-04,11
1907,720.0,Purpura,Male,05-09,9
1907,720.0,Purpura,Male,10-14,9
1907,720.0,Purpura,Male,15-19,3
1907,720.0,Purpura,Male,20-24,7
1907,720.0,Purpura,Male,85+,1
1907,720.0,Purpura,Male,<1,36
1907,720.0,Purpura,Male,T25-34,9
1907,720.0,Purpura,Male,T35-44,7
1907,720.0,Purpura,Male,T45-54,15
1907,720.0,Purpura,Male,T55-64,19
1907,720.0,Purpura,Male,T65-74,12
1907,720.0,Purpura,Male,T75-84,7
1907,730.0,"Haemophilia, haemorrhagic diathesis",Female,01-04,3
1907,730.0,"Haemophilia, haemorrhagic diathesis",Female,05-09,2
1907,730.0,"Haemophilia, haemorrhagic diathesis",Female,10-14,3
1907,730.0,"Haemophilia, haemorrhagic diathesis",Female,15-19,2
1907,730.0,"Haemophilia, haemorrhagic diathesis",Female,85+,1
1907,730.0,"Haemophilia, haemorrhagic diathesis",Female,<1,26
1907,730.0,"Haemophilia, haemorrhagic diathesis",Female,T25-34,5
1907,730.0,"Haemophilia, haemorrhagic diathesis",Female,T45-54,1
1907,730.0,"Haemophilia, haemorrhagic diathesis",Female,T55-64,2
1907,730.0,"Haemophilia, haemorrhagic diathesis",Female,T75-84,1
1907,730.0,"Haemophilia, haemorrhagic diathesis",Male,01-04,5
1907,730.0,"Haemophilia, haemorrhagic diathesis",Male,05-09,7
1907,730.0,"Haemophilia, haemorrhagic diathesis",Male,10-14,3
1907,730.0,"Haemophilia, haemorrhagic diathesis",Male,15-19,2
1907,730.0,"Haemophilia, haemorrhagic diathesis",Male,20-24,1
1907,730.0,"Haemophilia, haemorrhagic diathesis",Male,<1,33
1907,730.0,"Haemophilia, haemorrhagic diathesis",Male,T25-34,1
1907,730.0,"Haemophilia, haemorrhagic diathesis",Male,T35-44,2
1907,730.0,"Haemophilia, haemorrhagic diathesis",Male,T45-54,3
1907,740.0,"Anaemia, leucocythaemia",Female,01-04,40
1907,740.0,"Anaemia, leucocythaemia",Female,05-09,16
1907,740.0,"Anaemia, leucocythaemia",Female,10-14,18
1907,740.0,"Anaemia, leucocythaemia",Female,15-19,49
1907,740.0,"Anaemia, leucocythaemia",Female,20-24,42
1907,740.0,"Anaemia, leucocythaemia",Female,85+,1
1907,740.0,"Anaemia, leucocythaemia",Female,<1,22
1907,740.0,"Anaemia, leucocythaemia",Female,T25-34,137
1907,740.0,"Anaemia, leucocythaemia",Female,T35-44,177
1907,740.0,"Anaemia, leucocythaemia",Female,T45-54,217
1907,740.0,"Anaemia, leucocythaemia",Female,T55-64,260
1907,740.0,"Anaemia, leucocythaemia",Female,T65-74,169
1907,740.0,"Anaemia, leucocythaemia",Female,T75-84,38
1907,740.0,"Anaemia, leucocythaemia",Male,01-04,42
1907,740.0,"Anaemia, leucocythaemia",Male,05-09,28
1907,740.0,"Anaemia, leucocythaemia",Male,10-14,20
1907,740.0,"Anaemia, leucocythaemia",Male,15-19,16
1907,740.0,"Anaemia, leucocythaemia",Male,20-24,26
1907,740.0,"Anaemia, leucocythaemia",Male,<1,39
1907,740.0,"Anaemia, leucocythaemia",Male,T25-34,77
1907,740.0,"Anaemia, leucocythaemia",Male,T35-44,139
1907,740.0,"Anaemia, leucocythaemia",Male,T45-54,178
1907,740.0,"Anaemia, leucocythaemia",Male,T55-64,236
1907,740.0,"Anaemia, leucocythaemia",Male,T65-74,168
1907,740.0,"Anaemia, leucocythaemia",Male,T75-84,35
1907,750.0,Diabetes mellitus,Female,01-04,12
1907,750.0,Diabetes mellitus,Female,05-09,25
1907,750.0,Diabetes mellitus,Female,10-14,26
1907,750.0,Diabetes mellitus,Female,15-19,44
1907,750.0,Diabetes mellitus,Female,20-24,43
1907,750.0,Diabetes mellitus,Female,85+,16
1907,750.0,Diabetes mellitus,Female,T25-34,135
1907,750.0,Diabetes mellitus,Female,T35-44,140
1907,750.0,Diabetes mellitus,Female,T45-54,203
1907,750.0,Diabetes mellitus,Female,T55-64,438
1907,750.0,Diabetes mellitus,Female,T65-74,420
1907,750.0,Diabetes mellitus,Female,T75-84,120
1907,750.0,Diabetes mellitus,Male,01-04,10
1907,750.0,Diabetes mellitus,Male,05-09,22
1907,750.0,Diabetes mellitus,Male,10-14,37
1907,750.0,Diabetes mellitus,Male,15-19,42
1907,750.0,Diabetes mellitus,Male,20-24,65
1907,750.0,Diabetes mellitus,Male,85+,14
1907,750.0,Diabetes mellitus,Male,<1,1
1907,750.0,Diabetes mellitus,Male,T25-34,154
1907,750.0,Diabetes mellitus,Male,T35-44,172
1907,750.0,Diabetes mellitus,Male,T45-54,246
1907,750.0,Diabetes mellitus,Male,T55-64,439
1907,750.0,Diabetes mellitus,Male,T65-74,398
1907,750.0,Diabetes mellitus,Male,T75-84,138
1907,760.0,Premature birth,Female,<1,8013
1907,760.0,Premature birth,Male,<1,10206
1907,770.0,Congenital hydrocephalus,Female,01-04,39
1907,770.0,Congenital hydrocephalus,Female,05-09,6
1907,770.0,Congenital hydrocephalus,Female,<1,102
1907,770.0,Congenital hydrocephalus,Female,T25-34,1
1907,770.0,Congenital hydrocephalus,Female,T45-54,2
1907,770.0,Congenital hydrocephalus,Male,01-04,56
1907,770.0,Congenital hydrocephalus,Male,05-09,7
1907,770.0,Congenital hydrocephalus,Male,10-14,3
1907,770.0,Congenital hydrocephalus,Male,15-19,1
1907,770.0,Congenital hydrocephalus,Male,20-24,1
1907,770.0,Congenital hydrocephalus,Male,<1,111
1907,780.0,Other congenital defects,Female,01-04,85
1907,780.0,Other congenital defects,Female,05-09,18
1907,780.0,Other congenital defects,Female,10-14,18
1907,780.0,Other congenital defects,Female,15-19,10
1907,780.0,Other congenital defects,Female,20-24,6
1907,780.0,Other congenital defects,Female,<1,1833
1907,780.0,Other congenital defects,Female,T25-34,2
1907,780.0,Other congenital defects,Female,T35-44,1
1907,780.0,Other congenital defects,Male,01-04,75
1907,780.0,Other congenital defects,Male,05-09,18
1907,780.0,Other congenital defects,Male,10-14,18
1907,780.0,Other congenital defects,Male,15-19,9
1907,780.0,Other congenital defects,Male,20-24,5
1907,780.0,Other congenital defects,Male,<1,2416
1907,780.0,Other congenital defects,Male,T25-34,5
1907,780.0,Other congenital defects,Male,T35-44,1
1907,790.0,Injury at birth,Female,<1,331
1907,790.0,Injury at birth,Male,<1,485
1907,80.0,Scarlet fever,Female,01-04,898
1907,80.0,Scarlet fever,Female,05-09,408
1907,80.0,Scarlet fever,Female,10-14,97
1907,80.0,Scarlet fever,Female,15-19,39
1907,80.0,Scarlet fever,Female,20-24,19
1907,80.0,Scarlet fever,Female,<1,59
1907,80.0,Scarlet fever,Female,T25-34,36
1907,80.0,Scarlet fever,Female,T35-44,16
1907,80.0,Scarlet fever,Female,T45-54,2
1907,80.0,Scarlet fever,Female,T55-64,1
1907,80.0,Scarlet fever,Female,T75-84,1
1907,80.0,Scarlet fever,Male,01-04,910
1907,80.0,Scarlet fever,Male,05-09,461
1907,80.0,Scarlet fever,Male,10-14,85
1907,80.0,Scarlet fever,Male,15-19,56
1907,80.0,Scarlet fever,Male,20-24,23
1907,80.0,Scarlet fever,Male,<1,69
1907,80.0,Scarlet fever,Male,T25-34,27
1907,80.0,Scarlet fever,Male,T35-44,10
1907,80.0,Scarlet fever,Male,T45-54,2
1907,80.0,Scarlet fever,Male,T55-64,1
1907,800.0,Atelectasis,Female,<1,638
1907,800.0,Atelectasis,Male,<1,915
1907,810.0,Want of breast milk,Female,<1,322
1907,810.0,Want of breast milk,Male,01-04,1
1907,810.0,Want of breast milk,Male,<1,433
1907,820.0,Teething,Female,01-04,409
1907,820.0,Teething,Female,<1,510
1907,820.0,Teething,Male,01-04,422
1907,820.0,Teething,Male,<1,747
1907,830.0,"Meningitis, brain inflammation",Female,01-04,876
1907,830.0,"Meningitis, brain inflammation",Female,05-09,242
1907,830.0,"Meningitis, brain inflammation",Female,10-14,151
1907,830.0,"Meningitis, brain inflammation",Female,15-19,103
1907,830.0,"Meningitis, brain inflammation",Female,20-24,53
1907,830.0,"Meningitis, brain inflammation",Female,85+,3
1907,830.0,"Meningitis, brain inflammation",Female,<1,720
1907,830.0,"Meningitis, brain inflammation",Female,T25-34,96
1907,830.0,"Meningitis, brain inflammation",Female,T35-44,103
1907,830.0,"Meningitis, brain inflammation",Female,T45-54,74
1907,830.0,"Meningitis, brain inflammation",Female,T55-64,70
1907,830.0,"Meningitis, brain inflammation",Female,T65-74,42
1907,830.0,"Meningitis, brain inflammation",Female,T75-84,16
1907,830.0,"Meningitis, brain inflammation",Male,01-04,963
1907,830.0,"Meningitis, brain inflammation",Male,05-09,261
1907,830.0,"Meningitis, brain inflammation",Male,10-14,143
1907,830.0,"Meningitis, brain inflammation",Male,15-19,111
1907,830.0,"Meningitis, brain inflammation",Male,20-24,64
1907,830.0,"Meningitis, brain inflammation",Male,85+,3
1907,830.0,"Meningitis, brain inflammation",Male,<1,904
1907,830.0,"Meningitis, brain inflammation",Male,T25-34,109
1907,830.0,"Meningitis, brain inflammation",Male,T35-44,110
1907,830.0,"Meningitis, brain inflammation",Male,T45-54,88
1907,830.0,"Meningitis, brain inflammation",Male,T55-64,68
1907,830.0,"Meningitis, brain inflammation",Male,T65-74,40
1907,830.0,"Meningitis, brain inflammation",Male,T75-84,16
1907,840.0,Softening of brain,Female,10-14,1
1907,840.0,Softening of brain,Female,15-19,1
1907,840.0,Softening of brain,Female,85+,55
1907,840.0,Softening of brain,Female,T25-34,15
1907,840.0,Softening of brain,Female,T35-44,26
1907,840.0,Softening of brain,Female,T45-54,106
1907,840.0,Softening of brain,Female,T55-64,236
1907,840.0,Softening of brain,Female,T65-74,395
1907,840.0,Softening of brain,Female,T75-84,286
1907,840.0,Softening of brain,Male,01-04,2
1907,840.0,Softening of brain,Male,15-19,3
1907,840.0,Softening of brain,Male,20-24,2
1907,840.0,Softening of brain,Male,85+,39
1907,840.0,Softening of brain,Male,T25-34,13
1907,840.0,Softening of brain,Male,T35-44,40
1907,840.0,Softening of brain,Male,T45-54,106
1907,840.0,Softening of brain,Male,T55-64,256
1907,840.0,Softening of brain,Male,T65-74,433
1907,840.0,Softening of brain,Male,T75-84,264
1907,850.0,General paralysis of insane,Female,05-09,1
1907,850.0,General paralysis of insane,Female,10-14,3
1907,850.0,General paralysis of insane,Female,15-19,4
1907,850.0,General paralysis of insane,Female,20-24,8
1907,850.0,General paralysis of insane,Female,85+,3
1907,850.0,General paralysis of insane,Female,T25-34,67
1907,850.0,General paralysis of insane,Female,T35-44,155
1907,850.0,General paralysis of insane,Female,T45-54,125
1907,850.0,General paralysis of insane,Female,T55-64,94
1907,850.0,General paralysis of insane,Female,T65-74,60
1907,850.0,General paralysis of insane,Female,T75-84,37
1907,850.0,General paralysis of insane,Male,05-09,1
1907,850.0,General paralysis of insane,Male,10-14,2
1907,850.0,General paralysis of insane,Male,15-19,15
1907,850.0,General paralysis of insane,Male,20-24,14
1907,850.0,General paralysis of insane,Male,85+,3
1907,850.0,General paralysis of insane,Male,T25-34,193
1907,850.0,General paralysis of insane,Male,T35-44,625
1907,850.0,General paralysis of insane,Male,T45-54,510
1907,850.0,General paralysis of insane,Male,T55-64,263
1907,850.0,General paralysis of insane,Male,T65-74,117
1907,850.0,General paralysis of insane,Male,T75-84,32
1907,860.0,Insanity (not puerperal),Female,01-04,11
1907,860.0,Insanity (not puerperal),Female,05-09,9
1907,860.0,Insanity (not puerperal),Female,10-14,7
1907,860.0,Insanity (not puerperal),Female,15-19,18
1907,860.0,Insanity (not puerperal),Female,20-24,21
1907,860.0,Insanity (not puerperal),Female,85+,74
1907,860.0,Insanity (not puerperal),Female,<1,4
1907,860.0,Insanity (not puerperal),Female,T25-34,56
1907,860.0,Insanity (not puerperal),Female,T35-44,109
1907,860.0,Insanity (not puerperal),Female,T45-54,169
1907,860.0,Insanity (not puerperal),Female,T55-64,233
1907,860.0,Insanity (not puerperal),Female,T65-74,300
1907,860.0,Insanity (not puerperal),Female,T75-84,238
1907,860.0,Insanity (not puerperal),Male,01-04,14
1907,860.0,Insanity (not puerperal),Male,05-09,8
1907,860.0,Insanity (not puerperal),Male,10-14,10
1907,860.0,Insanity (not puerperal),Male,15-19,9
1907,860.0,Insanity (not puerperal),Male,20-24,20
1907,860.0,Insanity (not puerperal),Male,85+,37
1907,860.0,Insanity (not puerperal),Male,<1,3
1907,860.0,Insanity (not puerperal),Male,T25-34,46
1907,860.0,Insanity (not puerperal),Male,T35-44,77
1907,860.0,Insanity (not puerperal),Male,T45-54,83
1907,860.0,Insanity (not puerperal),Male,T55-64,153
1907,860.0,Insanity (not puerperal),Male,T65-74,306
1907,860.0,Insanity (not puerperal),Male,T75-84,194
1907,870.0,Chorea,Female,01-04,1
1907,870.0,Chorea,Female,05-09,27
1907,870.0,Chorea,Female,10-14,36
1907,870.0,Chorea,Female,15-19,22
1907,870.0,Chorea,Female,20-24,7
1907,870.0,Chorea,Female,<1,1
1907,870.0,Chorea,Female,T25-34,6
1907,870.0,Chorea,Female,T35-44,2
1907,870.0,Chorea,Female,T45-54,4
1907,870.0,Chorea,Female,T55-64,1
1907,870.0,Chorea,Female,T65-74,10
1907,870.0,Chorea,Male,01-04,3
1907,870.0,Chorea,Male,05-09,8
1907,870.0,Chorea,Male,10-14,8
1907,870.0,Chorea,Male,15-19,3
1907,870.0,Chorea,Male,T25-34,1
1907,870.0,Chorea,Male,T35-44,2
1907,870.0,Chorea,Male,T45-54,3
1907,870.0,Chorea,Male,T55-64,1
1907,870.0,Chorea,Male,T65-74,5
