code,icd_version,harmonized_category,harmonized_category_name,classification_confidence,notes
319,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,
3330,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other extrapyramidal disease and abnormal movement disorders - Other degenerative diseases of the basal ganglia
3331,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other extrapyramidal disease and abnormal movement disorders - Essential and other specified forms of tremor
3332,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other extrapyramidal disease and abnormal movement disorders - Myoclonus
3336,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other extrapyramidal disease and abnormal movement disorders - Idiopathic torsion dystonia
3337,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other extrapyramidal disease and abnormal movement disorders - Symptomatic torsion dystonia
3338,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other extrapyramidal disease and abnormal movement disorders - Fragments of torsion dystonia
3339,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other extrapyramidal disease and abnormal movement disorders - Other and unspecified
3340,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Spinocerebellar disease - Friedreich's ataxia
3341,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Spinocerebellar disease - Hereditary spastic paraplegia
3342,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Spinocerebellar disease - Primary cerebellar degeneration
3343,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Spinocerebellar disease - Other cerebellar ataxia
3348,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Spinocerebellar disease - Other
3349,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Spinocerebellar disease - Unspecified
3350,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Anterior horn cell disease - Werdnig-Hoffmann disease
3352,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Anterior horn cell disease - Motor neurone disease
3359,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Anterior horn cell disease - Unspecified
3440,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other paralytic syndromes - Quadriplegia
3441,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other paralytic syndromes - Paraplegia
3442,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other paralytic syndromes - Diplegia of upper limbs
3443,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other paralytic syndromes - Monoplegia of lower limb
3444,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other paralytic syndromes - Monoplegia of upper limb
3445,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other paralytic syndromes - Unspecified monoplegia
3446,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other paralytic syndromes - Cauda equina syndrome
3448,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other paralytic syndromes - Other
3449,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other paralytic syndromes - Unspecified
3470,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Cataplexy and narcolepsy - Cataplexy and narcolepsy
3508,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Trigeminal nerve disorders - Other
3510,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Facial nerve disorders - Bell's palsy
3518,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Facial nerve disorders - Other
3526,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of other cranial nerves - Multiple cranial nerve palsies
3529,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Disorders of other cranial nerves - Unspecified
3532,ICD-9a (1979-1984),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Nerve root and plexus disorders - Cervical root lesions, not elsewhere classified"
3534,ICD-9a (1979-1984),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Nerve root and plexus disorders - Lumbosacral root lesions, not elsewhere classified"
3535,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Nerve root and plexus disorders - Neuralgic amyotrophy
3560,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Hereditary and idiopathic peripheral neuropathy - Hereditary peripheral neuropathy
3562,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Hereditary and idiopathic peripheral neuropathy - Hereditary sensory neuropathy
3563,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Hereditary and idiopathic peripheral neuropathy - Refsum's disease
3564,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Hereditary and idiopathic peripheral neuropathy - Idiopathic progressive polyneuropathy
3568,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Hereditary and idiopathic peripheral neuropathy - Other
3569,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Hereditary and idiopathic peripheral neuropathy - Unspecified
3580,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Myoneural disorders - Myasthenia gravis
3588,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Myoneural disorders - Other
3589,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Myoneural disorders - Unspecified
3600,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of the globe - Purulent endophthalmitis
3604,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of the globe - Degenerated conditions of globe
3625,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other retinal disorders - Degeneration of macula and posterior pole
3627,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other retinal disorders - Hereditary retinal dystrophies
3643,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Disorders of iris and ciliary body - Unspecified iridocyclitis
370,ICD-9a (1979-1984),other,Other and Unclassified,override,
3720,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of conjunctiva - Acute conjunctivitis
3760,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of the orbit - Acute inflammation of orbit
3761,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of the orbit - Chronic inflammatory disorders of orbit
3763,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of the orbit - Other exophthalmic conditions
3771,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of optic nerve and visual pathways - Optic atrophy
3774,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of optic nerve and visual pathways - Other disorders of optic nerve
380,ICD-9a (1979-1984),other,Other and Unclassified,override,
3842,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other disorders of tympanic membrane - Perforation of tympanic membrane
3860,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Vertiginous syndromes and other disorders of vestibular system - Meniere's disease
3863,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Vertiginous syndromes and other disorders of vestibular system - Labyrinthitis
3940,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of mitral valve - Mitral stenosis
3942,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of mitral valve - Mitral stenosis with insufficiency
3949,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Diseases of mitral valve - Other and unspecified diseases of mitral valve
3959,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Diseases of aortic valve - Other and unspecified
3960,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of mitral and aortic valves - Diseases of mitral and aortic valves
4251,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Cardiomyopathy - Hypertrophic obstructive cardiomyopathy
4254,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Cardiomyopathy - Other primary cardiomyopathies
4259,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Cardiomyopathy - Secondary cardiomyopathy, unspecified"
4260,ICD-9a (1979-1984),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Conduction disorders - Atrioventricular block, complete"
4261,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Conduction disorders - Atrioventricular block, other and unspecified"
4262,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Conduction disorders - Left bundle branch hemiblock
4263,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Conduction disorders - Other left bundle branch block
4264,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Conduction disorders - Right bundle branch block
4265,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Conduction disorders - Bundle branch block, unspecified"
4267,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Conduction disorders - Anomalous atrioventricular excitation
4268,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Conduction disorders - Other
4269,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Conduction disorders - Unspecified
4299,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Ill-defined descriptions and complications of heart disease - Unspecified
4460,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Polyarteritis nodosa and allied conditions - Polyarteritis nodosa
4461,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Polyarteritis nodosa and allied conditions - Acute febrile mucocutaneous lymphnode syndrome [MCLS]
4462,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Polyarteritis nodosa and allied conditions - Hypersensitivity angiitis
4463,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Polyarteritis nodosa and allied conditions - Lethal midline granuloma
4464,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Polyarteritis nodosa and allied conditions - Wegener's granulomatosis
4465,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Polyarteritis nodosa and allied conditions - Giant cell arteritis
4466,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Polyarteritis nodosa and allied conditions - Thrombotic microangiopathy
4467,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Polyarteritis nodosa and allied conditions - Takayasu disease
4470,ICD-9a (1979-1984),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Other disorders of arteries and arterioles - Arteriovenous fistula, acquired"
4476,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Other disorders of arteries and arterioles - Arteritis, unspecified"
4478,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other disorders of arteries and arterioles - Other
4479,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other disorders of arteries and arterioles - Unspecified
4480,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of capillaries - Hereditary haemorrhagic telangiectasia
4489,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Diseases of capillaries - Other and unspecified
4552,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Haemorrhoids - Internal haemorrhoids with other complication
4556,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Haemorrhoids - Unspecified haemorrhoids, without mention of complication"
4557,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Haemorrhoids - Unspecified thrombosed haemorrhoids
4558,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Haemorrhoids - Unspecified haemorrhoids with other complication
4571,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Noninfective disorders of lymphatic channels - Other lymphoedema
4572,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Noninfective disorders of lymphatic channels - Lymphangitis
4578,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Noninfective disorders of lymphatic channels - Other noninfective disorders of lymphatic channels
4580,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Hypotension - Orthostatic hypotension
4581,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Hypotension - Chronic hypotension
4589,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Hypotension - Unspecified
4592,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other disorders of circulatory system - Compression of vein
4598,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other disorders of circulatory system - Other
4599,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other disorders of circulatory system - Other disorders of circulatory system unspecified
4600,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Acute nasopharyngitis [common cold] - Acute nasopharyngitis [common cold]
461,ICD-9a (1979-1984),other,Other and Unclassified,override,
4611,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Acute sinusitis - Frontal
4613,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Acute sinusitis - Sphenoidal
4619,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Acute sinusitis - Unspecified
4620,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Acute pharyngitis - Acute pharyngitis
4719,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Nasal polyps - Unspecified
4720,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Chronic pharyngitis and nasopharyngitis - Chronic rhinitis
4730,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Chronic sinusitis - Maxillary
4731,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Chronic sinusitis - Frontal
4732,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Chronic sinusitis - Ethmoidal
4733,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Chronic sinusitis - Sphenoidal
4738,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Chronic sinusitis - Other
4739,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Chronic sinusitis - Unspecified
4958,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Extrinsic allergic alveolitis - Other allergic pneumonitis
4959,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Extrinsic allergic alveolitis - Unspecified allergic alveolitis
4960,ICD-9a (1979-1984),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Chronic airways obstruction, not elsewhere classified - Chronic airways obstruction, not elsewhere classified"
5000,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Coalworkers' pneumoconiosis - Coalworkers' pneumoconiosis
5020,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Pneumoconiosis due to other silica or silicates - Pneumoconiosis due to other silica or silicates
5030,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Pneumoconiosis due to other inorganic dust - Pneumoconiosis due to other inorganic dust
5040,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Pneumopathy due to inhalation of other dust - Pneumopathy due to inhalation of other dust
5050,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Pneumoconiosis, unspecified - Pneumoconiosis, unspecified"
5070,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Pneumonitis due to solids and liquids - Due to inhalation of food or vomit
5071,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Pneumonitis due to solids and liquids - Due to inhalation of oils and essences
5163,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other alveolar and parietoalveolar pneumopathy - Idiopathic fibrosing alveolitis
5168,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other alveolar and parietoalveolar pneumopathy - Other
5169,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other alveolar and parietoalveolar pneumopathy - Unspecified
5210,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of hard tissues of teeth - Dental caries
5224,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of pulp and periapical tissues - Acute apical periodontitis of pulpal origin
5240,ICD-9a (1979-1984),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Dentofacial anomalies, including malocclusion - Major anomalies of jaw size"
5264,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the jaws - Inflammatory conditions
5268,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the jaws - Other diseases of the jaws
5269,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Diseases of the jaws - Unspecified
5271,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the salivary glands - Hypertrophy
5272,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the salivary glands - Sialoadenitis
5280,ICD-9a (1979-1984),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue - Stomatitis"
5282,ICD-9a (1979-1984),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue - Oral aphthae"
5286,ICD-9a (1979-1984),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue - Leukoplakia of oral mucosa, including tongue"
5288,ICD-9a (1979-1984),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue - Oral submucous fibrosis, including of tongue"
5289,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue - Other and unspecified"
5290,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases and other conditions of the tongue - Glossitis
5298,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases and other conditions of the tongue - Other conditions of the tongue
537,ICD-9a (1979-1984),other,Other and Unclassified,override,
538,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,
539,ICD-9a (1979-1984),other,Other and Unclassified,override,
5430,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other diseases of appendix - Other diseases of appendix
547,ICD-9a (1979-1984),other,Other and Unclassified,override,
549,ICD-9a (1979-1984),other,Other and Unclassified,override,
5650,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Anal fissure and fistula - Anal fissure
5651,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Anal fissure and fistula - Anal fistula
5680,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other disorders of peritoneum - Peritoneal adhesions
5688,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other disorders of peritoneum - Other
5689,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other disorders of peritoneum - Unspecified
5761,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other disorders of biliary tract - Cholangitis
5762,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other disorders of biliary tract - Obstruction of bile duct
5763,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other disorders of biliary tract - Perforation of bile duct
5764,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other disorders of biliary tract - Fistula of bile duct
5768,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other disorders of biliary tract - Other
5769,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other disorders of biliary tract - Unspecified
5819,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Nephrotic syndrome - Unspecified
5899,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Small kidney of unknown cause - Unspecified
5910,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Hydronephrosis - Hydronephrosis
6031,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Hydrocele - Infected hydrocele
6039,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Hydrocele - Unspecified
6050,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Redundant prepuce and phimosis - Redundant prepuce and phimosis
6072,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of penis - Other inflammatory disorders of penis
6078,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of penis - Other
6079,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Disorders of penis - Unspecified
6110,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other disorders of breast - Inflammatory disease of breast
6118,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other disorders of breast - Other
6119,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other disorders of breast - Unspecified
6173,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Endometriosis - Pelvic peritoneum
6179,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Endometriosis - Site unspecified
6227,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Noninflammatory disorders of cervix - Mucous polyp of cervix
6271,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Menopausal and postmenopausal disorders - Postmenopausal bleeding
6272,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Menopausal and postmenopausal disorders - Menopausal or female climacteric states
6273,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Menopausal and postmenopausal disorders - Postmenopausal atrophic vaginitis
6534,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disproportion - Fetopelvic disproportion
6535,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disproportion - Unusually large fetus causing disproportion
6542,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Abnormality of organs and soft tissues of pelvis - Uterine scar from previous surgery
6748,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Other and unspecified complications of the puerperium, not elsewhere classified - Other"
6830,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Acute lymphadenitis - Acute lymphadenitis
6840,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Impetigo - Impetigo
6951,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Erythematous conditions - Erythema multiforme
6952,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Erythematous conditions - Erythema nodosum
6954,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Erythematous conditions - Lupus erythematosus
6958,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Erythematous conditions - Other erythematous conditions
6959,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Erythematous conditions - Unspecified
7039,ICD-9a (1979-1984),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Diseases of nail - Unspecified
7058,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of sweat glands - Other disorders of sweat glands
7062,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of sebaceous glands - Sebaceous cyst
7100,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diffuse diseases of connective tissue - Systemic lupus erythematosus
7101,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diffuse diseases of connective tissue - Systemic sclerosis
7102,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diffuse diseases of connective tissue - Sicca syndrome
7104,ICD-9a (1979-1984),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diffuse diseases of connective tissue - Polymyositis
