code,description
7906,Nonspecific findings on examination of blood - Other abnormal blood chemistry
7907,"Nonspecific findings on examination of blood - Bacteraemia, unspecified"
7908,"Nonspecific findings on examination of blood - Viraemia, unspecified"
7909,Nonspecific findings on examination of blood - Other
7910,Nonspecific findings on examination of urine - Proteinuria
7911,Nonspecific findings on examination of urine - Chyluria
7912,Nonspecific findings on examination of urine - Haemoglobinuria
7913,Nonspecific findings on examination of urine - Myoglobinuria
7914,Nonspecific findings on examination of urine - Biliuria
7894,Other symptoms involving abdomen and pelvis - Abdominal rigidity
7893,"Other symptoms involving abdomen and pelvis - Abdominal or pelvic swelling, mass or lump"
7892,Other symptoms involving abdomen and pelvis - Splenomegaly
7882,Symptoms involving urinary system - Retention of urine
7874,Symptoms involving digestive system - Visible peristalsis
7875,Symptoms involving digestive system - Abnormal bowel sounds
7876,Symptoms involving digestive system - Incontinence of faeces
7877,Symptoms involving digestive system - Abnormal faeces
7879,Symptoms involving digestive system - Other
7880,Symptoms involving urinary system - Renal colic
7881,Symptoms involving urinary system - Dysuria
7883,Symptoms involving urinary system - Incontinence of urine
7891,Other symptoms involving abdomen and pelvis - Hepatomegaly
7884,Symptoms involving urinary system - Frequency of urination and popyuria
7885,Symptoms involving urinary system - Oliguria and anuria
7886,Symptoms involving urinary system - Other abnormality of urination
7887,Symptoms involving urinary system - Urethral discharge
7888,Symptoms involving urinary system - Extravasation of urine
7889,Symptoms involving urinary system - Other
7890,Other symptoms involving abdomen and pelvis - Abdominal pain
7915,Nonspecific findings on examination of urine - Glycosuria
7917,Nonspecific findings on examination of urine - Other cells and casts in urine
7962,Other nonspecific abnormal findings - Elevated blood pressure reading without diagnosis of hypertension
7919,Nonspecific findings on examination of urine - Other
7944,Nonspecific abnormal results of function studies - Kidney
7945,Nonspecific abnormal results of function studies - Thyroid
7946,Nonspecific abnormal results of function studies - Other endocrine function study
7947,Nonspecific abnormal results of function studies - Basal metabolism
7948,Nonspecific abnormal results of function studies - Liver
7949,Nonspecific abnormal results of function studies - Other
7950,Nonspecific abnormal histological and immunological findings - Nonspecific abnormal Papanicolaou smear of cervix
7951,Nonspecific abnormal histological and immunological findings - Nonspecific abnormal Papanicolaou smear of other origin
7952,Nonspecific abnormal histological and immunological findings - Nonspecific abnormal findings on chromosomal analysis
7953,Nonspecific abnormal histological and immunological findings - Nonspecific positive culture findings
7954,Nonspecific abnormal histological and immunological findings - Other nonspecific abnormal histological findings
7955,Nonspecific abnormal histological and immunological findings - Nonspecific reaction to tuberculin test
7956,Nonspecific abnormal histological and immunological findings - False positive serological test for syphilis
7957,Nonspecific abnormal histological and immunological findings - Other nonspecific immunological findings
7958,Nonspecific abnormal histological and immunological findings - Positive serological or viral culture findings for HIV
7960,Other nonspecific abnormal findings - Nonspecific abnormal toxicological findings
7961,Other nonspecific abnormal findings - Abnormal reflex
7943,Nonspecific abnormal results of function studies - Cardiovascular
7942,Nonspecific abnormal results of function studies - Pulmonary
7941,Nonspecific abnormal results of function studies - Peripheral nervous system and special senses
7931,Nonspecific abnormal findings on radiological and other examination of body structure - Lung field
7920,Nonspecific abnormal findings in other body substances - Cerebrospinal fluid
7921,Nonspecific abnormal findings in other body substances - Stool contents
7922,Nonspecific abnormal findings in other body substances - Semen
7923,Nonspecific abnormal findings in other body substances - Amniotic fluid
7924,Nonspecific abnormal findings in other body substances - Saliva
7929,Nonspecific abnormal findings in other body substances - Other
7930,Nonspecific abnormal findings on radiological and other examination of body structure - Skull and head
7932,Nonspecific abnormal findings on radiological and other examination of body structure - Other intrathoracic organ
7940,Nonspecific abnormal results of function studies - Brain and central nervous system
7933,Nonspecific abnormal findings on radiological and other examination of body structure - Biliary tract
7934,Nonspecific abnormal findings on radiological and other examination of body structure - Gastrointestinal tract
7935,Nonspecific abnormal findings on radiological and other examination of body structure - Genitourinary organs
7936,"Nonspecific abnormal findings on radiological and other examination of body structure - Abdominal area, including retroperitoneum"
7937,Nonspecific abnormal findings on radiological and other examination of body structure - Musculoskeletal system
7938,Nonspecific abnormal findings on radiological and other examination of body structure - Breast
7939,Nonspecific abnormal findings on radiological and other examination of body structure - Other
8531,Accidental poisoning by tranquillizers - Butyrophenone-based tranquillizers
8538,Accidental poisoning by tranquillizers - Other
7680,Intrauterine hypoxia and birth asphyxia - Fetal death from asphyxia or anoxia before onset of labour or at unspecified time
9413,Drugs primarily affecting the autonomic nervous system - Sympatholytics [antiadrenergics]
9420,Agents primarily affecting the cardiovascular system - Cardiac rhythm regulators
9421,Agents primarily affecting the cardiovascular system - Cardiotonic glycosides and drugs of similar action
9422,Agents primarily affecting the cardiovascular system - Antilipaemic and antiarteriosclerotic drugs
9423,Agents primarily affecting the cardiovascular system - Ganglion-blocking agents
9424,Agents primarily affecting the cardiovascular system - Coronary vasodilators
9425,Agents primarily affecting the cardiovascular system - Other vasodilators
9426,Agents primarily affecting the cardiovascular system - Other antihypertensive agents
9427,"Agents primarily affecting the cardiovascular system - Antivaricose drugs, including sclerosing agents"
9428,Agents primarily affecting the cardiovascular system - Capillary-active drugs
9429,Agents primarily affecting the cardiovascular system - Other and unspecified
9430,Agents primarily affecting gastrointestinal system - Antacids and anti-gastric-secretion drugs
9431,Agents primarily affecting gastrointestinal system - Irritant cathartics
9432,Agents primarily affecting gastrointestinal system - Emollient cathartics
9433,"Agents primarily affecting gastrointestinal system - Other cathartics, including intestinal atonia drugs"
9434,Agents primarily affecting gastrointestinal system - Digestants
9435,Agents primarily affecting gastrointestinal system - Antidiarrhoeal drugs
9436,Agents primarily affecting gastrointestinal system - Emetics
9419,Drugs primarily affecting the autonomic nervous system - Unspecified
9412,Drugs primarily affecting the autonomic nervous system - Sympathomimetics [adrenergics]
9385,Other central nervous system depressants - Surface and infiltration anaesthetics
9411,Drugs primarily affecting the autonomic nervous system - Parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics
9387,Other central nervous system depressants - Spinal anaesthetics
9389,Other central nervous system depressants - Other and unspecified local anaesthetics
9390,Psychotropic agents - Antidepressants
9391,Psychotropic agents - Phenothiazine-based tranquillizers
9392,Psychotropic agents - Butyrophenone-based tranquillizers
9393,"Psychotropic agents - Other antipsychotics, neuroleptics and major tranquillizers"
9394,Psychotropic agents - Benzodiazepine-based tranquillizers
9395,Psychotropic agents - Other tranquillizers
9396,Psychotropic agents - Psychodysleptics [hallucinogens]
9397,Psychotropic agents - Psychostimulants
9398,Psychotropic agents - Other psychotropic agents
9399,Psychotropic agents - Unspecified
9400,Central nervous system stimulants - Analeptics
9401,Central nervous system stimulants - Opiate antagonists
9408,Central nervous system stimulants - Other
9409,Central nervous system stimulants - Unspecified
9410,Drugs primarily affecting the autonomic nervous system - Parasympathomimetics [cholinergics]
9438,Agents primarily affecting gastrointestinal system - Other
9439,Agents primarily affecting gastrointestinal system - Unspecified
9440,"Water, mineral and uric acid metabolism drugs - Mercurial diuretics"
9441,"Water, mineral and uric acid metabolism drugs - Purine derivative diuretics"
9465,"Agents primarily affecting skin or mucous membrane,ophthalmological, otorhinolaryngological and dental drugs - Eye anti-infectives and other eye drugs"
9466,"Agents primarily affecting skin or mucous membrane,ophthalmological, otorhinolaryngological and dental drugs - Anti-infective and other drugs and preparations for ear, nose and throat"
9467,"Agents primarily affecting skin or mucous membrane,ophthalmological, otorhinolaryngological and dental drugs - Dental drugs topically applied"
9468,"Agents primarily affecting skin or mucous membrane,ophthalmological, otorhinolaryngological and dental drugs - Other"
9469,"Agents primarily affecting skin or mucous membrane,ophthalmological, otorhinolaryngological and dental drugs - Unspecified"
9470,Other and unspecified drugs and medicaments - Dietetics
9471,Other and unspecified drugs and medicaments - Lipotropic drugs
9472,"Other and unspecified drugs and medicaments - Antidotes and chelating agents, not elsewhere classified"
9473,Other and unspecified drugs and medicaments - Alcohol deterrents
9474,Other and unspecified drugs and medicaments - Pharmaceutical excipients
9478,Other and unspecified drugs and medicaments - Other drugs and medicaments
9479,Other and unspecified drugs and medicaments - Unspecified drug or medicament
9480,Bacterial vaccines - BCG vaccine
9481,Bacterial vaccines - Typhoid and paratyphoid
9482,Bacterial vaccines - Cholera
9483,Bacterial vaccines - Plague
9484,Bacterial vaccines - Tetanus
9464,"Agents primarily affecting skin or mucous membrane,ophthalmological, otorhinolaryngological and dental drugs - Keratolytics, keratoplastics, other hair treatment drugs and preparations"
9463,"Agents primarily affecting skin or mucous membrane,ophthalmological, otorhinolaryngological and dental drugs - Emollients, demulcents and protectants"
9462,"Agents primarily affecting skin or mucous membrane,ophthalmological, otorhinolaryngological and dental drugs - Local astringents and local detergents"
9451,Agents primarily acting on the smooth and skeletal muscles and respiratory system - Smooth muscle relaxants
9442,"Water, mineral and uric acid metabolism drugs - Carbonic acid anhydrase inhibitors"
9443,"Water, mineral and uric acid metabolism drugs - Saluretics"
9444,"Water, mineral and uric acid metabolism drugs - Other diuretics"
9445,"Water, mineral and uric acid metabolism drugs - Electrolytic, caloric and water-balance agents"
9446,"Water, mineral and uric acid metabolism drugs - Other mineral salts, not elsewhere classified"
9447,"Water, mineral and uric acid metabolism drugs - Uric acid metabolism drugs"
9450,Agents primarily acting on the smooth and skeletal muscles and respiratory system - Oxytocic agents
9452,Agents primarily acting on the smooth and skeletal muscles and respiratory system - Skeletal muscle relaxants
9461,"Agents primarily affecting skin or mucous membrane,ophthalmological, otorhinolaryngological and dental drugs - Antipruritics"
9453,Agents primarily acting on the smooth and skeletal muscles and respiratory system - Other and unspecified drugs acting on muscles
9454,Agents primarily acting on the smooth and skeletal muscles and respiratory system - Antitussives
9455,Agents primarily acting on the smooth and skeletal muscles and respiratory system - Expectorants
9456,Agents primarily acting on the smooth and skeletal muscles and respiratory system - Anti-common-cold drugs
9457,Agents primarily acting on the smooth and skeletal muscles and respiratory system - Antiasthmatics
9458,Agents primarily acting on the smooth and skeletal muscles and respiratory system - Other and unspecified respiratory drugs
9460,"Agents primarily affecting skin or mucous membrane,ophthalmological, otorhinolaryngological and dental drugs - Local anti-infectives and anti-inflammatory drugs"
9386,Other central nervous system depressants - Peripheral nerve- and plexus-blocking anaesthetics
9384,Other central nervous system depressants - Other and unspecified general anaesthetics
9290,Late effects of accidental injury - Late effects of motor vehicle accident
9313,Other anti-infectives - Quinoline and hydroxyquinoline derivatives
9315,Other anti-infectives - Other antiprotozoal drugs
9316,Other anti-infectives - Anthelminthics
9317,Other anti-infectives - Antiviral drugs
9318,Other anti-infectives - Other antimycobacterial drugs
9319,Other anti-infectives - Other and unspecified anti-infectives
9320,Hormones and synthetic substitutes - Adrenal cortical steroids
9321,Hormones and synthetic substitutes - Androgens and anabolic congeners
9322,Hormones and synthetic substitutes - Ovarian hormones and synthetic substitutes
9323,Hormones and synthetic substitutes - Insulins and antidiabetic agents
9324,Hormones and synthetic substitutes - Anterior pituitary hormones
9325,Hormones and synthetic substitutes - Posterior pituitary hormones
9326,Hormones and synthetic substitutes - Parathyroid and parathyroid derivatives
9327,Hormones and synthetic substitutes - Thyroid and thyroid derivatives
9328,Hormones and synthetic substitutes - Antithyroid agents
9329,Hormones and synthetic substitutes - Other and unspecified hormones and synthetic substitutes
9330,Primarily systemic agents - Antiallergic and antiemetic drugs
9331,Primarily systemic agents - Antineoplastic and immunosuppressive drugs
9314,Other anti-infectives - Antimalarials and drugs acting on other blood protozoa
9312,Other anti-infectives - Heavy metal anti-infectives
9383,Other central nervous system depressants - Intravenous anaesthetics
9311,Other anti-infectives - Arsenical anti-infectives
9292,Late effects of accidental injury - Late effects of accidental poisoning
9293,Late effects of accidental injury - Late effects of accidental fall
9294,Late effects of accidental injury - Late effects of accident caused by fire
9295,Late effects of accidental injury - Late effects of accident due to natural and environmental factors
9298,Late effects of accidental injury - Late effects of other accidents
9299,Late effects of accidental injury - Late effects of unspecified accident
9300,Antibiotics - Penicillins
9301,Antibiotics - Antifungal antibiotics
9302,Antibiotics - Chloramphenicol group
9303,Antibiotics - Erythromycin and other macrolides
9304,Antibiotics - Tetracycline group
9305,Antibiotics - Cefalosporin group
9306,Antibiotics - Antimycobacterial antibiotics
9307,Antibiotics - Antineoplastic antibiotics
9308,Antibiotics - Other specified antibiotics
9309,Antibiotics - Unspecified
9310,Other anti-infectives - Sulfonamides
9332,Primarily systemic agents - Acidifying agents
9333,Primarily systemic agents - Alkalizing agents
9334,Primarily systemic agents - Enzymes not elsewhere classified
9335,"Primarily systemic agents - Vitamins, not elsewhere classified"
9360,Anticonvulsants and anti-Parkinsonism drugs - Oxazolidine derivatives
9361,Anticonvulsants and anti-Parkinsonism drugs - Hydantoin derivatives
9362,Anticonvulsants and anti-Parkinsonism drugs - Succinimides
9363,Anticonvulsants and anti-Parkinsonism drugs - Other and unspecified anticonvulsants
9364,Anticonvulsants and anti-Parkinsonism drugs - Anti-Parkinsonism drugs
9370,Sedatives and hypnotics - Barbiturates
9371,Sedatives and hypnotics - Chloral hydrate group
9372,Sedatives and hypnotics - Paraldehyde
9373,Sedatives and hypnotics - Bromine compounds
9374,Sedatives and hypnotics - Methaqualone compounds
9375,Sedatives and hypnotics - Glutethimide group
9376,"Sedatives and hypnotics - Mixed sedatives, not elsewhere classified"
9378,Sedatives and hypnotics - Other
9379,Sedatives and hypnotics - Unspecified
9380,Other central nervous system depressants - Central nervous system muscle-tone depressants
9381,Other central nervous system depressants - Halothane
9382,Other central nervous system depressants - Other gaseous anaesthetics
9359,"Analgesics, antipyretics and antirheumatics - Unspecified"
9358,"Analgesics, antipyretics and antirheumatics - Other"
9355,"Analgesics, antipyretics and antirheumatics - Other non-narcotic analgesics"
9345,Agents primarily affecting blood constituents - Anticoagulant antagonists and other coagulants
9338,"Primarily systemic agents - Other systemic agents, not elsewhere classified"
9339,Primarily systemic agents - Unspecified
9340,Agents primarily affecting blood constituents - Iron and its compounds
9341,Agents primarily affecting blood constituents - Liver preparations and other antianemic agents
9342,Agents primarily affecting blood constituents - Anticoagulants
9343,Agents primarily affecting blood constituents - Vitamin K [phytomenadione]
9344,Agents primarily affecting blood constituents - Fibrinolysis-affecting drugs
9346,Agents primarily affecting blood constituents - Gamma globulin
9354,"Analgesics, antipyretics and antirheumatics - Antirheumatics [antiphlogistics]"
9347,Agents primarily affecting blood constituents - Natural blood and blood products
9348,Agents primarily affecting blood constituents - Other
9349,Agents primarily affecting blood constituents - Unspecified
9350,"Analgesics, antipyretics and antirheumatics - Opiates and related narcotics"
9351,"Analgesics, antipyretics and antirheumatics - Salicylates"
9352,"Analgesics, antipyretics and antirheumatics - Aromatic analgesics, not elsewhere classified"
9353,"Analgesics, antipyretics and antirheumatics - Pyrazole derivatives"
9485,Bacterial vaccines - Diphtheria
9486,"Bacterial vaccines - Pertussis vaccine, including combinations with a pertussis component"
9488,Bacterial vaccines - Other and unspecified bacterial vaccines
9807,"Poisoning by solid or liquid substances, undetermined whether accidentally or purposely inflicted - Agricultural and horticultural chemical and pharmaceutical, other than plant foods or fertilizers"
9809,"Poisoning by solid or liquid substances, undetermined whether accidentally or purposely inflicted - Other and unspecified solid and liquid substances"
9810,"Poisoning by gases in domestic use, undetermined whether accidentally or purposely inflicted - Gas distributed by pipeline"
9811,"Poisoning by gases in domestic use, undetermined whether accidentally or purposely inflicted - Liquefied petroleum gas distributed in mobile containers"
9818,"Poisoning by gases in domestic use, undetermined whether accidentally or purposely inflicted - Other utility gas"
9820,"Poisoning by other gases, undetermined whether accidentally or purposely inflicted - Motor vehicle exhaust gas"
9821,"Poisoning by other gases, undetermined whether accidentally or purposely inflicted - Other carbon monoxide"
9828,"Poisoning by other gases, undetermined whether accidentally or purposely inflicted - Other specified gases and vapours"
9829,"Poisoning by other gases, undetermined whether accidentally or purposely inflicted - Unspecified gases and vapours"
9830,"Hanging, strangulation or suffocation, undetermined whether accidentally or purposely inflicted - Hanging"
9831,"Hanging, strangulation or suffocation, undetermined whether accidentally or purposely inflicted - Suffocation by plastic bag"
9838,"Hanging, strangulation or suffocation, undetermined whether accidentally or purposely inflicted - Other specified means"
9839,"Hanging, strangulation or suffocation, undetermined whether accidentally or purposely inflicted - Unspecified means"
9840,"Submersion (drowning), undetermined whether accidentally or purposely inflicted - Submersion (drowning), undetermined whether accidentally or purposely inflicted"
9850,"Injury by firearms and explosives, undetermined whether accidentally or purposely inflicted - Hand gun"
9851,"Injury by firearms and explosives, undetermined whether accidentally or purposely inflicted - Shot gun"
9852,"Injury by firearms and explosives, undetermined whether accidentally or purposely inflicted - Hunting rifle"
9853,"Injury by firearms and explosives, undetermined whether accidentally or purposely inflicted - Military firearms"
9808,"Poisoning by solid or liquid substances, undetermined whether accidentally or purposely inflicted - Arsenic and its compounds"
9806,"Poisoning by solid or liquid substances, undetermined whether accidentally or purposely inflicted - Corrosive and caustic substances"
9489,"Bacterial vaccines - Mixed bacterial vaccines, except combinations with a pertussis component"
9805,"Poisoning by solid or liquid substances, undetermined whether accidentally or purposely inflicted - Unspecified drug or medicament"
9688,Assault by other and unspecified means - Other specified means
9689,Assault by other and unspecified means - Unspecified means
9690,Late effects of injury purposely inflicted by other person - Late effects of injury purposely inflicted by other person
9700,Injury due to legal intervention by firearms - Injury due to legal intervention by firearms
9710,Injury due to legal intervention by explosives - Injury due to legal intervention by explosives
9720,Injury due to legal intervention by gas - Injury due to legal intervention by gas
9730,Injury due to legal intervention by blunt object - Injury due to legal intervention by blunt object
9740,Injury due to legal intervention by cutting and piercing instruments - Injury due to legal intervention by cutting and piercing instruments
9750,Injury due to legal intervention by other specified means - Injury due to legal intervention by other specified means
9760,Injury due to legal intervention by unspecified means - Injury due to legal intervention by unspecified means
9770,Late effects of injuries due to legal intervention - Late effects of injuries due to legal intervention
9780,Legal execution - Legal execution
9800,"Poisoning by solid or liquid substances, undetermined whether accidentally or purposely inflicted - Analgesics, antipyretics and antirheumatics"
9801,"Poisoning by solid or liquid substances, undetermined whether accidentally or purposely inflicted - Barbiturates"
9802,"Poisoning by solid or liquid substances, undetermined whether accidentally or purposely inflicted - Other sedatives and hypnotics"
9803,"Poisoning by solid or liquid substances, undetermined whether accidentally or purposely inflicted - Tranquillizers and other psychotropic agents"
9804,"Poisoning by solid or liquid substances, undetermined whether accidentally or purposely inflicted - Other specified drugs and medicaments"
9854,"Injury by firearms and explosives, undetermined whether accidentally or purposely inflicted - Other and unspecified firearm"
9855,"Injury by firearms and explosives, undetermined whether accidentally or purposely inflicted - Explosives"
9860,"Injury by cutting and piercing instruments, undetermined whether accidentally or purposely inflicted - Injury by cutting and piercing instruments, undetermined whether accidentally or purposely inflicted"
9870,"Falling from high place, undetermined whether accidentally or purposely inflicted - Residential premises"
9919,Injury due to war operations by bullets and fragments - Other and unspecified fragments
9920,Injury due to war operations by explosion of marine weapons - Injury due to war operations by explosion of marine weapons
9930,Injury due to war operations by other explosion - Injury due to war operations by other explosion
9940,Injury due to war operations by destruction of aircraft - Injury due to war operations by destruction of aircraft
9950,Injury due to war operations by other and unspecified forms of conventional warfare - Injury due to war operations by other and unspecified forms of conventional warfare
9960,Injury due to war operations by nuclear weapons - Injury due to war operations by nuclear weapons
9970,Injury due to war operations by other forms of unconventional warfare - Lasers
9971,Injury due to war operations by other forms of unconventional warfare - Biological warfare
9972,"Injury due to war operations by other forms of unconventional warfare - Gases, fumes and chemicals"
9978,Injury due to war operations by other forms of unconventional warfare - Other
9979,Injury due to war operations by other forms of unconventional warfare - Unspecified
9980,Injury due to war operations but occurring after cessation of hostilities - Injury due to war operations but occurring after cessation of hostilities
9990,Late effects of injury due to war operations - Late effects of injury due to war operations
6827,"Other cellulitis and abscess - Foot, except toes"
6824,"Other cellulitis and abscess - Hand, except fingers"
4301,Subarachnoid haemorrhage - Ruptured cerebral anuerysm
5371,Other disorders of stomach and duodenum - Gastric diverticulum
9913,Injury due to war operations by bullets and fragments - Antipersonnel bomb (fragments)
9912,Injury due to war operations by bullets and fragments - Other bullets
9911,Injury due to war operations by bullets and fragments - Pellets (rifle)
9884,"Injury by other or unspecified means, undetermined whether accidentally or purposely inflicted - Electrocution"
9871,"Falling from high place, undetermined whether accidentally or purposely inflicted - Other man-made structures"
9872,"Falling from high place, undetermined whether accidentally or purposely inflicted - Natural sites"
9879,"Falling from high place, undetermined whether accidentally or purposely inflicted - Unspecified"
9880,"Injury by other or unspecified means, undetermined whether accidentally or purposely inflicted - Jumping or lying before moving object"
9881,"Injury by other or unspecified means, undetermined whether accidentally or purposely inflicted - Burns, fire"
9882,"Injury by other or unspecified means, undetermined whether accidentally or purposely inflicted - Scald"
9883,"Injury by other or unspecified means, undetermined whether accidentally or purposely inflicted - Extremes of cold"
9885,"Injury by other or unspecified means, undetermined whether accidentally or purposely inflicted - Crashing of motor vehicle"
9910,Injury due to war operations by bullets and fragments - Rubber bullets (rifle)
9886,"Injury by other or unspecified means, undetermined whether accidentally or purposely inflicted - Crashing of aircraft"
9887,"Injury by other or unspecified means, undetermined whether accidentally or purposely inflicted - Caustic substances, except poisoning"
9888,"Injury by other or unspecified means, undetermined whether accidentally or purposely inflicted - Other specified means"
9889,"Injury by other or unspecified means, undetermined whether accidentally or purposely inflicted - Unspecified means"
9890,"Late effects of injury, undetermined whether accidentally or purposely inflicted - Late effects of injury, undetermined whether accidentally or purposely inflicted"
9900,Injury due to war operations by fires and conflagrations - From petrol bomb
9909,Injury due to war operations by fires and conflagrations - From other and unspecified sources
9684,Assault by other and unspecified means - Criminal neglect
9683,Assault by other and unspecified means - Hot liquid
9682,Assault by other and unspecified means - Striking by blunt or thrown object
9560,Suicide and selfinflicted injury by cutting and piercing instruments - Suicide and selfinflicted injury by cutting and piercing instruments
9511,Suicide and selfinflicted poisoning by gases in domestic use - Liquefied petroleum gas distributed in mobile containers
9518,Suicide and selfinflicted poisoning by gases in domestic use - Other utility gas
9520,Suicide and selfinflicted poisoning by other gases and vapours - Motor vehicle exhaust gas
9521,Suicide and selfinflicted poisoning by other gases and vapours - Other carbon monoxide
9528,Suicide and selfinflicted poisoning by other gases and vapours - Other specified gases and vapours
9529,Suicide and selfinflicted poisoning by other gases and vapours - Unspecified gases and vapours
9530,"Suicide and selfinflicted injury by hanging, strangulation and suffocation - Hanging"
9531,"Suicide and selfinflicted injury by hanging, strangulation and suffocation - Suffocation by plastic bag"
9538,"Suicide and selfinflicted injury by hanging, strangulation and suffocation - Other specified means"
9539,"Suicide and selfinflicted injury by hanging, strangulation and suffocation - Unspecified means"
9540,Suicide and selfinflicted injury by submersion [drowning] - Suicide and selfinflicted injury by submersion [drowning]
9550,Suicide and selfinflicted injury by firearms and explosives - Hand gun
9551,Suicide and selfinflicted injury by firearms and explosives - Shot gun
9552,Suicide and selfinflicted injury by firearms and explosives - Hunting rifle
9553,Suicide and selfinflicted injury by firearms and explosives - Military firearms
9554,Suicide and selfinflicted injury by firearms and explosives - Other and unspecified firearm
9555,Suicide and selfinflicted injury by firearms and explosives - Explosives
9510,Suicide and selfinflicted poisoning by gases in domestic use - Gas distributed by pipeline
9509,Suicide and selfinflicted poisoning by solid or liquid substances - Other and unspecified solid and liquid substances
9508,Suicide and selfinflicted poisoning by solid or liquid substances - Arsenic and its compounds
9497,"Other vaccines and biological substances - Mixed viral-rickettsial and bacterial vaccines, except combinations with a pertussis component"
9490,Other vaccines and biological substances - Smallpox vaccine
9491,Other vaccines and biological substances - Rabies vaccine
9492,Other vaccines and biological substances - Typhus vaccine
9493,Other vaccines and biological substances - Yellow fever vaccine
9494,Other vaccines and biological substances - Measles vaccine
9495,Other vaccines and biological substances - Poliomyelitis vaccine
9496,Other vaccines and biological substances - Other and unspecified viral and rickettsial vaccines
9499,Other vaccines and biological substances - Other and unspecified vaccines and biological substances
9507,Suicide and selfinflicted poisoning by solid or liquid substances - Corrosive and caustic substances
9500,"Suicide and selfinflicted poisoning by solid or liquid substances - Analgesics, antipyretics and antirheumatics"
9501,Suicide and selfinflicted poisoning by solid or liquid substances - Barbiturates
9502,Suicide and selfinflicted poisoning by solid or liquid substances - Other sedatives and hypnotics
9503,Suicide and selfinflicted poisoning by solid or liquid substances - Tranquillizers and other psychotropic agents
9504,Suicide and selfinflicted poisoning by solid or liquid substances - Other specified drugs and medicaments
9505,Suicide and selfinflicted poisoning by solid or liquid substances - Unspecified drug or medicament
9506,"Suicide and selfinflicted poisoning by solid or liquid substances - Agricultural and horticultural chemical and pharmaceutical, other than plant foods or fertilizers"
9559,Suicide and selfinflicted injury by firearms and explosives - Unspecified
9570,Suicide and selfinflicted injuries by jumping from high place - Residential premises
9681,Assault by other and unspecified means - Pushing from high place
9571,Suicide and selfinflicted injuries by jumping from high place - Other manmade structures
9630,Assault by hanging and strangulation - Assault by hanging and strangulation
9640,Assault by submersion [drowning] - Assault by submersion [drowning]
9650,Assault by firearms and explosives - Handgun
9651,Assault by firearms and explosives - Shotgun
9652,Assault by firearms and explosives - Hunting rifle
9653,Assault by firearms and explosives - Military firearms
9654,Assault by firearms and explosives - Other and unspecified firearm
9655,Assault by firearms and explosives - Antipersonnel bomb
9656,Assault by firearms and explosives - Petrol bomb
9657,Assault by firearms and explosives - Letter bomb
9658,Assault by firearms and explosives - Other specified explosive
9659,Assault by firearms and explosives - Unspecified explosive
9660,Assault by cutting and piercing instrument - Assault by cutting and piercing instrument
9670,Child battering and other maltreatment - By parent
9671,Child battering and other maltreatment - By other specified person
9679,Child battering and other maltreatment - By unspecified person
9680,Assault by other and unspecified means - Fire
9629,Assault by poisoning - Unspecified poisoning
9622,Assault by poisoning - Other gases and vapours
9621,Assault by poisoning - Other solid and liquid substances
9585,Suicide and selfinflicted injury by other and unspecified means - Crashing of motor vehicle
9572,Suicide and selfinflicted injuries by jumping from high place - Natural sites
9579,Suicide and selfinflicted injuries by jumping from high place - Unspecified
9580,Suicide and selfinflicted injury by other and unspecified means - Jumping or lying before moving object
9581,"Suicide and selfinflicted injury by other and unspecified means - Burns, fire"
9582,Suicide and selfinflicted injury by other and unspecified means - Scald
9583,Suicide and selfinflicted injury by other and unspecified means - Extremes of cold
9584,Suicide and selfinflicted injury by other and unspecified means - Electrocution
9586,Suicide and selfinflicted injury by other and unspecified means - Crashing of aircraft
9620,Assault by poisoning - Drugs and medicaments
9587,"Suicide and selfinflicted injury by other and unspecified means - Caustic substances, except poisoning"
9588,Suicide and selfinflicted injury by other and unspecified means - Other specified means
9589,Suicide and selfinflicted injury by other and unspecified means - Unspecified means
9590,Late effects of selfinflicted injury - Late effects of selfinflicted injury
9600,"Fight, brawl, rape - Unarmed fight or brawl"
9601,"Fight, brawl, rape - Rape"
9610,"Assault by corrosive or caustic substance, except poisoning - Assault by corrosive or caustic substance, except poisoning"
9291,Late effects of accidental injury - Late effects of other transport accident
9289,Other and unspecified environmental and accidental causes - Unspecified accidents
8539,Accidental poisoning by tranquillizers - Unspecified
8710,Foreign object left in body during procedure - Surgical operation
8712,Foreign object left in body during procedure - Kidney dialysis or other perfusion
8713,Foreign object left in body during procedure - Injection or vaccination
8714,Foreign object left in body during procedure - Endoscopic examination
8715,"Foreign object left in body during procedure - Aspiration of fluid or tissue, puncture and catheterization (any, except heart catheterization)"
8716,Foreign object left in body during procedure - Heart catheterization
8717,Foreign object left in body during procedure - Removal of catheter or packing
8718,Foreign object left in body during procedure - Other
8719,Foreign object left in body during procedure - Unspecified
8720,Failure of sterile precautions during procedure - Surgical operation
8721,Failure of sterile precautions during procedure - Infusion or transfusion
8722,Failure of sterile precautions during procedure - Kidney dialysis and other perfusion
8723,Failure of sterile precautions during procedure - Injection or vaccination
8724,Failure of sterile precautions during procedure - Endoscopic examination
8725,"Failure of sterile precautions during procedure - Aspiration of fluid or tissue, puncture and catheterization (any, except heart catheterization)"
8726,Failure of sterile precautions during procedure - Heart catheterization
8728,Failure of sterile precautions during procedure - Other
8729,Failure of sterile precautions during procedure - Unspecified
8711,Foreign object left in body during procedure - Infusion or transfusion
